dose,replicate,scoring,recall_at_10,mrr,ndcg_at_10
0.25,24,semantic,0.05717790452359466,0.8327450980392157,0.8146954006767808
0.25,25,strict,0.05882367826382671,0.40145198941326227,0.2557075300499796
0.25,25,semantic,0.05865800874258296,0.8474509803921568,0.8476148223731688
0.25,26,strict,0.06087592285466163,0.39766320366107444,0.2455734255634126
0.25,26,semantic,0.05709202785842777,0.8774509803921569,0.8397201178517135
0.25,27,strict,0.0548548013914817,0.3766021174452526,0.25029419573884526
0.25,27,semantic,0.05691447213872081,0.8735294117647059,0.8551420321778579
0.25,28,strict,0.059092463919163264,0.38658958836977414,0.23767327472908487
0.25,28,semantic,0.05585667897299774,0.8876470588235295,0.8175902907887546
0.25,29,strict,0.05919652426932404,0.41121216114238845,0.24573211481438728
0.25,29,semantic,0.05743149173197657,0.8092156862745098,0.8138441187752942
0.25,30,strict,0.05882532886585656,0.3974929719328696,0.23806366361200146
0.25,30,semantic,0.05513380740631418,0.8639215686274511,0.7901977829456317
0.25,31,strict,0.057509566804931425,0.38155264822208107,0.24383852964155625
0.25,31,semantic,0.05868177835112617,0.8062745098039216,0.8178700756216577
0.25,32,strict,0.05581565117981011,0.34283640154964073,0.22860813317129208
0.25,32,semantic,0.054642859491908474,0.7513725490196078,0.7471974537742476
0.25,33,strict,0.056809432245908856,0.40387958465091983,0.24381744500787064
0.25,33,semantic,0.058313160564282505,0.9203921568627451,0.8511231009992781
0.25,34,strict,0.05185385749484325,0.380129083085605,0.2389774175909816
0.25,34,semantic,0.05483669055563493,0.8866666666666666,0.8291790156641935
0.25,35,strict,0.05497421655025631,0.42958300735355975,0.25418745703797196
0.25,35,semantic,0.05445688802833293,0.8737254901960784,0.8040358671013288
0.25,36,strict,0.05683271376862313,0.39110184995799613,0.2483287848363859
0.25,36,semantic,0.056588112157311896,0.8621568627450981,0.8076628285030433
0.25,37,strict,0.058904791866358434,0.39321760596756045,0.25354909280354193
0.25,37,semantic,0.059114023798318135,0.892156862745098,0.8546209687374866
0.25,38,strict,0.05205690265513652,0.38937628878605524,0.24015590710916693
0.25,38,semantic,0.05710721435900934,0.8896078431372548,0.8263469148525647
0.25,39,strict,0.054160078895855626,0.3445079714208212,0.22821473638650974
0.25,39,semantic,0.05401608096351034,0.7511764705882353,0.756116719621157
0.25,40,strict,0.056051230062105384,0.3916848371314344,0.2434679253324579
0.25,40,semantic,0.05542675513277717,0.8852941176470588,0.8047125849761207
0.25,41,strict,0.059848094261823095,0.3909099871514891,0.2467754187034757
0.25,41,semantic,0.0577646556824282,0.8621568627450981,0.8300726389003436
0.25,42,strict,0.05313338587709249,0.38611223762588065,0.23747238942593468
0.25,42,semantic,0.056251387975356004,0.8778431372549019,0.807015622648134
0.25,43,strict,0.05166684139994857,0.3920124604706792,0.24236316087032556
0.25,43,semantic,0.05682018168335177,0.8884313725490196,0.8244941514767257
0.25,44,strict,0.05690878996001391,0.4061420975258014,0.2464976939820947
0.25,44,semantic,0.05650804764985043,0.8217647058823528,0.8182891572141751
0.25,45,strict,0.051911693759857276,0.4191127493253292,0.24379864557577993
0.25,45,semantic,0.05798994272975636,0.8837254901960784,0.8581330217060655
0.25,46,strict,0.048424802642180714,0.3562402531691999,0.23407542888251184
0.25,46,semantic,0.05544678347005789,0.8664705882352942,0.8177176637539237
0.25,47,strict,0.05836125823310935,0.39977065920861415,0.24237863092345657
0.25,47,semantic,0.05636694734620508,0.8654901960784314,0.8368030552405468
0.25,48,strict,0.05867060155377562,0.4268168285002195,0.24163519901143424
0.25,48,semantic,0.055895195507169995,0.8631372549019607,0.8106435225697558
0.25,49,strict,0.05947430960801229,0.364647829016658,0.23893360496621588
0.25,49,semantic,0.05591645465431774,0.7731372549019608,0.7730144832659275
0.25,50,strict,0.059336263380397276,0.3966272987086899,0.2501482427758324
0.25,50,semantic,0.057231337301155476,0.8868627450980393,0.8246775684347856
0.25,51,strict,0.06041262945951029,0.44206541601580823,0.2507701332084774
0.25,51,semantic,0.05589920508195906,0.92,0.8367663380659697
0.25,52,strict,0.06198415507387585,0.3562546682975072,0.24578755462220364
0.25,52,semantic,0.055078435940407254,0.8668627450980393,0.8289633445570265
0.25,53,strict,0.054706268092711854,0.39929366413693745,0.24983202237474306
0.25,53,semantic,0.05632342942590646,0.8527450980392157,0.8442056209973992
0.25,54,strict,0.05259905727278554,0.37293902680837865,0.23352187758577778
0.25,54,semantic,0.05366540890550572,0.9154901960784313,0.7941202260547054
0.25,55,strict,0.06289522390085094,0.38267906534892654,0.24702075570050883
0.25,55,semantic,0.05812540996178805,0.8752941176470589,0.8317596525315217
0.25,56,strict,0.06042150338433715,0.40883002573235094,0.24409676765478402
0.25,56,semantic,0.05806285356187956,0.8827450980392156,0.8355054231873045
0.25,57,strict,0.05768545425128418,0.38380285425027594,0.2433970789075897
0.25,57,semantic,0.056207339309003616,0.8876470588235295,0.8230851199758232
0.25,58,strict,0.054605929397874536,0.3804236062465854,0.25205763338890896
0.25,58,semantic,0.0578195973417149,0.8872549019607844,0.8344270199397313
0.25,59,strict,0.055463894933779685,0.40360342256887705,0.24796536926113377
0.25,59,semantic,0.056623597252367215,0.8660784313725489,0.8411281543847142
0.25,60,strict,0.0554869551413986,0.3853344783298344,0.22935724034619648
0.25,60,semantic,0.05453339035062368,0.801764705882353,0.7819403763325495
0.25,61,strict,0.059243232499102856,0.39973599645642777,0.23137356491065939
0.25,61,semantic,0.05496303416531894,0.8396078431372548,0.7752331142164492
0.25,62,strict,0.0595895581764933,0.3932451986438054,0.24374782200479153
0.25,62,semantic,0.05552202567748477,0.8454901960784313,0.8194426831274632
0.25,63,strict,0.05624618490415406,0.4005628325086576,0.242354490723447
0.25,63,semantic,0.05634154447250498,0.8282352941176472,0.8035583615445183
0.25,64,strict,0.055289613366013714,0.3919657010045277,0.23761066188322089
0.25,64,semantic,0.05441741289515311,0.8296078431372549,0.7973072227540348
0.25,65,strict,0.055152697067956155,0.40009963948352517,0.2516160106016097
0.25,65,semantic,0.05586910429165539,0.9225490196078432,0.8286670320500085
0.25,66,strict,0.0562825978391133,0.37118452797467005,0.23357552468667744
