corpus,method,mask_type,name,repeat,anchor,selectivity_target,concentration,count,selectivity,mask_sha256,mean_recall_at_10,recall_loss,queries_below_full_recall,kprime,mean_pairwise_cosine,gt_mode,exact_top_l,coverage_failure_fraction
A,hnsw,shuffle,location==BC2000801,81.0,,,,11455,0.08643913040197403,e8693f794f4614bca81d70493891a87394a470947272754137137072f5bc68b7,0.9725000262260437,0.0274999737739563,213,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,82.0,,,,11455,0.08643913040197403,544dff6f0c3a7956f9496254bec021e602217dc00c7b73edaff1cf0d158819da,0.9703999757766724,0.029600024223327637,220,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,83.0,,,,11455,0.08643913040197403,a8b4b17d69801cc0ccf2c81dad9494910a3fba7372b552a87a39fe2a9c4673c0,0.9688000082969666,0.031199991703033447,222,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,84.0,,,,11455,0.08643913040197403,d9bd4e7c9ac596fa21d9ab659087ae0c758d5e6f5c60e7b4523546078a70a536,0.9757999777793884,0.024200022220611572,190,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,85.0,,,,11455,0.08643913040197403,75983287c41f390db88450fbcb6f18ee1ededadbf7550846ea4f8826bc0314d8,0.9720999598503113,0.02790004014968872,194,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,86.0,,,,11455,0.08643913040197403,2fa88afe5b3160d07bb40ed16f36ffce16fd70c05abc8dddc4cca47b8c620850,0.9754999876022339,0.024500012397766113,192,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,87.0,,,,11455,0.08643913040197403,ed3804e38abfa0c76bc1370d001cf46f08e295ecfc2dfa41cd0b879eca6d03fa,0.9729999899864197,0.027000010013580322,192,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,88.0,,,,11455,0.08643913040197403,927d534be02062b67a1f65a635aa1fe54911a4d4058d45229e3cf34b637018b9,0.9729999899864197,0.027000010013580322,205,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,89.0,,,,11455,0.08643913040197403,0e11f99441e6e8df2457adcaaaf97fdfe068705463e42bcf4c16360934c77b56,0.9723999500274658,0.02760004997253418,203,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,90.0,,,,11455,0.08643913040197403,58bf4d95dc816515973dd345cf48d0d1894de554234e6937a0230b7c9dcc626b,0.9719000458717346,0.02809995412826538,210,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,91.0,,,,11455,0.08643913040197403,2dd27a448d109bd13ed732ba22ec427b03d829e1e86a0a7a1ea1133419390363,0.9713000655174255,0.028699934482574463,204,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,92.0,,,,11455,0.08643913040197403,ad6314d316d77a15245873c27d61580ed633807745ae38219d75324d760b9998,0.9695000052452087,0.03049999475479126,207,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,93.0,,,,11455,0.08643913040197403,a7b68a06fc2002f8b71866beac6c6cff9d45bb68346690e2d186b87a98a9d5e6,0.9715999960899353,0.028400003910064697,207,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,94.0,,,,11455,0.08643913040197403,f4f5cd446f280a52b0f51578f0d60914afd99d1b5dfad7f73dfc0a495974ef18,0.9701999425888062,0.029800057411193848,218,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,95.0,,,,11455,0.08643913040197403,14301127004043ad573cfa588ce5aaa33b7bb73d63f4eb87705e9432e63c5e43,0.9702998995780945,0.029700100421905518,213,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,96.0,,,,11455,0.08643913040197403,df7e8441a3b58501b278fe0173f28a21b60aacdfd96077c477b6561949cee35d,0.9718999862670898,0.028100013732910156,215,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,97.0,,,,11455,0.08643913040197403,65bf17fcd3cc97387b99ca242749aa05e71b2d0056cadecd958645ddb80aa836,0.9725000262260437,0.0274999737739563,207,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,98.0,,,,11455,0.08643913040197403,a57799f7978b719c24670cba7a5b3408daef3175f757447faab2c1d4799a5ef0,0.9745999574661255,0.02540004253387451,200,464,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==BC2000801,99.0,,,,11455,0.08643913040197403,0e7130d75379d3d68c1bbd0665d7cc281ce0148887040dc7fc42ec68d4043cc5,0.9723999500274658,0.02760004997253418,200,464,,global_top_l_filter,5000,0.0
A,hnsw,natural,location==중동사거리,,,,,6429,0.048513065853713754,c0a18aed619b6dc34c45929c6ace266fbe3711cf22d3165d7acbbc807f4c7cca,0.04009999707341194,0.9599000215530396,967,828,0.8902022254003111,subset_flat_fallback,40000,0.0
A,hnsw,shuffle,location==중동사거리,0.0,,,,6429,0.048513065853713754,fefe46ffba119122c098d6f5a8dc64ef63658af5616f30a62254b88752c8772d,0.8863999843597412,0.11360001564025879,585,828,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==중동사거리,1.0,,,,6429,0.048513065853713754,5b8d000506e68438334fcea0bc98ef5344f1d347f99827686b98f4d1d4d8c72d,0.8906999826431274,0.10930001735687256,587,828,,global_top_l_filter,5000,0.0
A,hnsw,shuffle,location==중동사거리,2.0,,,,6429,0.048513065853713754,498da4cc98d7e2f67294f47cd3c93ce10a080c4957a730bd117c64156854f5bb,0.8905999660491943,0.10940003395080566,570,828,,global_top_l_filter,5000,0.0
