domain,protocol,repeat,doc_id,expected_version,expected_epoch,dense_versions,sparse_versions,stale,future,mixed,missing,answer_error,update_window,latency_ms
flask,weaviate_staged,1,25,1,0,1,1,0,0,0,0,0,1,4.081605933606625
flask,weaviate_staged,1,23,1,0,1,1,0,0,0,0,0,1,5.176312290132046
flask,weaviate_staged,1,20,1,0,1,1,0,0,0,0,0,1,17.640551552176476
flask,weaviate_staged,1,28,1,0,1,1,0,0,0,0,0,1,18.208391964435577
flask,weaviate_staged,1,21,1,0,1,1,0,0,0,0,0,1,17.31055323034525
flask,weaviate_staged,1,22,1,0,1,1,0,0,0,0,0,1,9.662220254540443
flask,weaviate_staged,1,21,1,0,1,1,0,0,0,0,0,1,10.177838616073132
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,44.5608077570796
flask,weaviate_staged,1,27,1,0,1,1,0,0,0,0,0,1,12.43775524199009
flask,weaviate_staged,1,27,1,0,1,1,0,0,0,0,0,1,13.270515948534012
flask,weaviate_staged,1,24,1,0,1,1,0,0,0,0,0,1,24.074595421552658
flask,weaviate_staged,1,21,1,0,1,1,0,0,0,0,0,1,5.328637547791004
flask,weaviate_staged,1,22,1,0,1,1,0,0,0,0,0,1,9.028357453644276
flask,weaviate_staged,1,26,1,0,1,1,0,0,0,0,0,1,10.590732097625732
flask,weaviate_staged,1,27,1,0,1,1,0,0,0,0,0,1,11.097482405602932
flask,weaviate_staged,1,25,1,0,1,1,0,0,0,0,0,1,4.654980264604092
flask,weaviate_staged,1,25,1,0,1,1,0,0,0,0,0,1,6.110554561018944
flask,weaviate_staged,1,23,1,0,1,1,0,0,0,0,0,1,7.41173792630434
flask,weaviate_staged,1,25,1,0,1,1,0,0,0,0,0,1,6.171412765979767
flask,weaviate_staged,1,25,1,0,1,1,0,0,0,0,0,1,4.124920815229416
flask,weaviate_staged,1,27,1,0,1,1,0,0,0,0,0,1,4.370619542896748
flask,weaviate_staged,1,23,1,0,1,1,0,0,0,0,0,1,6.082151085138321
flask,weaviate_staged,1,44,1,0,1,1,0,0,0,0,0,1,4.266201518476009
flask,weaviate_staged,1,24,1,0,1,1,0,0,0,0,0,1,4.262620583176613
flask,weaviate_staged,1,5,2,1,2,2,0,0,0,0,0,0,5.320285446941853
flask,weaviate_staged,1,28,1,0,1,1,0,0,0,0,0,0,5.922546610236168
flask,weaviate_staged,1,25,1,0,1,1,0,0,0,0,0,0,5.146636627614498
flask,weaviate_staged,1,29,2,3,2,2,0,0,0,0,0,0,3.066007047891617
flask,weaviate_staged,1,23,2,3,2,2,0,0,0,0,0,1,15.458759851753712
flask,weaviate_staged,1,28,2,3,2,2,0,0,0,0,0,1,14.437360689043999
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,9.642106480896473
flask,weaviate_staged,1,49,1,0,1,1,0,0,0,0,0,1,28.21974642574787
flask,weaviate_staged,1,45,1,0,1,1,0,0,0,0,0,1,8.022847585380077
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,15.318571589887142
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,11.597690172493458
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,5.232522264122963
flask,weaviate_staged,1,6,2,1,2,2,0,0,0,0,0,1,4.72344271838665
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,9.507334791123867
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,20.762598142027855
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,18.61400157213211
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,24.3744645267725
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,20.25512605905533
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,4.6149445697665215
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,8.653524331748486
flask,weaviate_staged,1,23,2,3,2,2,0,0,0,0,0,1,10.231844149529934
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,13.436009176075459
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,7.075146771967411
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,7.976897992193699
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,3.7326188758015633
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,8.86579044163227
flask,weaviate_staged,1,28,2,3,2,2,0,0,0,0,0,1,5.76954148709774
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,5.65817765891552
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,3.930027596652508
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,6.2210457399487495
flask,weaviate_staged,1,5,2,1,2,2,0,0,0,0,0,1,5.208047106862068
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,4.782935604453087
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,3.85951716452837
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,6.177711300551891
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,4.924439825117588
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,5.694843828678131
flask,weaviate_staged,1,12,2,2,2,2,0,0,0,0,0,1,5.803926847875118
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,4.374505952000618
flask,weaviate_staged,1,48,1,0,1,1,0,0,0,0,0,1,4.003768786787987
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,18.19461677223444
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,4.016924649477005
flask,weaviate_staged,1,40,1,0,1,1,0,0,0,0,0,1,5.593150854110718
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,6.69537577778101
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,6.508697755634785
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,7.223621942102909
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,6.15338608622551
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,7.013436406850815
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,16.150733456015587
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,7.626868784427643
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,9.047344326972961
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,4.747568629682064
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,9.29953157901764
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,7.269757799804211
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,7.119729183614254
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,6.153498776257038
flask,weaviate_staged,1,9,2,1,2,2,0,0,0,0,0,1,4.835018888115883
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,5.707050673663616
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,9.012770839035511
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,5.14817051589489
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,6.3353898003697395
flask,weaviate_staged,1,42,1,0,1,1,0,0,0,0,0,1,8.985872380435467
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,11.418385431170464
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,7.425567135214806
flask,weaviate_staged,1,26,2,3,2,2,0,0,0,0,0,1,6.009265780448914
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,5.548351444303989
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,11.448067612946033
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,8.630217984318733
flask,weaviate_staged,1,20,2,3,2,2,0,0,0,0,0,1,7.725236937403679
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,6.247739307582378
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,5.160580389201641
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,10.622698813676834
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,6.063845939934254
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,4.302458837628365
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,6.06418214738369
flask,weaviate_staged,1,45,1,0,1,1,0,0,0,0,0,1,7.554292678833008
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,6.042030639946461
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,7.5705163180828094
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,8.70583951473236
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,12.951563112437725
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,6.15612231194973
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,4.775914363563061
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,3.6376817151904106
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,6.18492066860199
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,5.342820659279823
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,6.876394152641296
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,3.9432859048247337
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,4.445117898285389
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,6.946847774088383
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,8.342597633600235
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,8.459159173071384
flask,weaviate_staged,1,6,2,1,2,2,0,0,0,0,0,1,4.659470170736313
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,4.245591349899769
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,4.089215770363808
flask,weaviate_staged,1,14,2,2,2,2,0,0,0,0,0,1,4.706881940364838
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,6.3958195969462395
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,5.5398233234882355
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,6.098177284002304
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,4.574812948703766
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,4.960263147950172
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,5.613925866782665
flask,weaviate_staged,1,20,2,3,2,2,0,0,0,0,0,1,5.081191658973694
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,7.481185719370842
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,3.773909993469715
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,5.206145346164703
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,14.110083691775799
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,12.489653192460537
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,4.458189010620117
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,6.8016499280929565
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,2.5948910042643547
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,4.402211867272854
flask,weaviate_staged,1,19,2,2,2,2,0,0,0,0,0,1,4.308529198169708
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,7.105687633156776
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,4.93677519261837
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,8.388507179915905
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,5.782412365078926
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,4.1027069091796875
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,7.079008035361767
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,3.4748027101159096
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,3.5576578229665756
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,3.5565905272960663
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,7.644647732377052
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,7.8884996473789215
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,4.959180951118469
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,4.418766126036644
flask,weaviate_staged,1,10,2,2,2,2,0,0,0,0,0,1,5.095315165817738
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,5.384836345911026
flask,weaviate_staged,1,49,1,0,1,1,0,0,0,0,0,1,6.2958430498838425
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,5.346029065549374
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,3.3802269026637077
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,6.342856213450432
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,5.989569239318371
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,4.756627604365349
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,5.560362711548805
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,3.062402829527855
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,4.9699777737259865
flask,weaviate_staged,1,18,2,2,2,2,0,0,0,0,0,1,3.5184836015105247
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,5.579422228038311
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,5.535081960260868
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,3.848196007311344
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,4.507554695010185
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,6.350344978272915
flask,weaviate_staged,1,16,2,2,2,2,0,0,0,0,0,1,5.392136052250862
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,5.221332423388958
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,5.174481309950352
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,4.931130446493626
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,4.119544290006161
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,5.306755192577839
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,2.982012927532196
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,5.823205225169659
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,7.030352018773556
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,5.796357989311218
flask,weaviate_staged,1,49,1,0,1,1,0,0,0,0,0,1,3.987021744251251
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,3.483189269900322
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,6.005828268826008
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,5.315942689776421
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,4.056354984641075
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,4.922051914036274
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,3.3508222550153732
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,6.2403604388237
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,12.39208597689867
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,7.022683508694172
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,10.316671803593636
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,6.481223739683628
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,6.3982876017689705
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,5.432046949863434
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,7.009757682681084
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,5.340504460036755
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,5.490588024258614
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,5.974198691546917
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,4.926254972815514
flask,weaviate_staged,1,17,2,2,2,2,0,0,0,0,0,1,6.059461273252964
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,4.58319578319788
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,6.208695471286774
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,5.257819779217243
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,4.63655311614275
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,5.983514711260796
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,4.530987702310085
flask,weaviate_staged,1,2,2,1,2,2,0,0,0,0,0,1,5.13981468975544
flask,weaviate_staged,1,2,2,1,2,2,0,0,0,0,0,1,4.890879616141319
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,3.797180950641632
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,3.590320236980915
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,5.586340092122555
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,4.6538300812244415
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,4.947801120579243
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,5.336468107998371
flask,weaviate_staged,1,6,2,1,2,2,0,0,0,0,0,1,10.313013568520546
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,10.110949166119099
flask,weaviate_staged,1,27,2,3,2,2,0,0,0,0,0,1,8.093747310340405
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,7.951080799102783
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,5.4408833384513855
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,5.660573020577431
flask,weaviate_staged,1,47,1,0,1,1,0,0,0,0,0,1,4.595805890858173
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,5.091989412903786
flask,weaviate_staged,1,18,2,2,2,2,0,0,0,0,0,1,4.032456316053867
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,4.586400464177132
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,4.586444236338139
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,7.0022158324718475
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,6.07212632894516
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,5.063447169959545
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,5.874634720385075
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,7.709592580795288
flask,weaviate_staged,1,17,2,2,2,2,0,0,0,0,0,1,4.995713941752911
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,3.9436202496290207
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,5.26086799800396
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,5.56301511824131
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,6.701618432998657
flask,weaviate_staged,1,19,2,2,2,2,0,0,0,0,0,1,6.969615817070007
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,6.580891087651253
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,5.785299465060234
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,8.956292644143105
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,9.56105999648571
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,13.188065961003304
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,5.609292536973953
flask,weaviate_staged,1,3,2,1,2,2,0,0,0,0,0,1,5.603278987109661
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,7.438835687935352
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,4.568098112940788
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,3.4741079434752464
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,4.853523336350918
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,4.177828319370747
flask,weaviate_staged,1,7,2,1,2,2,0,0,0,0,0,1,3.6447346210479736
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,6.998919881880283
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,4.2481692507863045
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,5.667814053595066
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,5.72209432721138
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,5.391048267483711
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,3.785322420299053
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,5.271603353321552
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,5.944808013737202
flask,weaviate_staged,1,13,2,2,2,2,0,0,0,0,0,1,6.038852035999298
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,2.8779124841094017
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,6.540005095303059
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,4.965783096849918
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,6.245439872145653
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,6.622650660574436
flask,weaviate_staged,1,47,1,0,1,1,0,0,0,0,0,1,6.314577534794807
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,3.086203709244728
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,6.131520494818687
flask,weaviate_staged,1,14,2,2,2,2,0,0,0,0,0,1,7.866291329264641
flask,weaviate_staged,1,47,1,0,1,1,0,0,0,0,0,1,7.778484374284744
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,8.7509760633111
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,4.720259457826614
flask,weaviate_staged,1,16,2,2,2,2,0,0,0,0,0,1,3.5075731575489044
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,6.42769131809473
flask,weaviate_staged,1,43,1,0,1,1,0,0,0,0,0,1,10.011225007474422
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,4.172251559793949
flask,weaviate_staged,1,43,1,0,1,1,0,0,0,0,0,1,7.928413338959217
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,8.160606026649475
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,2.6656975969672203
flask,weaviate_staged,1,44,1,0,1,1,0,0,0,0,0,1,4.160180687904358
flask,weaviate_staged,1,37,1,0,1,1,0,0,0,0,0,1,5.299430340528488
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,4.567460156977177
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,5.245332606136799
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,5.260470323264599
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,4.9055591225624084
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,5.570068024098873
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,6.2842294573783875
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,5.1191821694374084
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,3.769022412598133
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,3.4387921914458275
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,9.355687536299229
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,6.380957551300526
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,3.5579781979322433
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,7.166829891502857
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,7.120052352547646
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,8.424291387200356
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,9.79088619351387
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,10.43847855180502
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,5.48371858894825
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,13.07461503893137
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,14.435028657317162
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,10.916955769062042
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,8.4072882309556
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,5.755340680480003
flask,weaviate_staged,1,33,1,0,1,1,0,0,0,0,0,1,4.469451494514942
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,4.661510698497295
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,4.891541786491871
flask,weaviate_staged,1,40,1,0,1,1,0,0,0,0,0,1,3.744206391274929
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,5.917105823755264
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,6.2324609607458115
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,4.985645413398743
flask,weaviate_staged,1,42,1,0,1,1,0,0,0,0,0,1,5.502371117472649
flask,weaviate_staged,1,31,1,0,1,1,0,0,0,0,0,1,6.335732527077198
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,6.349008530378342
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,6.729749031364918
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,5.336357280611992
flask,weaviate_staged,1,28,2,3,2,2,0,0,0,0,0,1,4.73626796156168
flask,weaviate_staged,1,32,1,0,1,1,0,0,0,0,0,1,3.964797593653202
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,6.095048971474171
flask,weaviate_staged,1,27,2,3,2,2,0,0,0,0,0,1,4.760445095598698
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,5.086386576294899
flask,weaviate_staged,1,39,1,0,1,1,0,0,0,0,0,1,3.616015426814556
flask,weaviate_staged,1,34,1,0,1,1,0,0,0,0,0,1,5.791886709630489
flask,weaviate_staged,1,7,2,1,2,2,0,0,0,0,0,1,3.2270001247525215
flask,weaviate_staged,1,36,1,0,1,1,0,0,0,0,0,1,6.350412033498287
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,5.8301035314798355
flask,weaviate_staged,1,35,1,0,1,1,0,0,0,0,0,1,5.77559694647789
flask,weaviate_staged,1,38,1,0,1,1,0,0,0,0,0,1,7.8150443732738495
flask,weaviate_staged,1,30,1,0,1,1,0,0,0,0,0,1,5.289845168590546
flask,weaviate_staged,1,27,2,3,2,2,0,0,0,0,0,1,5.188240669667721
