experiment_kind,domain,protocol,scenario,repeat,checkpoint,fact_id,commit,path,expected_version,expected_epoch,dense_versions,sparse_versions,answer_label,snapshot_correct,current_correct,latency_ms
answer,flask,cross_naive,,0,dense_inserted,16,dca8cf013b2c0086539697ae6e4515a1c819092c,docs/patterns/celery.rst,2,0,1;2,1,MISSING,0,0,3.0258046463131905
answer,flask,cross_naive,,0,dense_inserted,17,8f13f5b6d672f1ba434f9c8ebe2c1b1dd385962e,docs/cli.rst,2,0,1;2,1,MISSING,0,0,2.9322197660803795
answer,flask,cross_naive,,0,dense_inserted,18,4c08e3a2ba3d42fbee63577bceedfe325f51b81d,docs/cli.rst,2,0,1;2,1,MISSING,0,0,3.1736521050333977
answer,flask,cross_naive,,0,dense_inserted,19,6751f68560bfa7c51133d2712830645ed551ace8,docs/async-await.rst,2,0,1;2,1,MISSING,0,0,2.9668090865015984
answer,flask,cross_naive,,0,dense_inserted,20,b46bfcfa63e3c7b32b66dd4870f1c8c17fe1cb46,docs/extensiondev.rst,2,0,1;2,1,MISSING,0,0,2.9375730082392693
answer,flask,cross_naive,,0,dense_inserted,21,46433e9807a1c960d6b2bb0e125cf16a90167d97,docs/patterns/streaming.rst,2,0,1;2,1,MISSING,0,0,2.9120873659849167
answer,flask,cross_naive,,0,dense_inserted,22,2ea77c278282f04a8a18c3ced88ef1e048f8ed4a,docs/async-await.rst,2,0,1;2,1,MISSING,0,0,2.848144620656967
answer,flask,cross_naive,,0,dense_inserted,23,2f3c87dcb8492f082a2f3ece444773d9db30171b,docs/patterns/index.rst,2,0,1;2,1,MISSING,0,0,3.036222420632839
answer,flask,cross_naive,,0,dense_inserted,24,bab5a65e6eaee20ac1706fc9439ee538f59e652f,docs/views.rst,2,0,1;2,1,MISSING,0,0,3.246716223657131
answer,flask,cross_naive,,0,sparse_inserted,0,ac5664d2281533eacafd64f5cc7d5edcdaccab60,docs/async-await.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.539995290338993
answer,flask,cross_naive,,0,sparse_inserted,1,c2705ffd9ce1dc8476cb29eaf5ff5d4c719852d9,docs/appcontext.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.085513599216938
answer,flask,cross_naive,,0,sparse_inserted,2,edebd3704437f19b5b137eaffe97130fe817d144,docs/templating.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.021916374564171
answer,flask,cross_naive,,0,sparse_inserted,3,d8259eb11900285af9b80b0fa47f841174c054e3,docs/design.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.159741871058941
answer,flask,cross_naive,,0,sparse_inserted,4,ff64079a516c269f171ababf3d92b86886a62ffd,docs/web-security.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,2.9062284156680107
answer,flask,cross_naive,,0,sparse_inserted,5,85cc71046475f9cb3efd17d496356795961249f9,docs/index.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.224547952413559
answer,flask,cross_naive,,0,sparse_inserted,6,a758915893352f5986c6ee101cdf7e3b7a64fa28,docs/index.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.057185560464859
