dataset,model,scoring,strategy,recall_at_1,hit_at_1,recall_at_5,hit_at_5,recall_at_10,hit_at_10,recall_at_20,hit_at_20,mrr,ndcg_at_10
uca,qwen35_9b,semantic,B0_metadata_only,0.0003218066011908,0.0814814814814814,0.0010863311342087,0.2444444444444444,0.0023834159852327,0.3777777777777777,0.004901722646983,0.5777777777777777,0.1825083777034349,0.0655253689349701
uca,qwen35_9b,strict,B1_bm25_only,0.0005647042539759,0.0222222222222222,0.0040460545098967,0.1555555555555555,0.007567441125799,0.2444444444444444,0.0167143113364027,0.3407407407407407,0.0911144915137277,0.0380833754982224
uca,qwen35_9b,semantic,B1_bm25_only,0.0004325493376588,0.0592592592592592,0.0042727305573017,0.4666666666666667,0.00745898045888,0.5407407407407407,0.0160572073590372,0.7555555555555555,0.1959728757554844,0.1415300097949724
uca,qwen35_9b,strict,B2_vector_only,0.0010481447718559,0.0666666666666666,0.0054271737506654,0.2222222222222222,0.014164509970327,0.3407407407407407,0.0256316930336761,0.4888888888888889,0.1549400464085403,0.0675927370640027
uca,qwen35_9b,semantic,B2_vector_only,0.0011153167956705,0.3481481481481481,0.0061029360308239,0.6074074074074074,0.0133554383801787,0.7111111111111111,0.0250532664605332,1.0,0.4667873176206509,0.304449399935314
uca,qwen35_9b,strict,B3_vector_postfilter,0.0043948096404124,0.2164179104477611,0.0350850240002262,0.5895522388059702,0.0638879613791018,0.7313432835820896,0.0923566050302004,0.8582089552238806,0.3866715673913238,0.2230034551415313
uca,qwen35_9b,semantic,B3_vector_postfilter,0.0009466235983834,0.2164179104477611,0.0059960584349067,0.5895522388059702,0.0113319010265835,0.7313432835820896,0.01838901891605,0.8582089552238806,0.3866715673913238,0.220526738125255
uca,qwen35_9b,strict,B4_prefilter_vector,0.0043622554949278,0.2148148148148148,0.0357201966619529,0.5925925925925926,0.0688928568492045,0.762962962962963,0.1187385032283419,0.9481481481481482,0.3944462587357126,0.2286537264853612
uca,qwen35_9b,semantic,B4_prefilter_vector,0.0009396115717287,0.2148148148148148,0.0059849021484945,0.5925925925925926,0.0115076092204207,0.762962962962963,0.0197964666361487,0.9481481481481482,0.3944462587357126,0.2260012843517278
uca,qwen35_9b,strict,B5_hybrid,0.0080330589726328,0.2444444444444444,0.0391502766217485,0.6074074074074074,0.0670467324770347,0.7555555555555555,0.1151260948339605,0.9185185185185184,0.4114729645782252,0.2228463047069663
uca,qwen35_9b,semantic,B5_hybrid,0.0011380551512038,0.2444444444444444,0.0067049424466204,0.6074074074074074,0.0110943256315036,0.7555555555555555,0.020124509281338,0.9185185185185184,0.4114729645782252,0.2195096687742131
