v_threshold,families,mean_delta_b4_b2,ci_lo,ci_hi
0.15,6,0.050077451044556,-0.023922494185308726,0.13924543975550457
0.2,5,0.0600929412534672,-0.030590762595163502,0.16448757023623017
0.25,2,0.17961138349086367,0.1162524067856228,0.24297036019610455
0.3,2,0.17961138349086367,0.1162524067856228,0.24297036019610455
0.35,2,0.17961138349086367,0.1162524067856228,0.24297036019610455
