pair,kind,selectivity,replicate,method,recall_at_10
hour==08,natural,0.02978,2,single_stage_ivf_batch_np8,0.9309
hour==08,natural,0.02978,2,single_stage_ivf_batch_np32,0.9965
hour==08,natural,0.02978,3,postfilter_hnsw_K1x,0.7602
hour==08,natural,0.02978,3,postfilter_hnsw_K2x,0.7669
hour==08,natural,0.02978,3,postfilter_hnsw_K4x,0.7669
hour==08,natural,0.02978,3,single_stage_ivf_batch_np8,0.9303
hour==08,natural,0.02978,3,single_stage_ivf_batch_np32,0.9966
hour==08,natural,0.02978,4,postfilter_hnsw_K1x,0.7563
hour==08,natural,0.02978,4,postfilter_hnsw_K2x,0.7651
hour==08,natural,0.02978,4,postfilter_hnsw_K4x,0.7651
hour==08,natural,0.02978,4,single_stage_ivf_batch_np8,0.9319
hour==08,natural,0.02978,4,single_stage_ivf_batch_np32,0.9963
hour==08,natural,0.02978,5,postfilter_hnsw_K1x,0.7596
hour==08,natural,0.02978,5,postfilter_hnsw_K2x,0.7672
hour==08,natural,0.02978,5,postfilter_hnsw_K4x,0.7672
hour==08,natural,0.02978,5,single_stage_ivf_batch_np8,0.9316
hour==08,natural,0.02978,5,single_stage_ivf_batch_np32,0.9954
hour==11,natural,0.05464,1,postfilter_hnsw_K1x,0.8604
hour==11,natural,0.05464,1,postfilter_hnsw_K2x,0.9154
hour==11,natural,0.05464,1,postfilter_hnsw_K4x,0.9154
hour==11,natural,0.05464,1,single_stage_ivf_batch_np8,0.9675
hour==11,natural,0.05464,1,single_stage_ivf_batch_np32,0.9983
hour==11,natural,0.05464,2,postfilter_hnsw_K1x,0.8668
hour==11,natural,0.05464,2,postfilter_hnsw_K2x,0.92
hour==11,natural,0.05464,2,postfilter_hnsw_K4x,0.92
hour==11,natural,0.05464,2,single_stage_ivf_batch_np8,0.9686
hour==11,natural,0.05464,2,single_stage_ivf_batch_np32,0.999
hour==11,natural,0.05464,3,postfilter_hnsw_K1x,0.8536
hour==11,natural,0.05464,3,postfilter_hnsw_K2x,0.9089
hour==11,natural,0.05464,3,postfilter_hnsw_K4x,0.9089
hour==11,natural,0.05464,3,single_stage_ivf_batch_np8,0.9653
hour==11,natural,0.05464,3,single_stage_ivf_batch_np32,0.9988
hour==11,natural,0.05464,4,postfilter_hnsw_K1x,0.858
hour==11,natural,0.05464,4,postfilter_hnsw_K2x,0.9145
hour==11,natural,0.05464,4,postfilter_hnsw_K4x,0.9145
hour==11,natural,0.05464,4,single_stage_ivf_batch_np8,0.9667
hour==11,natural,0.05464,4,single_stage_ivf_batch_np32,0.9979
hour==11,natural,0.05464,5,postfilter_hnsw_K1x,0.8682
hour==11,natural,0.05464,5,postfilter_hnsw_K2x,0.9171
hour==11,natural,0.05464,5,postfilter_hnsw_K4x,0.9171
hour==11,natural,0.05464,5,single_stage_ivf_batch_np8,0.9677
hour==11,natural,0.05464,5,single_stage_ivf_batch_np32,0.9978
hour==12,natural,0.15815,1,postfilter_hnsw_K1x,0.901
hour==12,natural,0.15815,1,postfilter_hnsw_K2x,0.9955
hour==12,natural,0.15815,1,postfilter_hnsw_K4x,0.9955
hour==12,natural,0.15815,1,single_stage_ivf_batch_np8,0.9892
hour==12,natural,0.15815,1,single_stage_ivf_batch_np32,0.9996
hour==12,natural,0.15815,2,postfilter_hnsw_K1x,0.8934
hour==12,natural,0.15815,2,postfilter_hnsw_K2x,0.9945
hour==12,natural,0.15815,2,postfilter_hnsw_K4x,0.9946
hour==12,natural,0.15815,2,single_stage_ivf_batch_np8,0.9896
hour==12,natural,0.15815,2,single_stage_ivf_batch_np32,0.9995
hour==12,natural,0.15815,3,postfilter_hnsw_K1x,0.8898
hour==12,natural,0.15815,3,postfilter_hnsw_K2x,0.9952
hour==12,natural,0.15815,3,postfilter_hnsw_K4x,0.9955
hour==12,natural,0.15815,3,single_stage_ivf_batch_np8,0.988
hour==12,natural,0.15815,3,single_stage_ivf_batch_np32,0.9997
hour==12,natural,0.15815,4,postfilter_hnsw_K1x,0.8978
hour==12,natural,0.15815,4,postfilter_hnsw_K2x,0.9948
hour==12,natural,0.15815,4,postfilter_hnsw_K4x,0.995
hour==12,natural,0.15815,4,single_stage_ivf_batch_np8,0.9891
hour==12,natural,0.15815,4,single_stage_ivf_batch_np32,0.9995
hour==12,natural,0.15815,5,postfilter_hnsw_K1x,0.9004
hour==12,natural,0.15815,5,postfilter_hnsw_K2x,0.996
hour==12,natural,0.15815,5,postfilter_hnsw_K4x,0.9962
hour==12,natural,0.15815,5,single_stage_ivf_batch_np8,0.9891
hour==12,natural,0.15815,5,single_stage_ivf_batch_np32,0.9994
hour==13,natural,0.04921,1,postfilter_hnsw_K1x,0.8472
hour==13,natural,0.04921,1,postfilter_hnsw_K2x,0.8944
hour==13,natural,0.04921,1,postfilter_hnsw_K4x,0.8944
hour==13,natural,0.04921,1,single_stage_ivf_batch_np8,0.963
hour==13,natural,0.04921,1,single_stage_ivf_batch_np32,0.9976
hour==13,natural,0.04921,2,postfilter_hnsw_K1x,0.8535
hour==13,natural,0.04921,2,postfilter_hnsw_K2x,0.9013
hour==13,natural,0.04921,2,postfilter_hnsw_K4x,0.9013
hour==13,natural,0.04921,2,single_stage_ivf_batch_np8,0.9635
hour==13,natural,0.04921,2,single_stage_ivf_batch_np32,0.9978
hour==13,natural,0.04921,3,postfilter_hnsw_K1x,0.8553
hour==13,natural,0.04921,3,postfilter_hnsw_K2x,0.9005
hour==13,natural,0.04921,3,postfilter_hnsw_K4x,0.9005
hour==13,natural,0.04921,3,single_stage_ivf_batch_np8,0.9649
hour==13,natural,0.04921,3,single_stage_ivf_batch_np32,0.9981
hour==13,natural,0.04921,4,postfilter_hnsw_K1x,0.8501
hour==13,natural,0.04921,4,postfilter_hnsw_K2x,0.8945
hour==13,natural,0.04921,4,postfilter_hnsw_K4x,0.8945
hour==13,natural,0.04921,4,single_stage_ivf_batch_np8,0.9656
hour==13,natural,0.04921,4,single_stage_ivf_batch_np32,0.9986
hour==13,natural,0.04921,5,postfilter_hnsw_K1x,0.8499
hour==13,natural,0.04921,5,postfilter_hnsw_K2x,0.8963
hour==13,natural,0.04921,5,postfilter_hnsw_K4x,0.8963
hour==13,natural,0.04921,5,single_stage_ivf_batch_np8,0.963
hour==13,natural,0.04921,5,single_stage_ivf_batch_np32,0.9976
hour==14,natural,0.0449,1,postfilter_hnsw_K1x,0.8483
hour==14,natural,0.0449,1,postfilter_hnsw_K2x,0.8843
hour==14,natural,0.0449,1,postfilter_hnsw_K4x,0.8843
hour==14,natural,0.0449,1,single_stage_ivf_batch_np8,0.9564
hour==14,natural,0.0449,1,single_stage_ivf_batch_np32,0.997
hour==14,natural,0.0449,2,postfilter_hnsw_K1x,0.8398
hour==14,natural,0.0449,2,postfilter_hnsw_K2x,0.8796
hour==14,natural,0.0449,2,postfilter_hnsw_K4x,0.8796
hour==14,natural,0.0449,2,single_stage_ivf_batch_np8,0.9608
hour==14,natural,0.0449,2,single_stage_ivf_batch_np32,0.9978
hour==14,natural,0.0449,3,postfilter_hnsw_K1x,0.8399
hour==14,natural,0.0449,3,postfilter_hnsw_K2x,0.8761
hour==14,natural,0.0449,3,postfilter_hnsw_K4x,0.8761
hour==14,natural,0.0449,3,single_stage_ivf_batch_np8,0.9554
hour==14,natural,0.0449,3,single_stage_ivf_batch_np32,0.997
hour==14,natural,0.0449,4,postfilter_hnsw_K1x,0.8254
hour==14,natural,0.0449,4,postfilter_hnsw_K2x,0.8716
hour==14,natural,0.0449,4,postfilter_hnsw_K4x,0.8716
hour==14,natural,0.0449,4,single_stage_ivf_batch_np8,0.9603
hour==14,natural,0.0449,4,single_stage_ivf_batch_np32,0.9976
hour==14,natural,0.0449,5,postfilter_hnsw_K1x,0.8315
hour==14,natural,0.0449,5,postfilter_hnsw_K2x,0.8734
hour==14,natural,0.0449,5,postfilter_hnsw_K4x,0.8734
hour==14,natural,0.0449,5,single_stage_ivf_batch_np8,0.9592
hour==14,natural,0.0449,5,single_stage_ivf_batch_np32,0.998
hour==16,natural,0.03445,1,postfilter_hnsw_K1x,0.7982
hour==16,natural,0.03445,1,postfilter_hnsw_K2x,0.8143
hour==16,natural,0.03445,1,postfilter_hnsw_K4x,0.8143
hour==16,natural,0.03445,1,single_stage_ivf_batch_np8,0.942
hour==16,natural,0.03445,1,single_stage_ivf_batch_np32,0.9971
hour==16,natural,0.03445,2,postfilter_hnsw_K1x,0.7979
hour==16,natural,0.03445,2,postfilter_hnsw_K2x,0.818
hour==16,natural,0.03445,2,postfilter_hnsw_K4x,0.818
hour==16,natural,0.03445,2,single_stage_ivf_batch_np8,0.9468
hour==16,natural,0.03445,2,single_stage_ivf_batch_np32,0.9969
hour==16,natural,0.03445,3,postfilter_hnsw_K1x,0.7911
hour==16,natural,0.03445,3,postfilter_hnsw_K2x,0.809
hour==16,natural,0.03445,3,postfilter_hnsw_K4x,0.809
hour==16,natural,0.03445,3,single_stage_ivf_batch_np8,0.9443
hour==16,natural,0.03445,3,single_stage_ivf_batch_np32,0.9967
hour==16,natural,0.03445,4,postfilter_hnsw_K1x,0.8001
hour==16,natural,0.03445,4,postfilter_hnsw_K2x,0.8141
hour==16,natural,0.03445,4,postfilter_hnsw_K4x,0.8141
hour==16,natural,0.03445,4,single_stage_ivf_batch_np8,0.9429
hour==16,natural,0.03445,4,single_stage_ivf_batch_np32,0.9965
hour==16,natural,0.03445,5,postfilter_hnsw_K1x,0.8034
hour==16,natural,0.03445,5,postfilter_hnsw_K2x,0.8166
hour==16,natural,0.03445,5,postfilter_hnsw_K4x,0.8166
hour==16,natural,0.03445,5,single_stage_ivf_batch_np8,0.9447
hour==16,natural,0.03445,5,single_stage_ivf_batch_np32,0.9976
hour==17,natural,0.12603,1,postfilter_hnsw_K1x,0.8931
hour==17,natural,0.12603,1,postfilter_hnsw_K2x,0.9906
hour==17,natural,0.12603,1,postfilter_hnsw_K4x,0.9906
hour==17,natural,0.12603,1,single_stage_ivf_batch_np8,0.9864
hour==17,natural,0.12603,1,single_stage_ivf_batch_np32,0.9994
hour==17,natural,0.12603,2,postfilter_hnsw_K1x,0.8935
hour==17,natural,0.12603,2,postfilter_hnsw_K2x,0.9906
hour==17,natural,0.12603,2,postfilter_hnsw_K4x,0.9911
hour==17,natural,0.12603,2,single_stage_ivf_batch_np8,0.986
hour==17,natural,0.12603,2,single_stage_ivf_batch_np32,0.9993
hour==17,natural,0.12603,3,postfilter_hnsw_K1x,0.8851
hour==17,natural,0.12603,3,postfilter_hnsw_K2x,0.9929
hour==17,natural,0.12603,3,postfilter_hnsw_K4x,0.9929
hour==17,natural,0.12603,3,single_stage_ivf_batch_np8,0.9876
hour==17,natural,0.12603,3,single_stage_ivf_batch_np32,0.9992
hour==17,natural,0.12603,4,postfilter_hnsw_K1x,0.8893
hour==17,natural,0.12603,4,postfilter_hnsw_K2x,0.9915
hour==17,natural,0.12603,4,postfilter_hnsw_K4x,0.9915
hour==17,natural,0.12603,4,single_stage_ivf_batch_np8,0.9891
hour==17,natural,0.12603,4,single_stage_ivf_batch_np32,0.9995
hour==17,natural,0.12603,5,postfilter_hnsw_K1x,0.89
hour==17,natural,0.12603,5,postfilter_hnsw_K2x,0.99
hour==17,natural,0.12603,5,postfilter_hnsw_K4x,0.9905
hour==17,natural,0.12603,5,single_stage_ivf_batch_np8,0.9866
hour==17,natural,0.12603,5,single_stage_ivf_batch_np32,0.9996
hour==18,natural,0.04525,1,postfilter_hnsw_K1x,0.8432
hour==18,natural,0.04525,1,postfilter_hnsw_K2x,0.8804
hour==18,natural,0.04525,1,postfilter_hnsw_K4x,0.8804
hour==18,natural,0.04525,1,single_stage_ivf_batch_np8,0.9535
hour==18,natural,0.04525,1,single_stage_ivf_batch_np32,0.9977
hour==18,natural,0.04525,2,postfilter_hnsw_K1x,0.8475
hour==18,natural,0.04525,2,postfilter_hnsw_K2x,0.8811
hour==18,natural,0.04525,2,postfilter_hnsw_K4x,0.8811
hour==18,natural,0.04525,2,single_stage_ivf_batch_np8,0.9604
hour==18,natural,0.04525,2,single_stage_ivf_batch_np32,0.9986
hour==18,natural,0.04525,3,postfilter_hnsw_K1x,0.8396
hour==18,natural,0.04525,3,postfilter_hnsw_K2x,0.8768
hour==18,natural,0.04525,3,postfilter_hnsw_K4x,0.8768
hour==18,natural,0.04525,3,single_stage_ivf_batch_np8,0.9591
hour==18,natural,0.04525,3,single_stage_ivf_batch_np32,0.9972
hour==18,natural,0.04525,4,postfilter_hnsw_K1x,0.8434
hour==18,natural,0.04525,4,postfilter_hnsw_K2x,0.8824
hour==18,natural,0.04525,4,postfilter_hnsw_K4x,0.8824
hour==18,natural,0.04525,4,single_stage_ivf_batch_np8,0.957
hour==18,natural,0.04525,4,single_stage_ivf_batch_np32,0.9971
hour==18,natural,0.04525,5,postfilter_hnsw_K1x,0.8334
hour==18,natural,0.04525,5,postfilter_hnsw_K2x,0.8781
hour==18,natural,0.04525,5,postfilter_hnsw_K4x,0.8781
hour==18,natural,0.04525,5,single_stage_ivf_batch_np8,0.9605
hour==18,natural,0.04525,5,single_stage_ivf_batch_np32,0.9985
hour==19,natural,0.08022,1,postfilter_hnsw_K1x,0.8793
hour==19,natural,0.08022,1,postfilter_hnsw_K2x,0.9684
hour==19,natural,0.08022,1,postfilter_hnsw_K4x,0.9684
hour==19,natural,0.08022,1,single_stage_ivf_batch_np8,0.9788
hour==19,natural,0.08022,1,single_stage_ivf_batch_np32,0.9984
hour==19,natural,0.08022,2,postfilter_hnsw_K1x,0.8681
hour==19,natural,0.08022,2,postfilter_hnsw_K2x,0.9673
hour==19,natural,0.08022,2,postfilter_hnsw_K4x,0.9673
hour==19,natural,0.08022,2,single_stage_ivf_batch_np8,0.9792
hour==19,natural,0.08022,2,single_stage_ivf_batch_np32,0.9989
hour==19,natural,0.08022,3,postfilter_hnsw_K1x,0.8764
hour==19,natural,0.08022,3,postfilter_hnsw_K2x,0.9687
hour==19,natural,0.08022,3,postfilter_hnsw_K4x,0.9692
hour==19,natural,0.08022,3,single_stage_ivf_batch_np8,0.978
hour==19,natural,0.08022,3,single_stage_ivf_batch_np32,0.9986
hour==19,natural,0.08022,4,postfilter_hnsw_K1x,0.8826
hour==19,natural,0.08022,4,postfilter_hnsw_K2x,0.9662
hour==19,natural,0.08022,4,postfilter_hnsw_K4x,0.9662
hour==19,natural,0.08022,4,single_stage_ivf_batch_np8,0.9808
hour==19,natural,0.08022,4,single_stage_ivf_batch_np32,0.9993
hour==19,natural,0.08022,5,postfilter_hnsw_K1x,0.8766
hour==19,natural,0.08022,5,postfilter_hnsw_K2x,0.9714
hour==19,natural,0.08022,5,postfilter_hnsw_K4x,0.9718
hour==19,natural,0.08022,5,single_stage_ivf_batch_np8,0.9789
hour==19,natural,0.08022,5,single_stage_ivf_batch_np32,0.9985
"hour in [06,18] (daytime)",composite,0.7737,1,postfilter_hnsw_K1x,0.97
"hour in [06,18] (daytime)",composite,0.7737,1,postfilter_hnsw_K2x,0.9992
"hour in [06,18] (daytime)",composite,0.7737,1,postfilter_hnsw_K4x,0.9992
"hour in [06,18] (daytime)",composite,0.7737,1,single_stage_ivf_batch_np8,0.9962
"hour in [06,18] (daytime)",composite,0.7737,1,single_stage_ivf_batch_np32,0.9994
"hour in [06,18] (daytime)",composite,0.7737,2,postfilter_hnsw_K1x,0.969
"hour in [06,18] (daytime)",composite,0.7737,2,postfilter_hnsw_K2x,0.9991
"hour in [06,18] (daytime)",composite,0.7737,2,postfilter_hnsw_K4x,0.9991
"hour in [06,18] (daytime)",composite,0.7737,2,single_stage_ivf_batch_np8,0.9956
"hour in [06,18] (daytime)",composite,0.7737,2,single_stage_ivf_batch_np32,0.999
"hour in [06,18] (daytime)",composite,0.7737,3,postfilter_hnsw_K1x,0.9678
"hour in [06,18] (daytime)",composite,0.7737,3,postfilter_hnsw_K2x,0.9993
"hour in [06,18] (daytime)",composite,0.7737,3,postfilter_hnsw_K4x,0.9993
"hour in [06,18] (daytime)",composite,0.7737,3,single_stage_ivf_batch_np8,0.9962
"hour in [06,18] (daytime)",composite,0.7737,3,single_stage_ivf_batch_np32,0.9992
"hour in [06,18] (daytime)",composite,0.7737,4,postfilter_hnsw_K1x,0.969
"hour in [06,18] (daytime)",composite,0.7737,4,postfilter_hnsw_K2x,0.9993
"hour in [06,18] (daytime)",composite,0.7737,4,postfilter_hnsw_K4x,0.9993
"hour in [06,18] (daytime)",composite,0.7737,4,single_stage_ivf_batch_np8,0.9957
"hour in [06,18] (daytime)",composite,0.7737,4,single_stage_ivf_batch_np32,0.9994
"hour in [06,18] (daytime)",composite,0.7737,5,postfilter_hnsw_K1x,0.9733
"hour in [06,18] (daytime)",composite,0.7737,5,postfilter_hnsw_K2x,0.9996
"hour in [06,18] (daytime)",composite,0.7737,5,postfilter_hnsw_K4x,0.9996
"hour in [06,18] (daytime)",composite,0.7737,5,single_stage_ivf_batch_np8,0.9964
"hour in [06,18] (daytime)",composite,0.7737,5,single_stage_ivf_batch_np32,0.9998
"hour in [11,14] (midday)",composite,0.3069,1,postfilter_hnsw_K1x,0.9134
"hour in [11,14] (midday)",composite,0.3069,1,postfilter_hnsw_K2x,0.9994
"hour in [11,14] (midday)",composite,0.3069,1,postfilter_hnsw_K4x,0.9996
"hour in [11,14] (midday)",composite,0.3069,1,single_stage_ivf_batch_np8,0.9952
"hour in [11,14] (midday)",composite,0.3069,1,single_stage_ivf_batch_np32,0.9996
"hour in [11,14] (midday)",composite,0.3069,2,postfilter_hnsw_K1x,0.9116
"hour in [11,14] (midday)",composite,0.3069,2,postfilter_hnsw_K2x,0.9993
"hour in [11,14] (midday)",composite,0.3069,2,postfilter_hnsw_K4x,0.9993
"hour in [11,14] (midday)",composite,0.3069,2,single_stage_ivf_batch_np8,0.9944
"hour in [11,14] (midday)",composite,0.3069,2,single_stage_ivf_batch_np32,0.9997
"hour in [11,14] (midday)",composite,0.3069,3,postfilter_hnsw_K1x,0.9117
"hour in [11,14] (midday)",composite,0.3069,3,postfilter_hnsw_K2x,0.9992
"hour in [11,14] (midday)",composite,0.3069,3,postfilter_hnsw_K4x,0.9992
"hour in [11,14] (midday)",composite,0.3069,3,single_stage_ivf_batch_np8,0.9931
"hour in [11,14] (midday)",composite,0.3069,3,single_stage_ivf_batch_np32,0.9996
"hour in [11,14] (midday)",composite,0.3069,4,postfilter_hnsw_K1x,0.9121
"hour in [11,14] (midday)",composite,0.3069,4,postfilter_hnsw_K2x,0.9995
"hour in [11,14] (midday)",composite,0.3069,4,postfilter_hnsw_K4x,0.9995
"hour in [11,14] (midday)",composite,0.3069,4,single_stage_ivf_batch_np8,0.9951
"hour in [11,14] (midday)",composite,0.3069,4,single_stage_ivf_batch_np32,0.9998
"hour in [11,14] (midday)",composite,0.3069,5,postfilter_hnsw_K1x,0.9132
"hour in [11,14] (midday)",composite,0.3069,5,postfilter_hnsw_K2x,0.9991
"hour in [11,14] (midday)",composite,0.3069,5,postfilter_hnsw_K4x,0.9992
"hour in [11,14] (midday)",composite,0.3069,5,single_stage_ivf_batch_np8,0.994
"hour in [11,14] (midday)",composite,0.3069,5,single_stage_ivf_batch_np32,0.9996
"hour in [17,19] (evening peak)",composite,0.2515,1,postfilter_hnsw_K1x,0.9023
"hour in [17,19] (evening peak)",composite,0.2515,1,postfilter_hnsw_K2x,0.9976
"hour in [17,19] (evening peak)",composite,0.2515,1,postfilter_hnsw_K4x,0.9979
"hour in [17,19] (evening peak)",composite,0.2515,1,single_stage_ivf_batch_np8,0.9928
"hour in [17,19] (evening peak)",composite,0.2515,1,single_stage_ivf_batch_np32,0.9996
"hour in [17,19] (evening peak)",composite,0.2515,2,postfilter_hnsw_K1x,0.9137
"hour in [17,19] (evening peak)",composite,0.2515,2,postfilter_hnsw_K2x,0.9989
"hour in [17,19] (evening peak)",composite,0.2515,2,postfilter_hnsw_K4x,0.9994
"hour in [17,19] (evening peak)",composite,0.2515,2,single_stage_ivf_batch_np8,0.9947
"hour in [17,19] (evening peak)",composite,0.2515,2,single_stage_ivf_batch_np32,0.9999
"hour in [17,19] (evening peak)",composite,0.2515,3,postfilter_hnsw_K1x,0.9057
"hour in [17,19] (evening peak)",composite,0.2515,3,postfilter_hnsw_K2x,0.9985
"hour in [17,19] (evening peak)",composite,0.2515,3,postfilter_hnsw_K4x,0.9985
"hour in [17,19] (evening peak)",composite,0.2515,3,single_stage_ivf_batch_np8,0.9924
"hour in [17,19] (evening peak)",composite,0.2515,3,single_stage_ivf_batch_np32,0.9998
"hour in [17,19] (evening peak)",composite,0.2515,4,postfilter_hnsw_K1x,0.9027
"hour in [17,19] (evening peak)",composite,0.2515,4,postfilter_hnsw_K2x,0.9985
"hour in [17,19] (evening peak)",composite,0.2515,4,postfilter_hnsw_K4x,0.9988
"hour in [17,19] (evening peak)",composite,0.2515,4,single_stage_ivf_batch_np8,0.9917
"hour in [17,19] (evening peak)",composite,0.2515,4,single_stage_ivf_batch_np32,0.9994
"hour in [17,19] (evening peak)",composite,0.2515,5,postfilter_hnsw_K1x,0.9005
"hour in [17,19] (evening peak)",composite,0.2515,5,postfilter_hnsw_K2x,0.9983
"hour in [17,19] (evening peak)",composite,0.2515,5,postfilter_hnsw_K4x,0.9986
"hour in [17,19] (evening peak)",composite,0.2515,5,single_stage_ivf_batch_np8,0.9934
"hour in [17,19] (evening peak)",composite,0.2515,5,single_stage_ivf_batch_np32,0.9996
location in top-5,composite,0.26776,1,postfilter_hnsw_K1x,0.9082
location in top-5,composite,0.26776,1,postfilter_hnsw_K2x,0.9984
location in top-5,composite,0.26776,1,postfilter_hnsw_K4x,0.9986
location in top-5,composite,0.26776,1,single_stage_ivf_batch_np8,0.9931
location in top-5,composite,0.26776,1,single_stage_ivf_batch_np32,0.9996
location in top-5,composite,0.26776,2,postfilter_hnsw_K1x,0.9165
location in top-5,composite,0.26776,2,postfilter_hnsw_K2x,0.9984
location in top-5,composite,0.26776,2,postfilter_hnsw_K4x,0.9987
location in top-5,composite,0.26776,2,single_stage_ivf_batch_np8,0.993
location in top-5,composite,0.26776,2,single_stage_ivf_batch_np32,0.9996
location in top-5,composite,0.26776,3,postfilter_hnsw_K1x,0.9153
location in top-5,composite,0.26776,3,postfilter_hnsw_K2x,0.9989
location in top-5,composite,0.26776,3,postfilter_hnsw_K4x,0.9993
location in top-5,composite,0.26776,3,single_stage_ivf_batch_np8,0.9944
location in top-5,composite,0.26776,3,single_stage_ivf_batch_np32,0.9993
location in top-5,composite,0.26776,4,postfilter_hnsw_K1x,0.9149
location in top-5,composite,0.26776,4,postfilter_hnsw_K2x,0.9981
location in top-5,composite,0.26776,4,postfilter_hnsw_K4x,0.9988
location in top-5,composite,0.26776,4,single_stage_ivf_batch_np8,0.9929
location in top-5,composite,0.26776,4,single_stage_ivf_batch_np32,0.9995
location in top-5,composite,0.26776,5,postfilter_hnsw_K1x,0.9081
location in top-5,composite,0.26776,5,postfilter_hnsw_K2x,0.9989
location in top-5,composite,0.26776,5,postfilter_hnsw_K4x,0.9993
location in top-5,composite,0.26776,5,single_stage_ivf_batch_np8,0.9925
location in top-5,composite,0.26776,5,single_stage_ivf_batch_np32,0.9994
date in 2020-09,composite,0.32112,1,postfilter_hnsw_K1x,0.9252
date in 2020-09,composite,0.32112,1,postfilter_hnsw_K2x,0.9995
date in 2020-09,composite,0.32112,1,postfilter_hnsw_K4x,0.9995
date in 2020-09,composite,0.32112,1,single_stage_ivf_batch_np8,0.9941
date in 2020-09,composite,0.32112,1,single_stage_ivf_batch_np32,0.9998
date in 2020-09,composite,0.32112,2,postfilter_hnsw_K1x,0.9196
date in 2020-09,composite,0.32112,2,postfilter_hnsw_K2x,0.9993
date in 2020-09,composite,0.32112,2,postfilter_hnsw_K4x,0.9993
date in 2020-09,composite,0.32112,2,single_stage_ivf_batch_np8,0.9936
date in 2020-09,composite,0.32112,2,single_stage_ivf_batch_np32,0.9993
date in 2020-09,composite,0.32112,3,postfilter_hnsw_K1x,0.9226
date in 2020-09,composite,0.32112,3,postfilter_hnsw_K2x,0.9993
date in 2020-09,composite,0.32112,3,postfilter_hnsw_K4x,0.9994
date in 2020-09,composite,0.32112,3,single_stage_ivf_batch_np8,0.9937
date in 2020-09,composite,0.32112,3,single_stage_ivf_batch_np32,0.9998
date in 2020-09,composite,0.32112,4,postfilter_hnsw_K1x,0.9204
date in 2020-09,composite,0.32112,4,postfilter_hnsw_K2x,0.9994
date in 2020-09,composite,0.32112,4,postfilter_hnsw_K4x,0.9994
date in 2020-09,composite,0.32112,4,single_stage_ivf_batch_np8,0.9933
date in 2020-09,composite,0.32112,4,single_stage_ivf_batch_np32,0.9995
date in 2020-09,composite,0.32112,5,postfilter_hnsw_K1x,0.9172
date in 2020-09,composite,0.32112,5,postfilter_hnsw_K2x,0.9995
date in 2020-09,composite,0.32112,5,postfilter_hnsw_K4x,0.9995
date in 2020-09,composite,0.32112,5,single_stage_ivf_batch_np8,0.9944
date in 2020-09,composite,0.32112,5,single_stage_ivf_batch_np32,0.9999
