replicate,dose,relevance_def,population_edges,selected_edges,selected_clip_ids_sha256
102,0.25,two_plus_bikes,345,86,1c74caa8d04819224d51cc6d78790a5daac5c56ee30b3a9fb33d15490ad7530a
103,0.25,parked_vehicle,69,17,4906b1ec4065a83552cc5106bf64aedc458e25f6c5924a31b4b815ad52ebd3e6
103,0.25,dense_frame,70,17,36f9f2879abbea3bc2eff00b5593b7bdbe14b7cc842292d04600e7710f5e7bba
103,0.25,multiple_buses,247,61,c53b119ced15859c75c8d0b97f234b912acf2f1c5b00fd71dc511be7a309b85b
103,0.25,stopped_vehicles,636,159,c61816281cfd621183031874200282b2ca4fa1bb198ffb6d63963a1d99b1b0be
103,0.25,two_plus_bikes,345,86,4ca00e12444d04913205d1c1d251fdb1bc53790c90bfa12378907e7e8afce388
104,0.25,parked_vehicle,69,17,baeeeac991dac32dbc9020b81e1bfa501acaf6b078a862b189959fbec2d2a9a1
104,0.25,dense_frame,70,17,534d24723d51e19c181b2b40a7beef85a9709d53c7f1bf49c1bf189fa7b08cb0
104,0.25,multiple_buses,247,61,871d66e7216c582ebac5774d13524533a4728c494c0f4f09e9c37f14d23b527e
104,0.25,stopped_vehicles,636,159,472a826489fa2876475382bfe69630e8d5fe191dbc4f7bba7d4b89a41eb2fc27
104,0.25,two_plus_bikes,345,86,5ed0ee219eb2c168c966b371ea1604f52ff96fea71c2828cd81e13cf369429e1
105,0.25,parked_vehicle,69,17,55538714584d7d743066cf0596370899d00912a41945c985a464b01ecb907f86
105,0.25,dense_frame,70,17,6a3d10c18b85e42641b9ec7fd4c6b6928accbd2e172de6ae0c6218eb7c4a99aa
105,0.25,multiple_buses,247,61,9e98be9c20fa42bf834f4e09e7d54cb019c9e016915fa8f10818f723e2b02173
105,0.25,stopped_vehicles,636,159,19da44b8d525b6c0354700c7fb511eaf353e80734dde8901147ef6b1c6d9a8b2
105,0.25,two_plus_bikes,345,86,b733b7f535d7e158c85616aef8e0524c22027da5c40be83a2094b65b10aace31
106,0.25,parked_vehicle,69,17,dc59dcdfa723a2eb5317eb87eebc294b3773daacdaf9fc724989d03efe2ad3b7
106,0.25,dense_frame,70,17,736859bb9db3dfbf3a4e68d6c54cfbec265a6c66d205b89db4b09d96425be776
106,0.25,multiple_buses,247,61,7c4b80c1b47fafdaa3a24c8aa85379ce04538939255e1ba481548906a89d5ec5
106,0.25,stopped_vehicles,636,159,32803d95cede32b8625680fdcedda9242be4870f434695f620d6d27708d999c0
106,0.25,two_plus_bikes,345,86,fcdb1d69d2ad2e62e463af9354b479749f9f39b2332d16a11748bdf2ef989dc2
107,0.25,parked_vehicle,69,17,086931bf07579f3ec5b85662f2e2a7bc36077e57b0067897b7bee832dabfc22b
107,0.25,dense_frame,70,17,fa0ae2d7e47645df3ab42d39268d4efc29804b7361d85b4ba6621acd75ef47b3
107,0.25,multiple_buses,247,61,9d2b5ededc18873533f2fcc2ec7c7caba27104e89acb44f53ff1e717408418d7
107,0.25,stopped_vehicles,636,159,663e4e4ff919e7e561575df77aa673f84dc373a7d1795945bbc78cfa06e7d35c
107,0.25,two_plus_bikes,345,86,6f245e149d4c0c2e5fffb20f7966550768f9c093e3e96b0efe2649b647ad72ae
108,0.25,parked_vehicle,69,17,ee26a7e75418394f26eb3bdf99ef65b6a67db433f3c2b600b47ab15b984dade8
108,0.25,dense_frame,70,17,253cdd7d06a629ffc0dc8540357fd003e3ccbfb4e46d4893afe7d0336fa9483e
108,0.25,multiple_buses,247,61,3c967cbf78b48e08de3756b219a61534b3256d4138963c1402d92eeecd65102b
108,0.25,stopped_vehicles,636,159,68909a4b82ade774b3718365d4f61cc82c71e847913a93e80c43a7d10d60ea23
108,0.25,two_plus_bikes,345,86,e51aab82f936986a8b4121a8bfa947c06eaad0fd127279a8c428b0418c36cd04
109,0.25,parked_vehicle,69,17,07c391026e62d757c048904ff356779dd68cdc3d051370789076781c957087d2
109,0.25,dense_frame,70,17,94473fa07aa86702f394eebb49d72c3e1825e9d18d09bc01fe47c8f76a2f2129
109,0.25,multiple_buses,247,61,d9529bd0cc2175f1b3223a5c226e216c7426f4ff515c2896353f7f9949c63911
109,0.25,stopped_vehicles,636,159,5b0ee878db34694d8966f927d0ead03c27d7a79f2b8e40e53c4970acb5a5cde5
109,0.25,two_plus_bikes,345,86,fbf50d8b9ff6e764cfff6b94473d25396532657018a7cd1d3c89b9eca818c205
110,0.25,parked_vehicle,69,17,1629baae114fc247986c30e07ad2a69aab0bca76a7d517314ff59533a468b8ca
110,0.25,dense_frame,70,17,64f4573a116244433dfc489f3b3754c05c435dbf006fc45a1a32fa9a30bd0853
110,0.25,multiple_buses,247,61,7685e30e58f350509ba897ed091a2f40a6b57518e618e88d17d365fe74374472
110,0.25,stopped_vehicles,636,159,cf96a2b21678d3b19872c2e3a4ea418db0554f1e96ec7b6dcb14438afb0e8da0
110,0.25,two_plus_bikes,345,86,bb8bb4e96a720b5ef52651d50846709a3eff8a954ad9c2d3923ef0443ae42611
111,0.25,parked_vehicle,69,17,aa28b3079b1315ee62492b8f44ac87ae041cd49cb5a672d695034e9cedc6be08
111,0.25,dense_frame,70,17,ba3f1518c5ee56e0b3f53252c40da2b966f22d00188407aaff618869b7587568
111,0.25,multiple_buses,247,61,001bf24523ece25790fbe5e2f2b36ec0d4abbd95fad50cd812f448e8473bb24e
111,0.25,stopped_vehicles,636,159,326bd5cbbb27f250da87e77dbad4d798dff87f8ce0986d354d44d0e38465f0ee
111,0.25,two_plus_bikes,345,86,c176e5f8d05d45efd6d2282329cd28026fc1078fbd87fe708ecd21bab7d3f3d5
112,0.25,parked_vehicle,69,17,66d2be207f15181637b1b4ac6d003c77e93badc29f86d7a890cfd80ff46cb6db
112,0.25,dense_frame,70,17,af6fb8fadad25adecc1d32aac6b4b5b24348764db26ccc9b657dc0cc13a7998e
112,0.25,multiple_buses,247,61,05c97731e660b8a57e592a8b11b739d564084d68bbcd5a0942e971c74ae07c2f
112,0.25,stopped_vehicles,636,159,959f2a761887143db6585bd5724ef5921f70f6eaea7f3cc6b3360dd2acaba4b5
112,0.25,two_plus_bikes,345,86,d604d47597d225973ed81c213fa34f560cf04cce9add546a725c27d598b62ba4
113,0.25,parked_vehicle,69,17,e8c0cceb2c3fff3069fd145135d32344396909b9abec5682522f6dd457bb7c18
113,0.25,dense_frame,70,17,6429edad98cd19e1a4eb3fb6b67661d5538d95e05f164e96a67fa6b4003cc7fa
113,0.25,multiple_buses,247,61,f69c0253a98ead9016818e356a12f9da34f88cc2cd2829215ffb489ec0405029
113,0.25,stopped_vehicles,636,159,38ce22ac412805eb6a5af24899c0e0b9f17439a7555a1ba319ba53dd67c70069
113,0.25,two_plus_bikes,345,86,3680b80d4fe2ba25355d790111c91f6228f6f4a8f72819dd2edd4327857ac9ec
114,0.25,parked_vehicle,69,17,1be6218a9234238baed67d5d96bacecb372f2c233c36754da734fdc407467772
114,0.25,dense_frame,70,17,75f6cefdbc1472ab12dbcdc1df1040de7d78fc1d06206233469d7d4208113c77
114,0.25,multiple_buses,247,61,d24733e0001e0d1ec8774b80a60f20c10585db6fdb26e7cd090881d98cc90803
114,0.25,stopped_vehicles,636,159,cf301d0b73e9d71be7bba1e90f3fa615ef51f5dc0dae5462f99bd13162d4f6cb
114,0.25,two_plus_bikes,345,86,2157e36e007b0d119701ade3fc0299e1262206c243a2bca9a83f4ea6ae16f082
115,0.25,parked_vehicle,69,17,14ee68f01c63754587f538ea8f212626a21a6997df7c42ba5b9b24c76ca47c9e
115,0.25,dense_frame,70,17,f47bf925c38f478ac4d6fdd7318c57fe1054efc45f91fad52792376e5800f2c6
115,0.25,multiple_buses,247,61,287eea14367f917b776556a2364e3d3994feda6f1265d4b79d0b41d2d18d549c
115,0.25,stopped_vehicles,636,159,bde63dea51637791eaf0f4120a26e835a17dc8af0d247c6b3bf9e98602659206
115,0.25,two_plus_bikes,345,86,61e10e35f657bbb46027b49d69e527d2719f25a2b7376e000252f18c6cf657b3
116,0.25,parked_vehicle,69,17,4bbf60f4911e255555b7ac757285c25ecd2292ae9417b77ccede0413ede78be4
116,0.25,dense_frame,70,17,3d55326588fce971e887c65e124a7a3bfa4157784e0b239052a1cc233968dfc4
116,0.25,multiple_buses,247,61,cb3c19c088b649bd08ba4b7e1ba96bfb4b90cfbb5606c5052cbc28bc60a784ca
116,0.25,stopped_vehicles,636,159,705ed175c1e035aa1bd14eefba2edd307a9cd7d888ea37884809bda51ecd6e3e
116,0.25,two_plus_bikes,345,86,ac41143219c824d54b2a061ee1c19ff10e0ad2883c0e345398c4a846f433c1bf
117,0.25,parked_vehicle,69,17,b28ca8dc71f42efdd9c42843580b2469aaa1f6b1ce3642db297600b4c6077849
117,0.25,dense_frame,70,17,cf6450ed88fe2197d17d9cd9f42cc0d744ad605f21ce630bc90f9ce5c1c1de22
117,0.25,multiple_buses,247,61,f57c535c2eaf3db9357fa04857f0be831fa43945107148d8b1feb46a3b935eb4
117,0.25,stopped_vehicles,636,159,401ad30bf4d0ef0ce9f1f600c044942dbb36b1d1f5292cabac31ec600d9f6058
117,0.25,two_plus_bikes,345,86,c68010fff164d9d14a7fde1d3311882ff12edb079efaa4fb6f78e36e7a55fc1b
118,0.25,parked_vehicle,69,17,c7060ff30b736a0029272c99a2906aa469ede624d627c001ebb05e1663f15241
118,0.25,dense_frame,70,17,c85b0ed5f082bb1744d13397c4c15238668c2709f197ed436cbbf728b9aae6e5
118,0.25,multiple_buses,247,61,57d947fc68aa4f9018b435cfa1a5f8dbb654942c68b64bfd5aac3b7b23fbdbd5
118,0.25,stopped_vehicles,636,159,dd898c3214a9dc2ca1ce7482b8d4cba474e7635f8e59dd62c4aa4115eac6a49e
118,0.25,two_plus_bikes,345,86,f0e27ec7cc7d92aa48f8f05d9276f8e72ff6521ff696d63974d09f882443f959
119,0.25,parked_vehicle,69,17,0166ed16351881929ff0bf3defaab61bdee0558562dbfc4c17b4797a32107542
119,0.25,dense_frame,70,17,6bf6698ec03d46205d5cf53295c1ba1167d44818b57cb4b21aa8111a78ead77c
119,0.25,multiple_buses,247,61,73d895bcd37ab83c41a82060c39ac95c1510901afd47b8c69e3cbb1511b06402
119,0.25,stopped_vehicles,636,159,41b7610e0d8aefd2eb652ff5eb092080a45596dcfdd876ef95b2644d868df32b
119,0.25,two_plus_bikes,345,86,291e8315b36fd2e770e238782879d1955e0ee8731a796e10d2e07928a6c50d5d
120,0.25,parked_vehicle,69,17,b1f81ad897f9b7aad4bbf9430ce8a511f579297add57d303eff722b21f13fd0e
120,0.25,dense_frame,70,17,5dbe811339fa82a824ed3c8a67616c54e551814dfb5f668cfb2844cccd1d4022
120,0.25,multiple_buses,247,61,2072a128ec5865a6bddffef180f42632f24006a4cd0866f5d33e4c41ebfd18b4
120,0.25,stopped_vehicles,636,159,176674b266e13c0cb15f421bf3faaaac6413a671412e5ac8b518aa4d8cbfaf32
120,0.25,two_plus_bikes,345,86,7978f768973bd4fab022134fb0aac721f2356a524c1f08120f9bee4c3b941d61
121,0.25,parked_vehicle,69,17,80a6279fa264551f828d0460589c28de295c61f30be18fa58135958fc913f40c
121,0.25,dense_frame,70,17,e22ca5c7946fd7914a5aca890cf31a88edc1dd89789384ebbd27ba3bc3bf43b4
121,0.25,multiple_buses,247,61,95de8a8cb1eac03ff75d0e932631cff43618b0a4d7a02eb770216ad008f3eebf
121,0.25,stopped_vehicles,636,159,b3328937caf683b81eaac6741b4b40e3d3ada2318fdae53c8329df4ba8fe11e0
121,0.25,two_plus_bikes,345,86,01e3ff0202027ccb9d7581e496f669b5f42208a68191105afe20a8f71e526891
122,0.25,parked_vehicle,69,17,6ca24332679c2a4a7802a4bc9428bf645fca3ad1e70083d2c1312eae6c70a5e7
122,0.25,dense_frame,70,17,fc0934a2fefbddb11125660c316099ee4aa81f68b910dacb4043485be4dbf0c7
122,0.25,multiple_buses,247,61,1205f2861ca4ff828d16a8ea4ce0d8d105eec83d3280f7ff08777ecfe031858e
122,0.25,stopped_vehicles,636,159,ec7e62bccd893090838601f3707c51625685af85297054fa75f694ba7b2955ef
122,0.25,two_plus_bikes,345,86,6cbd88e6012e0890002edcbe9251795663783b05302daa2ae614ddb19e633596
123,0.25,parked_vehicle,69,17,7d0c342e3891fb3645a282d6b4cd6cdefff1eb761d45c1b0e1d595ae540de18d
123,0.25,dense_frame,70,17,ce4f20c313d14fa17a120f9772bdeb94c35bf0c353bdb063891b93b37e55e3bb
123,0.25,multiple_buses,247,61,9de6c06612c9c82b4900c15cdc7f882087e38427ec78bfc69a0a535bfa13a6a6
123,0.25,stopped_vehicles,636,159,1153b7500120e87e55f9a87186ac23737df0dc845e673da4baec0dff639608ee
123,0.25,two_plus_bikes,345,86,0215a2b2427e0e494f7e8b56571e56e665004b2609284b196edef6e29cf5f31f
124,0.25,parked_vehicle,69,17,97e2e8f9aad2cd2d711bfd7f0a9f9daafb6122826f990576d09423a0847bd74c
124,0.25,dense_frame,70,17,f472c45c7ff4b2bf6545b93bc33d6040a7b28feb545e3de6b51c8fa576639ca9
124,0.25,multiple_buses,247,61,50748009d38dfc249cd00657a6bc3c6e9d6bc4192d003588fd719f619ee19c63
124,0.25,stopped_vehicles,636,159,0e7814ee3ecb5bef3d988a3865578bdb15040011cae1103dc068dabfeb3d6db0
124,0.25,two_plus_bikes,345,86,ee3e9ddcf07ede729d2826a0f48ea6f75cd42034752996c3e4e2e588d21f1ba3
125,0.25,parked_vehicle,69,17,4c7b777cdde2cb8dc9a20e71b60e1de06cd194af5cbe52d0c662e9f9d1ca9615
125,0.25,dense_frame,70,17,2a0e77e7887de77373e74b6cb68b6ded08c4fe54592fbfb07c555106cade96a1
125,0.25,multiple_buses,247,61,9dadcc0ec8c002f69705c492b786d9a7bde7a8e4d4428fd530e080feda9d1baa
125,0.25,stopped_vehicles,636,159,c6fab810edbef054d6503930e57be6aa2447705404fca15b9172df5f89f20e63
125,0.25,two_plus_bikes,345,86,96da24021952390c5aefcd7f350216d9c6622735ffcdebbd8982a28dd2126c0f
126,0.25,parked_vehicle,69,17,7019d3543e49c2d3cfdb9d08c89057d9c61dfb1f9cd71e29c35081a57aa2baca
126,0.25,dense_frame,70,17,c09152991fe83024caa3341dce7d6db677032e2d77d2d8c0e1bd0bd1d749b152
126,0.25,multiple_buses,247,61,f7c198d4d60ddf5539f99b694e3f97704ef3b78c4d504ab31ffa8245638eccb8
126,0.25,stopped_vehicles,636,159,9d48c115b11dba1b26f93901b692ebb9639eda719b68d92302ce29354b0e2316
126,0.25,two_plus_bikes,345,86,5301365c4a4e335a37327d207f6907b3b569a96e177d17b805c3cb83b93cf2cf
127,0.25,parked_vehicle,69,17,42f8e5f1d3045621e9eeaabb157949d2d7f63ac513c44f8a0feaf8410cd80869
127,0.25,dense_frame,70,17,bb2d42d3c153b7eb497b142f90a759e7612db6a9834b0866e93d8ee4baced901
127,0.25,multiple_buses,247,61,2c9362d5ba07f024ebbd95e3f4bc114d07371a8541dfd6f47f680f6ebfe16f75
127,0.25,stopped_vehicles,636,159,692ef477a14189f897dc821e665932bc510466069cbc17d87d7c09634c238ef1
127,0.25,two_plus_bikes,345,86,99472f9756d175b8a2a4fc5c1ebf368773ad3b44ba085d210b07fafee18d88c6
128,0.25,parked_vehicle,69,17,65995a7aedb3b5564f5bae54d90094b71d60ac50ce3d39afb82e34ccb853129f
128,0.25,dense_frame,70,17,1d217815cb88596835aabdff84689b6f42197044d6614b2ea6f4f92a86ab9d2e
128,0.25,multiple_buses,247,61,9fe73df699cbcb6e8e2e3a66162b144652a88101533bfee0cd6270de0a8dacb2
128,0.25,stopped_vehicles,636,159,9db81e483977efed4517d2c36196657e592ee26391afa29838fe21393717323a
128,0.25,two_plus_bikes,345,86,55d9cc83d5533ee34b2deada23a7bd3c420e08a6f965c1e6190aec83cde9e744
129,0.25,parked_vehicle,69,17,0d66a7fc382756f77ede0140804263c45d2828bf0e852be114088513662d5671
129,0.25,dense_frame,70,17,2038a776a9af353eaaf650c69edbdba0754a3ae0aa4658b6f02c344a01d45bc2
129,0.25,multiple_buses,247,61,63f5bec9484d335e33bf27b951fd6caa69568c85c3ea4a9321179348a8d488b8
129,0.25,stopped_vehicles,636,159,94a628b9d4600e4deb384349c8b142302c71073c46aced5154946dafa2a7c606
129,0.25,two_plus_bikes,345,86,8773c5ac27ede5c2d018eebc97e6fe10acabc2a6182f05b4c063e38badb72ab7
130,0.25,parked_vehicle,69,17,129b8808d7874af3af272b2ac95b23ba32820d8aad4647c588f1502be6a6d67f
130,0.25,dense_frame,70,17,5824c566ac29e8da287bca098fcf5693a25fe5eb0ba9c67d45caa2db07fccae8
130,0.25,multiple_buses,247,61,88d82cb2e7b89d0aff3a596f29cde6089cfa41a3730fe28ce01e8e5f72f1f825
130,0.25,stopped_vehicles,636,159,594fc599c478700412d6762be19e4161a70a2b09ef43b9fbbd494edd8faba97b
130,0.25,two_plus_bikes,345,86,0ad970a8e284364f8b045e5d65f3fea9ca1a46c41e65818cde1ea9ff4a79ea50
131,0.25,parked_vehicle,69,17,71b7f7414a91b763a5d643e2bf768e25c8b64c7ba755a4b868879774a3e3cf16
131,0.25,dense_frame,70,17,e2f912727a565d770579d9f0be339bb7aed0d746ea3a18dc46c09c5d1fa8bed8
131,0.25,multiple_buses,247,61,a841c5de8d7781e6faa9bcf13e6000b9e07d23ef52108a1b0fef07365c6091d8
131,0.25,stopped_vehicles,636,159,9bb216ff5c0eabe27eed8e20a62dc98cc623ac0e4475b305ecf4c42246b4e080
131,0.25,two_plus_bikes,345,86,e1bcfde706016e31cdd01d098459e8c266b01a95ec30f1fc039f8cd9e4716e51
132,0.25,parked_vehicle,69,17,df80cb74e3dca7c917e0e82a50bcbb2a811840e516ea09aa3c89d5a6bc84d858
132,0.25,dense_frame,70,17,7e8812cfb2e5c44ea867b372fa532e4f8d14cbfd53c72c158ed14f66e84f3ea3
132,0.25,multiple_buses,247,61,1bf146d680493ed25c666b7119ec08794af814e8b43d63adea1c15301e4bd296
132,0.25,stopped_vehicles,636,159,9f251fa1065c912a6688facfb3ef12dbee8f09d80fa1ee0eef7a29529e69cd8f
132,0.25,two_plus_bikes,345,86,cac75570412919bcec5bef0d0c3dd18887c0e9bd246d062d725c28b99e4e71e6
133,0.25,parked_vehicle,69,17,4797fc79c512e69c08f90b510b485433c517fb5fc164d9b7a42642b25ea79fb9
133,0.25,dense_frame,70,17,8ab99356aaeee34bc094ea2555b7345180e2792ba90a2af12e7e46c82b19ef74
133,0.25,multiple_buses,247,61,71b5a6ba7ca109a12578b1f9ec949e3f84106869d5db8dc758cf617c610fd67d
133,0.25,stopped_vehicles,636,159,297f2c298bea1248e2b4cf7efc91e0d9b3c17526582f8d0ead490670d3a11ec7
133,0.25,two_plus_bikes,345,86,931af3190f4068d6263942f04d5eb77da4af3879b30f2e242d8cf8e5a5a4bd8f
134,0.25,parked_vehicle,69,17,c59d2e8aeb7193780347ec3fb2654287c8961282aa4aaac2a2db755f17bd5cc5
134,0.25,dense_frame,70,17,7f653731a91219c10658d43a0f5a18ff7c075e105e12f0dca1042542911d3cda
134,0.25,multiple_buses,247,61,02d6c42b6a8e63b304d7bbf9bc57aeb501cfe4c85e6514a87f6b764be84b0132
134,0.25,stopped_vehicles,636,159,452fc823b88b5cde73813858e94085bc6d583a476eeed39515e1990a3d287f08
134,0.25,two_plus_bikes,345,86,cd0fb234dac11365f2672ce1414399313d906395d5449521f6cb0b8d4c90628a
135,0.25,parked_vehicle,69,17,3dc839ca7baea4986d204545b7abd57e7cfdee4479abc5404be0a5ea0fa2e654
135,0.25,dense_frame,70,17,d791ae3bd3a78bf4e76ed4de8467505eaed087a0dfde75fa40cd161ad3365c8b
135,0.25,multiple_buses,247,61,cc60fab3a2f9f874cfece49ddd637fe95612092ec35ed5711b7f0434392340fd
135,0.25,stopped_vehicles,636,159,60be75758fed65be78ad7cb65104b1909d5aa70e97df34a42396b62769bfc57f
135,0.25,two_plus_bikes,345,86,01cf2c8cf03dbae6d365fc3c956ce9fa47046071cdf6ac61ef55c2e98402e999
136,0.25,parked_vehicle,69,17,3ca3fab11025c2435b882987265974ef7a59b6fb935067e2ad41fd7d0b472575
136,0.25,dense_frame,70,17,3b926ba1a1486758813a4cb7bbbb1bf690c386b80aebc635c003ad0795d2caf6
136,0.25,multiple_buses,247,61,38402318e536c9d1fb1006c134ea09319769d9a50058d919ab2df5e48304d6ef
136,0.25,stopped_vehicles,636,159,e3aed35a9dab932df260dfa5a223397a6c4be97f75841763e2ecda374b60cce5
136,0.25,two_plus_bikes,345,86,04fcca4b1f932e26d912180048181cbb8cc068613cbdfd47f44c174af8d04353
137,0.25,parked_vehicle,69,17,38c111a6b6ce79ea1ac536ebf6332cfb6c9873381242765f124aeac2a1020437
137,0.25,dense_frame,70,17,6141ca78d3b1c0bf27bd085690467b8debde1230aa4b49ca31794b7e14ba832f
137,0.25,multiple_buses,247,61,19edd05a86d519d2f2d5a2acab3196ab000774d843a2eaf0411b749017b9dfad
137,0.25,stopped_vehicles,636,159,b0d76e17d58bf20554a2503ddeba24739127e8edb1ff2dd6a45e3596b2d47249
137,0.25,two_plus_bikes,345,86,bbd4b816dcdcdfa8638b4469e6aa969a9f7373158c124d53c836c5696e5905ec
138,0.25,parked_vehicle,69,17,6ed168bef11fc7988051ab3d70315f84e0020583b227ad4642f5e0fb435a7e8d
138,0.25,dense_frame,70,17,d06ae3b7db144965be914b38fb12fdd3effd745bbe8020c25d4f775678c79d1c
138,0.25,multiple_buses,247,61,a063077343733355ba72e62be6e0342520721bc3bcc188bc8e786f9c0e7a4933
138,0.25,stopped_vehicles,636,159,3a2e919082c2cb893aa9f84cafec7a8ba9645c3252e702acaaff83ad632e4c8c
138,0.25,two_plus_bikes,345,86,0877210340446cea375d8f3eed0a0a892d0ab87a018b18f45525c82a612a0b2a
139,0.25,parked_vehicle,69,17,2a64e003227c28596432a61ce1ecebecf1b7cde0afac2b89f1551b15ab87ffd2
139,0.25,dense_frame,70,17,555555091c2c9859f983c22c4175ae647ede1be6b1a1a00e7a586215a316a752
139,0.25,multiple_buses,247,61,7bf305577b29a123c2fd6c422d0991dadc0ef26181e6293a90f6146ea0c628d7
139,0.25,stopped_vehicles,636,159,f649eadb869cadd1257685ce0fd0351696e32f58fc066ee73e2d2c4de06ca98d
139,0.25,two_plus_bikes,345,86,25f5872b347f196010efd6eb4aa759f70943d48f3e33905329fa535aaf51897e
140,0.25,parked_vehicle,69,17,24bb07f8527d3e476b2a7ae5231563572a6174702ea0c9a65763a76b9c320335
140,0.25,dense_frame,70,17,bc491ac69404b5a0a0d918616fab99a2f9d7fea5fde4c53420d84e0daa474d4c
140,0.25,multiple_buses,247,61,998eda4440ecca12ac4889a2dfffa0804e22131df34b154a55653aa8b1989f89
140,0.25,stopped_vehicles,636,159,e73a6acdfa50eef3f63d0f9d3633ff7daf6e9244e635f874cada6bac094be400
140,0.25,two_plus_bikes,345,86,288e497b395b3ce56fb6812392200f56072f741021bcde11ff515a09a33f8504
141,0.25,parked_vehicle,69,17,d05e476edcc50fc23faeae70752ef0e1bf9741635626037eba7e86659ec22a34
141,0.25,dense_frame,70,17,b1d3149f137799b1c85887524df15b3d9184127729913668f436970e50447aeb
141,0.25,multiple_buses,247,61,cfb2e844cc76cb1c0618f3ebe1c77ba7733523d6e4c22f1118d137fed911f02c
141,0.25,stopped_vehicles,636,159,2d172b4105bb95cda7b4eeb39f34f3bce841ab3a02abe067f5dc092508575a72
141,0.25,two_plus_bikes,345,86,9e274998038cb56b889dc9af8073da667618870b8e76d18da72cd90b8d4f8e68
142,0.25,parked_vehicle,69,17,258524481d6bb35c781b80720fff7e9015d81f955478b546cc6600804a97e4ba
142,0.25,dense_frame,70,17,3c9ca60b0acb44279ae02feb83dc168bd45e83bbe7c02a92517956dfe1aa0557
142,0.25,multiple_buses,247,61,d0b13965b46291be33c563f753d5477f603ab829391d0c9079448619b3e87111
142,0.25,stopped_vehicles,636,159,66e45422f07fbad9dc60b86367e62969275df828d358aada8e6a794cbb9bcd96
142,0.25,two_plus_bikes,345,86,ae8e71111a9732a6037313bd686070d972db80a3ec26365e41a8fb0aca08b37e
143,0.25,parked_vehicle,69,17,8ca23f1fe17ab131f62cc6da359e6beaa091f9ec4a44be1a796b27ccd2910728
143,0.25,dense_frame,70,17,e858cc62072aff76562e9d571890df01c5802bd5aacc7f09bdf5b499cf99d44e
143,0.25,multiple_buses,247,61,82ef9929143ba785619caec3209a4adea1856f96ac8255b2baa042b2341fcc15
143,0.25,stopped_vehicles,636,159,ddcd9aea2bde767e52718be631f4e33cb4d886da609e315fe6d39fe05557e4a4
143,0.25,two_plus_bikes,345,86,2c4ab2a58d6398fdb3faca9eb3f94430cdd451a28d89e67eac8f4154b120e803
144,0.25,parked_vehicle,69,17,223f9239bd26824feaf2e9261b07ca63ae29df8d5b2337023e4f7bec805bea98
144,0.25,dense_frame,70,17,f90f7c82bfd11186c8630942254f88f367f9ad90cd5593fc4f80425ec4e96a3f
144,0.25,multiple_buses,247,61,6dc4775fe21d2c4c926340dbf4b6402c775e07a05d0bd2e7097fb3d45e2b978a
144,0.25,stopped_vehicles,636,159,a3f445130093d23c668074c7f448bf26e235021d6550e0f8378c4925dc7b263a
144,0.25,two_plus_bikes,345,86,b8aaef15bf7ca04aa9ff651fc23baee650e80255188547273d3a1c910649fc82
145,0.25,parked_vehicle,69,17,216f5792b881d23011ee9c7a9afd0337056393e6bcb7f20f2789a612f56760c5
145,0.25,dense_frame,70,17,2d5a212beca8b34ae2801eb586abc7eed777568e41f802a430f26c5d5fb8f4ba
145,0.25,multiple_buses,247,61,831dd792f4c4252f33955aa99601d92c039d6dbc42f5d8222ce5b78155d115f1
145,0.25,stopped_vehicles,636,159,c1502345cadb1a9c319bb33f69f28733f24cef696b94393d7b53ab942da35c67
145,0.25,two_plus_bikes,345,86,195f66ffde8e69dcecec95f4fc64ee40be1fcf61d636e478ea9f81ad9e81b31c
146,0.25,parked_vehicle,69,17,485249e558939a21ac5ff0e3e0ff0f30af25016308ad9568354a3ae857685064
146,0.25,dense_frame,70,17,da208d77e709d6a8c4382b9935dddc1f577eb4804bde733c26d04f7c94483e57
146,0.25,multiple_buses,247,61,35cdc94333f02c081f031eb5cfbb4bc56ccdc7a10243a70d62de9b642cb6260d
146,0.25,stopped_vehicles,636,159,fd74344f84c1c2245f4070d44f0a397ed3ee013636da74b3ebf8e2d937f388ce
146,0.25,two_plus_bikes,345,86,65b01ab6ceb08cfbaf8b25416cc68a88b0ce1343703fe3031420d984b70d1350
147,0.25,parked_vehicle,69,17,181ff31d66460ab1f4b1361a527ac83cd651f37c5c242fbd760033d50e149827
147,0.25,dense_frame,70,17,451820fdca16cce5c5cf66c6e3f365d3a7f6f2c67b886db882259c5130b65c5c
147,0.25,multiple_buses,247,61,491c650a167ad581667058b23acb0438bfbb36c60113409175f1249c18787944
147,0.25,stopped_vehicles,636,159,21fce60813df23301c5818a1c1b00049f5e37c35827ec8bedee232387d84a3b8
147,0.25,two_plus_bikes,345,86,247e8efd580addc756fb26e76bbf5a4e40e283f956df4001eadf50b53df30046
148,0.25,parked_vehicle,69,17,9abecb0d19947bdf90096eb00a949d48b80f017ca1384091d7cb2c28eadaebbd
148,0.25,dense_frame,70,17,3ffd2a38a1361725e353c514b43fa8f180b02f65a7ecef5c6c42ab55f7084e50
148,0.25,multiple_buses,247,61,3ffa1ae34ac1138ec67825958e6f06057be5a179616b392d5c58610aa99729af
148,0.25,stopped_vehicles,636,159,62a0e865d58658f3cb8394803d0ffa675877a57dc826272e87cf53f8f26f0bdb
148,0.25,two_plus_bikes,345,86,cd7d1b04c82be76ed0520239114519d2fa527c27aea6d134da136f05dc40eeae
