replicate,dose,relevance_def,population_edges,selected_edges,selected_clip_ids_sha256
136,0.5,stopped_vehicles,636,318,686b8b8d1f293efa4d41dfe075957efca4402eae1a834d548585f35ce1944219
136,0.5,two_plus_bikes,345,172,9b62a7ef1c6327e90d541bcf5a2317a5f9b7aaf9dfda48ee546078ec8b897882
137,0.5,parked_vehicle,69,34,4622e2f5af08ec0b0d7c27773eed52567e3512181abbed1be8c819073d555c59
137,0.5,dense_frame,70,35,cacdc28b0aa13292c75d384232e4a1625d5efe3102b15707cbbed9b9e36ec28d
137,0.5,multiple_buses,247,123,048d4acaefbaff76fcc9f931be58de4253808a172b3a0a0b31303bae1fac76b3
137,0.5,stopped_vehicles,636,318,2af1d51cd57f86592514e7e8ef159307bcb4093d11e60440728bc50930a239c3
137,0.5,two_plus_bikes,345,172,1a0fbe1dd28a5bc4d750d2ea9f3c676742a93b5bceb359cde9b3044c6699b892
138,0.5,parked_vehicle,69,34,ca1db4e7cbbd11fa4719f8a7a06f9598bdf9f322347d17184df25827f2472973
138,0.5,dense_frame,70,35,a340950ba12f762e8487f7c8ac9f1e3ac5c1972524a07343c8f267548794a766
138,0.5,multiple_buses,247,123,3c4c26ddce980885c8508aaa695e51b61184b77e8834af7883df50c1cacf7f60
138,0.5,stopped_vehicles,636,318,8ee43500b2e69ef3395c201d99361d37de808c012f2fdac24639dbcc0d638ee0
138,0.5,two_plus_bikes,345,172,8d773e205c221d96b5e69e1c995b94307fb6e6cf2dfd14468e0fa9e751051b8e
139,0.5,parked_vehicle,69,34,bb2033674920f059cd4df6985471da7e0cd0541e11f3f0a0919bc69fdf70aa23
139,0.5,dense_frame,70,35,8fa050f1f49da9f69282a34a8db534a4183b3bf92fba29f2222b8db490271e02
139,0.5,multiple_buses,247,123,96c5c51b15c65481caf2211f29f51a9c68d36205e1113f19807097410b5ec39b
139,0.5,stopped_vehicles,636,318,09575420acca6cc24683b10830c2e40cb69fa9fd6820065357c9d710d41b831a
139,0.5,two_plus_bikes,345,172,a962a18b5ceac3dca50ea0094c79e56b7f14f4d5bd02acddbcb52421ee4ec388
140,0.5,parked_vehicle,69,34,fac07a0f515364bd2e1ba6ac8a5443f6c884dd8b9486c852988116b2b4d37ad8
140,0.5,dense_frame,70,35,3dfdf0367fa8a46b1958c1343adf2362da065caad3dbdf087fa8a83c3b50504e
140,0.5,multiple_buses,247,123,cbabcfcb5fd2b65d7b59aaf4e2a8287ab88897fdf5ac03b0ec70876f3ad82e7e
140,0.5,stopped_vehicles,636,318,411ea48c9e22704745fd829049235dc72da65ae1917dcd0809d8dc7ab504f099
140,0.5,two_plus_bikes,345,172,a9313d6404a30bc96ec116a1c8b1be6796db5680f137767c4ec76259923ceb5e
141,0.5,parked_vehicle,69,34,9d3623ca8cb25cc2bdf826bb2fcb2a39bfd264f39ed8683d180e91cd2e25a1e1
141,0.5,dense_frame,70,35,751cfc7eda8b624be86f1acb5349b1823fef0051b64b544a2e2fbb0a59d59bb2
141,0.5,multiple_buses,247,123,4b230f70bda75c53cba76b3e31b23688dd43014d2f87a839c1bf88dd40e41474
141,0.5,stopped_vehicles,636,318,2052bc56e7809a4e0349b8bf422abe9a96f8c98cfe1db91a869420ee4287c5b9
141,0.5,two_plus_bikes,345,172,ee5524ef97bf12a6244f06cfd61e915078d8c35529b2070e6a2263c6b0158c70
142,0.5,parked_vehicle,69,34,64a8e523f37311867574fe2bb9e88c97e6e7d92c4567a32a2aaefd64d11c9192
142,0.5,dense_frame,70,35,6dbd64d8110633385699c5d4b2b48a7fd8bcaa7139a96f638c3a2be3091f5061
142,0.5,multiple_buses,247,123,12bdbb9fefcade5fddabc7a00d10d5efbac9b21e28f477c285d7984222266b06
142,0.5,stopped_vehicles,636,318,22198d63babd1dd79bf96345016a015a87ca5b7129355ed953256fcfab734727
142,0.5,two_plus_bikes,345,172,2c27cb783fba450fad6309e49b038ae9f58ab37bc5014ee1cd3ab846b4b23c73
143,0.5,parked_vehicle,69,34,15942aafec319b37d3156cefb925bf605f31cdb700b9330a373dcc0a0691097f
143,0.5,dense_frame,70,35,ef1fccba331faab5e2e60e5d6604f8af137feea91649a8c534df90bd6f8f7b47
143,0.5,multiple_buses,247,123,fb74bae3a31488e84f309e9f205c091d7e5bca232e3b300e62858d44ed22d2d2
143,0.5,stopped_vehicles,636,318,1fe263da0998e979b7d12f7e113f0c06f484b9171c1b1edebf8c4ba4f345f10b
143,0.5,two_plus_bikes,345,172,368b2a8475f488c6ba6d1d9bfeb6e7c94289cbe2b3626403ce8417ccb8566ac7
144,0.5,parked_vehicle,69,34,28993d11f74df0857773c61ff87d290435f5b0e1452df12456f0691f79f6e745
144,0.5,dense_frame,70,35,bcacf8837b46393f277780dc03760cda25aaccf763b318bb62e7f10b354e3cbb
144,0.5,multiple_buses,247,123,1a2d5fe307e7d7471e0cd560692f25423e1294fea15bdc5cb3950d9371577df1
144,0.5,stopped_vehicles,636,318,4310b67be36f471a544a8a659d3bfcec53ca470ebdd874e9d36588b2fa1c601a
144,0.5,two_plus_bikes,345,172,bf02ecaf6ac2f6d87766b1ab1cca7fa90a0048ab5604a355e9580e611a045bb6
145,0.5,parked_vehicle,69,34,03aa7b29efd766bbe5d8cbeeac0597443fdfc018949b0c9832c18b597aa04020
145,0.5,dense_frame,70,35,61aaabbba7a7664e8966703d4b921297b368a61124e678e5cf1b81dce89fe4e8
145,0.5,multiple_buses,247,123,4d32a83cb86c428c50832bda7f88db8375d7a6bc454b7e4320eaec29a3503f7a
145,0.5,stopped_vehicles,636,318,c0b32e47f8da589ecfef5e9747c6a2e11a04f871bfb11ef5f25608ef30987bbd
145,0.5,two_plus_bikes,345,172,2b36d5b043abddd6251f01d1cc7a07f0ebf597ecfcdb68fe07db9a4fa9af41fd
146,0.5,parked_vehicle,69,34,5db810e0b29edab560fa566d18a695ebf6b1f7cb74b78824e6aaa58109bfda41
146,0.5,dense_frame,70,35,21c93d8312fab255865b15226f02495e0480e69377c8548616df058faf9dd605
146,0.5,multiple_buses,247,123,9293900802a7fbb6944fff5fe0338de0d947d66be78610ccb5f14057b11f4255
146,0.5,stopped_vehicles,636,318,e2c1070bd3db3c8c2269cadf6b44f454855a2b0f8b0658825f5a2f6ea26c6c5b
146,0.5,two_plus_bikes,345,172,bfa0c2870849bbd2350027ba336b9f87b36a7a6fec8d9a5bbec6051949ea27d8
147,0.5,parked_vehicle,69,34,91c436badcc3bf7e5d2a47502d5f077bbc116a3dcbd33c57f5d3a87031526942
147,0.5,dense_frame,70,35,0c9d4506b83572c203adbbd56946f692043510b0160ea31f1e39ca81e8a7e4e0
147,0.5,multiple_buses,247,123,af7f89720fb82e9cec8be2a27e0f105ad91ba0ab051b37f32c955170069f1c90
147,0.5,stopped_vehicles,636,318,2ebc7f93305e2c5adb3272028db7806a5326878732c3de074d4dcd05858f7f6c
147,0.5,two_plus_bikes,345,172,345bae3ee9a90f0fc648875687629df7aff5c6ae82e584306f39415cc4551b6b
148,0.5,parked_vehicle,69,34,37869a1f56d9dd161fca2bdf5d776d783e11a7d2376780a6a9d404917d4fe8da
148,0.5,dense_frame,70,35,9118c86939dea336c0283dc7a6e4fd83500603389cd8913fd84f1da8ed55d1be
148,0.5,multiple_buses,247,123,73e7009f04f427d75261f83d858ad04a8b40a087fddb0bf58e5d760adb2649c0
148,0.5,stopped_vehicles,636,318,e8b68f053573ffabe82d1a77755cc2154792f7f19713696c807ccd3aea148ba4
148,0.5,two_plus_bikes,345,172,956bdc661fc19459bfa166b23d6c8d9f7e87d9639c5a96e3a797663405fefc55
149,0.5,parked_vehicle,69,34,c25fe07bd7f8e5fee3bd3eed05df5e50fe4ccaabb9a6da6492a2f149f8fb7951
149,0.5,dense_frame,70,35,0c1bddcc9a8a87244b50235fb29e97925bc784c2dcdb1f7fafdb8b168f66dc50
149,0.5,multiple_buses,247,123,7b7bdebb00d373fbefb2c87f894e0e8d51b6bab20ed56d22916fd8f790b6af9e
149,0.5,stopped_vehicles,636,318,a3e6b23a2990d34a40760b8b4042e627bdb73766c999fdd34bbde0755db02c2f
149,0.5,two_plus_bikes,345,172,43be141e9134aabf9f308404978a2c84e3301682c848281105494f9aa5994572
150,0.5,parked_vehicle,69,34,9f5b05b19e3e2c0991d68353dffcbcf21d150a4d1ec34029af2ddd5569fc1abe
150,0.5,dense_frame,70,35,10321a2267018256ae972d145e37fa632ba747b6abda6132fc87d4ae4364c972
150,0.5,multiple_buses,247,123,aab0427478fdb468b1ca129194f66a18ac875ef3303797b485ea4e6e4ed5dbaa
150,0.5,stopped_vehicles,636,318,5f3f756ff894063ec0c79e554538d1ab5f3bf44ac5c10f980232dcbe93abbcfe
150,0.5,two_plus_bikes,345,172,198c7a6943eaafc73d65ff70d901ba272949dec03e25fb642ee870c6cc36598b
151,0.5,parked_vehicle,69,34,f07d8e38e6a09bbafe6feb9e2ec211993e70e5d0e79590f8772371774861c675
151,0.5,dense_frame,70,35,801974bb7d9bd5eb05ccd26f7667f0d9c3382df2dde9fd58ec592c3dbc7cc84d
151,0.5,multiple_buses,247,123,1f4c385105635e3dac07fc13503e316fda64adce6325aecbc5e8592d789aefd8
151,0.5,stopped_vehicles,636,318,2fb0aedb2734358237575f9cba63af98e32cc6e78085663b017e9e653abf9362
151,0.5,two_plus_bikes,345,172,8d110836f13f475bd9e1835b06f28974d4b95683bb975d0af8a2973921acad9b
152,0.5,parked_vehicle,69,34,854a887946d2f94341b5a499ae61167d97a86fba91fd432082a09330b356d158
152,0.5,dense_frame,70,35,37ff576e1e47488fd71eb9e71746a2a25e16bf0297f839f8ab70ed43dd218b5a
152,0.5,multiple_buses,247,123,f6f085ba86c10427ca335f34f71523ce031e460c1f989827cb00f503398a95c8
152,0.5,stopped_vehicles,636,318,734948e21107afef9bceb4cba195a79ddcc4e2ff2b6421d44c412e82b66d1944
152,0.5,two_plus_bikes,345,172,95cc482428464156232f3a307afc4640a7eaff99dd2acedae6bb3da630e1e37a
153,0.5,parked_vehicle,69,34,b5a33c3880f33ad491aa7d64beaeb3e1593e4e714db4dd037c9ea51b6665eacf
153,0.5,dense_frame,70,35,29988a4e2f3c88862c4ad9f4e8845374a86cad7eb492502eae3b2a268043780d
153,0.5,multiple_buses,247,123,8529dc6a085c4594fac08277bf2d420bd478c33be44c9583a440a27333c717d0
153,0.5,stopped_vehicles,636,318,1017e36d2505ca7895b95e4997f3244dfccce4eab67f0d3750b68754912d8edf
153,0.5,two_plus_bikes,345,172,81fac1ec906b4d02936f4ad8f84948291082325cb8337b990cce63cd7a733cb2
154,0.5,parked_vehicle,69,34,9ed4d0e15e17ebf898e1b074fb016a50b87423314995f6033a0f8dd9268c3cc6
154,0.5,dense_frame,70,35,6b0249f140d6b1f5d4499403ac20569bcf9735c0d30b488671008067391068cc
154,0.5,multiple_buses,247,123,b2e352f51a0eee11bfa45713a5421dc2ac81fa593ee6beb53bb8da63cb720ad1
154,0.5,stopped_vehicles,636,318,842b48b9f2ad2714c1343dab8f8b57585ae6d8fb44249581117de2a08b29e5cc
154,0.5,two_plus_bikes,345,172,8549c60a1e6ebf6c0c9b03d78cd7d36c445f8a13fc5093d417f9795c88f76764
155,0.5,parked_vehicle,69,34,5228156b4dd1bdfe6650822184a93200ca3f7320bff4e7b4b2d834eee7b671fe
155,0.5,dense_frame,70,35,a46ed1b855c220afa18bdfce240de46796c616c0e719ed9c34a20b7d0d79c22a
155,0.5,multiple_buses,247,123,199f8f3087a83e203712413a23450a3bb231095115a0a29265abd3816b20de83
155,0.5,stopped_vehicles,636,318,ea97bd06ece3414109a18abfb443c85d309567651bb243dd63b7a783f5509f02
155,0.5,two_plus_bikes,345,172,e8e6b9abb705d524814ea15747805c8f20f90168ec94908e21a6210732025845
156,0.5,parked_vehicle,69,34,07a7834d4a24c415b7dc01014c4fe6260b5fae54984d152fac194ceed804b83e
156,0.5,dense_frame,70,35,8461a67fd3c57f9ffb70e7e30774297277967b05866a6ba5e6c8bbce98ca7baa
156,0.5,multiple_buses,247,123,c59552f7074af9c64eb583d26b468085836a0b650f99deba441461bc18cbac8a
156,0.5,stopped_vehicles,636,318,0e487b6023298a53b1a456253bc81164e0ba6db1eaf1842198fdcd235b89852a
156,0.5,two_plus_bikes,345,172,9445a731a4454624e622b4bf36e71ceac8a65f0ed498ca42ee904e69d4064253
157,0.5,parked_vehicle,69,34,e8dfb64356fa36606bba2d4e0c80d20563ecf5753fc5ea28a18628422b0592b7
157,0.5,dense_frame,70,35,d62a664592be3b3fab8abfc578c7e799f82b7b444e813b91174e66ee5e2ab2de
157,0.5,multiple_buses,247,123,a97b9811e041d7630f0cbde3231a1a49dbf6360421e0fcf1fe28ab998dce768f
157,0.5,stopped_vehicles,636,318,89458e04c6e88692088034744c764dc9860c9239e792a3fe9c246bb958f47881
157,0.5,two_plus_bikes,345,172,db6fdf7543a6ca77746c52ab620a23d540ef6107dec36c1ff5cc9834e4ffd7b4
158,0.5,parked_vehicle,69,34,788dd6cad016ac54634b563a196c495109f193cfcb06dde3e05c1e50e012f091
158,0.5,dense_frame,70,35,eec94897a758fc6bd439f0f35b91b77f278000d2ba77f327f34f7ae6d45ea165
158,0.5,multiple_buses,247,123,612a54c650c8f9e6a55fc33445f38875f30e68548b0d832560cd9aa2b98e4fa5
158,0.5,stopped_vehicles,636,318,11e5d88873d3a168ca726e0202b78e2e25226201359662f01c9964f079f5937d
158,0.5,two_plus_bikes,345,172,8181a3250e46e56b99c2b8f0819f8a27762e5b6ef101100c5a860303387e5776
159,0.5,parked_vehicle,69,34,36e1be33a7f0b38b713346df56a2429a2ade1aad0888f2a1b922f6e954f0032d
159,0.5,dense_frame,70,35,38e9f5e7354c0692c1ac6826288b0b2e9b47922269047c76c2a997883fd10048
159,0.5,multiple_buses,247,123,2dfbf5627ddb9d17bb4d567ee9453aedab20f510593d32a765c50fb2c5e9e824
159,0.5,stopped_vehicles,636,318,aa7f6ac35ae714e39300b0e2a612a955af89f95fb6d845d00725776f2ca1e52a
159,0.5,two_plus_bikes,345,172,5fa09401f6b8f01affa271a9a1b64c12bd0519e850b1b4eadf82cd75b70bc44e
160,0.5,parked_vehicle,69,34,1d26265071a84ab983eb604099491a1884deb56919b76e597b524ebde5b68659
160,0.5,dense_frame,70,35,43b5f2d24dfdbea8d999ece847b21a0c2d0767f53eb41b96a930ae66bc1bd1ac
160,0.5,multiple_buses,247,123,e7a18b365086b4bb59d05c3970be1b2e888bc692792a3ec0b21c3d01bd9e8b90
160,0.5,stopped_vehicles,636,318,f6616ba0eef0fcf299f0d5ea9e46f65ca8bcc8f93d15910c3f48e0bae4aba24e
160,0.5,two_plus_bikes,345,172,1e8b5d95f76fa5ce6aba40412d6cd1c66ba00efdb1db4cbbfa2c3c48eb14c632
161,0.5,parked_vehicle,69,34,54f05fb9b0423de677e3009fbaf200a109393c968ea0c671744cd63e3231365e
161,0.5,dense_frame,70,35,9fb12716a06aff3f8c42e44994bb923a52ff0059220a205d6764ed5461ac6869
161,0.5,multiple_buses,247,123,c22377119688042ffcc84c43a64231404ada25a3bd90d5f76990aede468cbd82
161,0.5,stopped_vehicles,636,318,197905e843410f605c233a31023d6732085f3e4c0eb7477b2096d2f191c86999
161,0.5,two_plus_bikes,345,172,d5676c07d2ed27ca72173ce967dfec4c2665eaef296f726c836d969a16bd3e84
162,0.5,parked_vehicle,69,34,bcb8b4df3fcab05fb573dac3d54a9ade5fa41c5ae208b98f1ec0c164812f1a05
162,0.5,dense_frame,70,35,f659d6d117688dfc657ef724ff9162ca865df9344edffed43dfcdc8397c3666e
162,0.5,multiple_buses,247,123,801c5ade859c181be35d88ae53c57ac476e13681d7781db599537337792fc7b6
162,0.5,stopped_vehicles,636,318,78ad4718b0627d735bb571f6d88801cb1d4be61e56a421ef35c62b8d8e87b21d
162,0.5,two_plus_bikes,345,172,84aef54321e80f203664d463cfa3f853f647e4a9bca40fce1090f83a8d12a523
163,0.5,parked_vehicle,69,34,3add8d46f1e483bda626233684d6b7df3cb36dc320de9db714f920be19b55e34
163,0.5,dense_frame,70,35,3ad4791cced30e57099445f9238a1679bae5b06f834d72056c42ae3d4625f576
163,0.5,multiple_buses,247,123,429daabd50d3fb573784d665fc037841cc26505f375dcd4b869d3f7bdf3f3a73
163,0.5,stopped_vehicles,636,318,73eb9fe79789dcef2a445a0a4ae61ff65f08f8afc9f30a9d0556c55c17a5815e
163,0.5,two_plus_bikes,345,172,429d6cb45e24db132c7cae6dd6b18c14b04d2ade67bd899d9adaed4515b082e8
164,0.5,parked_vehicle,69,34,0fb6042194479e1d347201a3a48c5ff28a1ab692af452f7147860d04768643ee
164,0.5,dense_frame,70,35,96a5afffe6935dd5e857e8ac83ec3e85b38a9d27ef591d799afee2fb758aff48
164,0.5,multiple_buses,247,123,95a2b2abd3804a1b542b681cfdc3b84726db8190d9a0530e3d08fd1c808cc47b
164,0.5,stopped_vehicles,636,318,9d34c2c2f34e609355710228b9273e23d5ff1d25bb1927d8727e4b6ad27139c2
164,0.5,two_plus_bikes,345,172,4fadff83a03aba290ddb69f402bbdb2091d7ae916faeb6bab463bc51b7562d75
165,0.5,parked_vehicle,69,34,abaecacf43ce5a808239f064cd8b7d68775a312340bdf0affa2832458dfd9f2d
165,0.5,dense_frame,70,35,5adb2ff9410e9a6839a66b61c19fa3beb4c3f726a44e24d6ef02f29cf0f9bcc0
165,0.5,multiple_buses,247,123,80deaf5097c65b91627c43bded72a1aaf78c5c6343fa3e533f33f99e57504636
165,0.5,stopped_vehicles,636,318,f3aa35a33bb275058784f8ac1bdcaf18f278c6ed1b6f1c9f75df47acd51b9ada
165,0.5,two_plus_bikes,345,172,bd773b77ab0b9c5e0c7d9025c22015e3e05ab77ee184fd464a76fec469b7750c
166,0.5,parked_vehicle,69,34,c343e7d519f7486c5b2ff6f78f5c6a2f2d0710f06574089ad692d8eb83c52f27
166,0.5,dense_frame,70,35,09dd40cbbb179272ad63e31f10895ddccedfd27cf8aee6a1174f4702e8165706
166,0.5,multiple_buses,247,123,a6afef93659e6c51e4d5091cfd35559a210203865465164ab7d95bd4a4e60a8a
166,0.5,stopped_vehicles,636,318,77de39e1b81a1a8205b7cd6c52a816e0d735a56278c94b997a0da56afa186c94
166,0.5,two_plus_bikes,345,172,ddcdf2e4c0ea8deef12931dc54c4a142fac49bd7d72c54f1a416880802bf9287
167,0.5,parked_vehicle,69,34,3f689e1b6b634a42a603d54dc02df5d33f84a59b3646b18e5d1b5fcade8abe42
167,0.5,dense_frame,70,35,f9456809ce2aaaa86a55b392faacfb5306f3c7808d82ae2d301340c5f7eb4fbc
167,0.5,multiple_buses,247,123,c881f8689f62c493c9ae276e16c0e9013cbda5659f67f7fad498e6c0025a18fe
167,0.5,stopped_vehicles,636,318,ec9cc96933bf0d6b2a5ea63bb70c45a2558a7855dc74ec35e99b312f4e67c4b7
167,0.5,two_plus_bikes,345,172,4d997dc3a854d4ec4919588119dbda265371bb18015520363a4e3bcc61855e72
168,0.5,parked_vehicle,69,34,495ba2664410102106c64a8f3e2aa0783ab07a2d17a6a57a59a3978479751947
168,0.5,dense_frame,70,35,904de0f093699c72da4529f2a5e0f8b16ae8e6a0fbc42b6a9e5fde6e0bcda366
168,0.5,multiple_buses,247,123,628f4661f5e55093aba797df38c6f00c3e6535e06feb10e9e4069549d9376b8f
168,0.5,stopped_vehicles,636,318,c9ad2bbe4a6dc716efe9b438e09e08aab2fda24758f612d7e446d7601810bd97
168,0.5,two_plus_bikes,345,172,286d01b7f879c0f10996ad2ffb5f249e2b6b05a7cc6d84c9e3fb350daf176eb4
169,0.5,parked_vehicle,69,34,4d44d0473ba11bc20525617917836bc07cb2d69701f9ee6b1e3c0e7e50275333
169,0.5,dense_frame,70,35,2c9552e5623fa276a3dbefd9cadacde05fc27c53819a12bd28c6594ed616dd96
169,0.5,multiple_buses,247,123,5869b602fe64267e6afe25e8ddd9e228611b326c6c81a4ae1e5e40b7e9e5b21c
169,0.5,stopped_vehicles,636,318,e159694fe2494a7c49ba9b17059d3f3205307606ca8807074e0fa0794b96c058
169,0.5,two_plus_bikes,345,172,37ba3cf40b1c658f8e6c254b25470d2fcdf35421ab1fb91d7d9f71591974190a
170,0.5,parked_vehicle,69,34,dee37831bfd1a679a211c4465d4bcc55ec3271f5752f9b3d6a3bc170b6956621
170,0.5,dense_frame,70,35,8de6946c261433607ed76a44a71276b0ba59c7ee70816f66438b40644ab8bc9f
170,0.5,multiple_buses,247,123,b38a9ab157e09aa26c85b4c22b99ce8a7770970d7dd85086600600918740719e
170,0.5,stopped_vehicles,636,318,452c337ab1adf7a8634d4d8d78fe92ae4c2392b2d9a4145f23085db981d46148
170,0.5,two_plus_bikes,345,172,aeb62e8261636fc0a622a011e9d635594d7846cf79ac1cc3fb83baa9126dde63
171,0.5,parked_vehicle,69,34,50ba4dd899624122ab329bd2e35650be2831319c57bd687cfcaf014d350faf4a
171,0.5,dense_frame,70,35,f6713d8160f714b8dcc8059ee6d31cbc67a8180e26b98b64873d619c50e02c1f
171,0.5,multiple_buses,247,123,601b1085f6e809f2c9b55fa1a835db9c7ae678f54176b9b44e1111e7e42a47bd
171,0.5,stopped_vehicles,636,318,d01d14bf2db6f139f3ba46ce5962d1114e49c53c16af9bfedf779ac88ad62641
171,0.5,two_plus_bikes,345,172,21ada31573dee2bbfc5c528378bc10160122869423bc0b34b59008555ced9d9b
172,0.5,parked_vehicle,69,34,add1939cc2bf86067bc5035a6af629168e4efcb7984459a30f3cab743e17d0c2
172,0.5,dense_frame,70,35,75d878cd231a68a944f8b20fa045d12cb20e0efc4a19d7f6f22ef6f24a4ff3c6
172,0.5,multiple_buses,247,123,cf15468723f308d0742f8cb5f3205ee550562463b3ca1cd6c35632f5b3678bb7
172,0.5,stopped_vehicles,636,318,74f3852e683a5ac45713f1eabee14a072864867ec0f6535a28e5d748333c82fc
172,0.5,two_plus_bikes,345,172,047cc89f6038bf4492c69005cd2c32f8788d3272bb12ba4eccf3329a82f41879
173,0.5,parked_vehicle,69,34,487d2c134fd50e632920c859252da188d67d35cf037b67ae7d5a3d278ac1a3ad
173,0.5,dense_frame,70,35,01ec838e43bb43338fbf74921002b73741ee41ace8d3a1cc49f102a7a354aea8
173,0.5,multiple_buses,247,123,a08e48bf48a1d3d2ed9e8b15be2c328c04d66eb21dea08e5f5ac2af756fbc566
173,0.5,stopped_vehicles,636,318,fb17633fab015dd14752a0c7a234bb79f5543a515567111bf4d690f4c8b93da6
173,0.5,two_plus_bikes,345,172,f58c6682ba945bfc644f424bd34567d1009b9412a37dc31bd7c28cb2c4a1e45c
174,0.5,parked_vehicle,69,34,16b5f4144e59a03e2003ffcae086c1cdd3baf046b5dae20d4f1d564e933f6117
174,0.5,dense_frame,70,35,7dcbb1808bc199ebcd59d4a392adda67298387e900dac78cb48a829b1e098fe6
174,0.5,multiple_buses,247,123,1e9f26e182d0f25c79b45d8c814b2b3574ee76772733228045a9cea73558f07b
174,0.5,stopped_vehicles,636,318,741e670fb6319996ed7c6efe875ce8d1d5720872272270ac6ad7bd44268c2db1
174,0.5,two_plus_bikes,345,172,28b20f4a9e7cd909dcff480812d1cc131a95f89e33d44523b63b1c98aa0ed722
175,0.5,parked_vehicle,69,34,82d873266faf9ea628040423dbd721afaa6befcac8be5bc26a4dabe263a64c7e
175,0.5,dense_frame,70,35,2c5740cc70f87ffc987b0b43ddf0d93874d9999268f188c55f681a625d17d6f0
175,0.5,multiple_buses,247,123,4e2f1f203841a424c6e6c1146b50adaa305c06273fcb182cf412490a4ecc81b4
175,0.5,stopped_vehicles,636,318,fff52135728274da6f86d6ec371ed0df00a18ea6c7ad8566cc538cfe6d5bcf63
175,0.5,two_plus_bikes,345,172,d1c2443343a3d751f11f374300632d7fbf564a359bb6d482f4fa94f46007c70f
176,0.5,parked_vehicle,69,34,cb6b60af737923bd76052e55204bde44b042156112b9852a44abca76b4de430d
176,0.5,dense_frame,70,35,6b7eeaf764fa318ebf2b4e39e3b3921864c3f2d331a57cc210e20ff8489692f7
176,0.5,multiple_buses,247,123,e2ca3cddd9a843207f860fb7b0c706e180993e8be1a6aa387cb169e5f8a72618
176,0.5,stopped_vehicles,636,318,b8e78dbeb099dbf08effa20d7f380e5bb1c7fe6d9f4ade71612519eee60977e7
176,0.5,two_plus_bikes,345,172,fb85ee4d2fb45d69a69a2be173dee6676f314d8b6ef8a60021bb6df43f070173
177,0.5,parked_vehicle,69,34,28dfe9dbc7a56da01e2dbb7ef90dc558910af848d9b1495b9f53e9f0eb5ef04b
177,0.5,dense_frame,70,35,4f79cf1f5afb0aac498e3464d19cc2326670ab4e9061eb89adc9f74092237e94
177,0.5,multiple_buses,247,123,f848e3ad7d10a51a679dd6e67ae6e72774b94f6d8a881eb37d3181c5a7124d6d
177,0.5,stopped_vehicles,636,318,283a2a68e7250d48fad83578253566da5daa063e2f6e3fa9e8017393c58e4411
177,0.5,two_plus_bikes,345,172,dd20886629c9c085a7c00ab68b79b917bcdc2a03abc12a70a812b449f688df8c
178,0.5,parked_vehicle,69,34,7221a72a0d6a250f5da5354958214252c1ab687c7d48210071600d5e63182023
178,0.5,dense_frame,70,35,479ca1db4d2f78dfee0ce9e5cf58cb60ea7fffd04c5f98dd9a104dfa9dee1ec1
178,0.5,multiple_buses,247,123,6e25132c078e1d864b6313eb4e604229247d2139548e48bf8bb9e2f5f0f6da0c
178,0.5,stopped_vehicles,636,318,43ef21e37b6ef8340121bf1076c4159299925c33b6a37660766f98efc2da9517
178,0.5,two_plus_bikes,345,172,015e4aef5fb639f0ae60c8294071c68ab48a61ed35ce342b9c01e6be94ce2f92
179,0.5,parked_vehicle,69,34,625a53b7facbb4cfb6260affee2ab3c4fb7d9595d3f1c487a7a8765c40bb685a
179,0.5,dense_frame,70,35,e0f31f1ba954b309c95c2976c5f2be8629a13f6e524157831a69065256d179e2
179,0.5,multiple_buses,247,123,c758dd2baf8064fad711eadf573db5b3630112d71dd409436dc5bc9821df8f67
179,0.5,stopped_vehicles,636,318,bb4dd10664ee3110d874a1ad9cf1fe36fd825a57008f89f679f3b48622cc3a25
179,0.5,two_plus_bikes,345,172,8caa697fc54ce4c384f1b6db3ae41e88e852ce3e8098d48b6990aa978b01d419
180,0.5,parked_vehicle,69,34,2dfaf0d91f1538e98038a2da6f247b7b38cbf9bb3459c989bc54ed8d43544a12
180,0.5,dense_frame,70,35,d6c31c263b5b9757054e6e72c22a7371c3401aad1e19d811d8e7ed4070aae8b1
180,0.5,multiple_buses,247,123,d6d381f2134d3c7e16d0de2a3079021bbca32b4ca6b181ef6deb0b65cba794df
180,0.5,stopped_vehicles,636,318,d1dcc09ad6c7de3a778425e8d3e25e111c4e9da04a894097252e24426abc2d6c
180,0.5,two_plus_bikes,345,172,08ea954e7f8dfe5fbf194ab31fc133ab64f9e5042097f9284564e577ca654110
181,0.5,parked_vehicle,69,34,5b4114ca69804cbf773f2d8e437b8d83e4672aee2277474f3ab767231e6e8a08
181,0.5,dense_frame,70,35,cd56f2791f50ecdf9665781d76ec603992552dfb9a8fe10a6f14b0edafd4f38a
181,0.5,multiple_buses,247,123,fd3360df9435f7f385c244b44ee95081c3d47f764bdfa3b95709346c552082f7
181,0.5,stopped_vehicles,636,318,8592aa49be5de36be37fed607b2d6bafb26d10d92ca001ab66ac72ef61ca2001
181,0.5,two_plus_bikes,345,172,cc37da784d8f00e8dcfa7b156b8ec31934b7caf04d2387a51fdf6fcef5dd58d6
182,0.5,parked_vehicle,69,34,526be5e06d2a9e93fdaa0bf0a6cbce87ad89b35fd13ee114d2219831c469fcef
182,0.5,dense_frame,70,35,c3d924a74d1360ec7d58dcf843094f146ab0ca1567fa33fc58015a6a2c4ac3e8
