condition,scoring,recall_at_1,recall_at_5,recall_at_10,recall_at_20,mrr,ndcg_at_10
bm25_dose_0.00,strict,0.0,0.0009220055649163553,0.0019056244966989926,0.0039085677332628315,0.04996364780242844,0.016455267986256964
bm25_dose_0.00,semantic,0.0,0.0009553357333474519,0.0014236302339782582,0.0030870906083802,0.12476143451788027,0.050068014870119415
bm25_dose_1.00,strict,0.00570775177547986,0.03398991079579124,0.060140464778639775,0.1173421806690265,0.38229285632852805,0.234924136055632
bm25_dose_1.00,semantic,0.0051617890267039316,0.026332128544442855,0.05261396841187412,0.11046145955202,0.829313725490196,0.7457943953099498
bge_clean_reembedded,strict,0.003865621380767354,0.009852463535862565,0.01185526240348688,0.017312467213338335,0.154823503668307,0.05883920074255566
bge_clean_reembedded,semantic,0.0005530174792398053,0.0055275672058702355,0.008421850378714986,0.014636086223338628,0.3066392338345585,0.17003348904727908
bge_full_contamination,strict,0.008585608236346874,0.02843592324793621,0.04328720256216622,0.06533731642585308,0.4245874158960675,0.2538673517433618
bge_full_contamination,semantic,0.0055345192814366395,0.023872186451674788,0.037811109684314385,0.056874963607147784,0.9417787114845938,0.8011411659610367
