strategy,queries,latency_mean_ms,latency_p50_ms,latency_p95_ms
B0_metadata_only,133,0.009919401202210807,0.003032851964235306,0.036765821278095245
B1_bm25_only,133,14.288561247093114,14.185750856995583,14.667615108191967
B2_vector_only,133,13.469012142544178,13.460301328450441,13.753880001604557
B3_vector_postfilter,133,3.4747069169368063,3.4485929645597935,3.631745930761099
B4_prefilter_vector,133,3.2961126101812472,0.6051827222108841,14.28120397031307
B5_hybrid,133,17.13123973949175,14.413543045520782,28.404768370091915
