dataset,clip_id,arm,bytes
VRU,vru_accident:DADA_2000:VRU_158,fusion_stack,124659
VRU,vru_accident:DADA_2000:VRU_159,raw_video,3888702
VRU,vru_accident:DADA_2000:VRU_159,caption_stack,5005
VRU,vru_accident:DADA_2000:VRU_159,center_frame_stack,28252
VRU,vru_accident:DADA_2000:VRU_159,visual_4frame_stack,117530
VRU,vru_accident:DADA_2000:VRU_159,fusion_stack,122535
VRU,vru_accident:DADA_2000:VRU_16,raw_video,5717881
VRU,vru_accident:DADA_2000:VRU_16,caption_stack,5052
VRU,vru_accident:DADA_2000:VRU_16,center_frame_stack,31935
VRU,vru_accident:DADA_2000:VRU_16,visual_4frame_stack,121736
VRU,vru_accident:DADA_2000:VRU_16,fusion_stack,126788
VRU,vru_accident:DADA_2000:VRU_160,raw_video,5761927
VRU,vru_accident:DADA_2000:VRU_160,caption_stack,4984
VRU,vru_accident:DADA_2000:VRU_160,center_frame_stack,32256
VRU,vru_accident:DADA_2000:VRU_160,visual_4frame_stack,132600
VRU,vru_accident:DADA_2000:VRU_160,fusion_stack,137584
VRU,vru_accident:DADA_2000:VRU_161,raw_video,5714871
VRU,vru_accident:DADA_2000:VRU_161,caption_stack,5061
VRU,vru_accident:DADA_2000:VRU_161,center_frame_stack,28114
VRU,vru_accident:DADA_2000:VRU_161,visual_4frame_stack,111670
VRU,vru_accident:DADA_2000:VRU_161,fusion_stack,116731
VRU,vru_accident:DADA_2000:VRU_162,raw_video,4814089
VRU,vru_accident:DADA_2000:VRU_162,caption_stack,4956
VRU,vru_accident:DADA_2000:VRU_162,center_frame_stack,24227
VRU,vru_accident:DADA_2000:VRU_162,visual_4frame_stack,92049
VRU,vru_accident:DADA_2000:VRU_162,fusion_stack,97005
VRU,vru_accident:DADA_2000:VRU_163,raw_video,3730915
VRU,vru_accident:DADA_2000:VRU_163,caption_stack,4876
VRU,vru_accident:DADA_2000:VRU_163,center_frame_stack,30485
VRU,vru_accident:DADA_2000:VRU_163,visual_4frame_stack,122673
VRU,vru_accident:DADA_2000:VRU_163,fusion_stack,127549
VRU,vru_accident:DADA_2000:VRU_164,raw_video,5164081
VRU,vru_accident:DADA_2000:VRU_164,caption_stack,4805
VRU,vru_accident:DADA_2000:VRU_164,center_frame_stack,32885
VRU,vru_accident:DADA_2000:VRU_164,visual_4frame_stack,132553
VRU,vru_accident:DADA_2000:VRU_164,fusion_stack,137358
VRU,vru_accident:DADA_2000:VRU_165,raw_video,7029275
VRU,vru_accident:DADA_2000:VRU_165,caption_stack,4881
VRU,vru_accident:DADA_2000:VRU_165,center_frame_stack,34015
VRU,vru_accident:DADA_2000:VRU_165,visual_4frame_stack,135473
VRU,vru_accident:DADA_2000:VRU_165,fusion_stack,140354
VRU,vru_accident:DADA_2000:VRU_166,raw_video,5409498
VRU,vru_accident:DADA_2000:VRU_166,caption_stack,5033
VRU,vru_accident:DADA_2000:VRU_166,center_frame_stack,33177
VRU,vru_accident:DADA_2000:VRU_166,visual_4frame_stack,129829
VRU,vru_accident:DADA_2000:VRU_166,fusion_stack,134862
VRU,vru_accident:DADA_2000:VRU_167,raw_video,3429058
VRU,vru_accident:DADA_2000:VRU_167,caption_stack,4661
VRU,vru_accident:DADA_2000:VRU_167,center_frame_stack,33084
VRU,vru_accident:DADA_2000:VRU_167,visual_4frame_stack,136458
VRU,vru_accident:DADA_2000:VRU_167,fusion_stack,141119
VRU,vru_accident:DADA_2000:VRU_168,raw_video,4165046
VRU,vru_accident:DADA_2000:VRU_168,caption_stack,5036
VRU,vru_accident:DADA_2000:VRU_168,center_frame_stack,39147
VRU,vru_accident:DADA_2000:VRU_168,visual_4frame_stack,151626
VRU,vru_accident:DADA_2000:VRU_168,fusion_stack,156662
VRU,vru_accident:DADA_2000:VRU_169,raw_video,7454755
VRU,vru_accident:DADA_2000:VRU_169,caption_stack,4870
VRU,vru_accident:DADA_2000:VRU_169,center_frame_stack,35137
VRU,vru_accident:DADA_2000:VRU_169,visual_4frame_stack,141076
VRU,vru_accident:DADA_2000:VRU_169,fusion_stack,145946
VRU,vru_accident:DADA_2000:VRU_17,raw_video,18392084
VRU,vru_accident:DADA_2000:VRU_17,caption_stack,4922
VRU,vru_accident:DADA_2000:VRU_17,center_frame_stack,41355
VRU,vru_accident:DADA_2000:VRU_17,visual_4frame_stack,147462
VRU,vru_accident:DADA_2000:VRU_17,fusion_stack,152384
VRU,vru_accident:DADA_2000:VRU_170,raw_video,3416932
VRU,vru_accident:DADA_2000:VRU_170,caption_stack,4925
VRU,vru_accident:DADA_2000:VRU_170,center_frame_stack,30585
VRU,vru_accident:DADA_2000:VRU_170,visual_4frame_stack,121309
VRU,vru_accident:DADA_2000:VRU_170,fusion_stack,126234
VRU,vru_accident:DADA_2000:VRU_171,raw_video,3491817
VRU,vru_accident:DADA_2000:VRU_171,caption_stack,5101
VRU,vru_accident:DADA_2000:VRU_171,center_frame_stack,40473
VRU,vru_accident:DADA_2000:VRU_171,visual_4frame_stack,160194
VRU,vru_accident:DADA_2000:VRU_171,fusion_stack,165295
VRU,vru_accident:DADA_2000:VRU_172,raw_video,3070637
VRU,vru_accident:DADA_2000:VRU_172,caption_stack,5163
VRU,vru_accident:DADA_2000:VRU_172,center_frame_stack,30974
VRU,vru_accident:DADA_2000:VRU_172,visual_4frame_stack,124161
VRU,vru_accident:DADA_2000:VRU_172,fusion_stack,129324
VRU,vru_accident:DADA_2000:VRU_173,raw_video,3348592
VRU,vru_accident:DADA_2000:VRU_173,caption_stack,4998
VRU,vru_accident:DADA_2000:VRU_173,center_frame_stack,24240
VRU,vru_accident:DADA_2000:VRU_173,visual_4frame_stack,100099
VRU,vru_accident:DADA_2000:VRU_173,fusion_stack,105097
VRU,vru_accident:DADA_2000:VRU_174,raw_video,5326457
VRU,vru_accident:DADA_2000:VRU_174,caption_stack,5003
VRU,vru_accident:DADA_2000:VRU_174,center_frame_stack,33854
VRU,vru_accident:DADA_2000:VRU_174,visual_4frame_stack,132080
VRU,vru_accident:DADA_2000:VRU_174,fusion_stack,137083
VRU,vru_accident:DADA_2000:VRU_175,raw_video,6397531
VRU,vru_accident:DADA_2000:VRU_175,caption_stack,4868
VRU,vru_accident:DADA_2000:VRU_175,center_frame_stack,24691
VRU,vru_accident:DADA_2000:VRU_175,visual_4frame_stack,96748
VRU,vru_accident:DADA_2000:VRU_175,fusion_stack,101616
VRU,vru_accident:DADA_2000:VRU_176,raw_video,5521483
VRU,vru_accident:DADA_2000:VRU_176,caption_stack,4643
VRU,vru_accident:DADA_2000:VRU_176,center_frame_stack,28757
VRU,vru_accident:DADA_2000:VRU_176,visual_4frame_stack,121366
VRU,vru_accident:DADA_2000:VRU_176,fusion_stack,126009
VRU,vru_accident:DADA_2000:VRU_177,raw_video,5402212
VRU,vru_accident:DADA_2000:VRU_177,caption_stack,4736
VRU,vru_accident:DADA_2000:VRU_177,center_frame_stack,26947
VRU,vru_accident:DADA_2000:VRU_177,visual_4frame_stack,111843
VRU,vru_accident:DADA_2000:VRU_177,fusion_stack,116579
VRU,vru_accident:DADA_2000:VRU_178,raw_video,4236612
VRU,vru_accident:DADA_2000:VRU_178,caption_stack,4841
VRU,vru_accident:DADA_2000:VRU_178,center_frame_stack,28274
VRU,vru_accident:DADA_2000:VRU_178,visual_4frame_stack,122428
VRU,vru_accident:DADA_2000:VRU_178,fusion_stack,127269
VRU,vru_accident:DADA_2000:VRU_179,raw_video,2649653
VRU,vru_accident:DADA_2000:VRU_179,caption_stack,4815
VRU,vru_accident:DADA_2000:VRU_179,center_frame_stack,36159
VRU,vru_accident:DADA_2000:VRU_179,visual_4frame_stack,143085
VRU,vru_accident:DADA_2000:VRU_179,fusion_stack,147900
VRU,vru_accident:DADA_2000:VRU_18,raw_video,6347046
VRU,vru_accident:DADA_2000:VRU_18,caption_stack,4943
VRU,vru_accident:DADA_2000:VRU_18,center_frame_stack,33420
VRU,vru_accident:DADA_2000:VRU_18,visual_4frame_stack,120630
VRU,vru_accident:DADA_2000:VRU_18,fusion_stack,125573
VRU,vru_accident:DADA_2000:VRU_180,raw_video,7118727
VRU,vru_accident:DADA_2000:VRU_180,caption_stack,5028
VRU,vru_accident:DADA_2000:VRU_180,center_frame_stack,35026
VRU,vru_accident:DADA_2000:VRU_180,visual_4frame_stack,136546
VRU,vru_accident:DADA_2000:VRU_180,fusion_stack,141574
VRU,vru_accident:DADA_2000:VRU_181,raw_video,4863772
VRU,vru_accident:DADA_2000:VRU_181,caption_stack,5197
VRU,vru_accident:DADA_2000:VRU_181,center_frame_stack,42293
VRU,vru_accident:DADA_2000:VRU_181,visual_4frame_stack,161944
VRU,vru_accident:DADA_2000:VRU_181,fusion_stack,167141
VRU,vru_accident:DADA_2000:VRU_182,raw_video,3157070
VRU,vru_accident:DADA_2000:VRU_182,caption_stack,4811
VRU,vru_accident:DADA_2000:VRU_182,center_frame_stack,37224
VRU,vru_accident:DADA_2000:VRU_182,visual_4frame_stack,141004
VRU,vru_accident:DADA_2000:VRU_182,fusion_stack,145815
VRU,vru_accident:DADA_2000:VRU_183,raw_video,6519817
VRU,vru_accident:DADA_2000:VRU_183,caption_stack,5110
VRU,vru_accident:DADA_2000:VRU_183,center_frame_stack,30336
VRU,vru_accident:DADA_2000:VRU_183,visual_4frame_stack,120773
VRU,vru_accident:DADA_2000:VRU_183,fusion_stack,125883
VRU,vru_accident:DADA_2000:VRU_184,raw_video,7461544
VRU,vru_accident:DADA_2000:VRU_184,caption_stack,5092
VRU,vru_accident:DADA_2000:VRU_184,center_frame_stack,30357
VRU,vru_accident:DADA_2000:VRU_184,visual_4frame_stack,125559
VRU,vru_accident:DADA_2000:VRU_184,fusion_stack,130651
VRU,vru_accident:DADA_2000:VRU_185,raw_video,6210655
VRU,vru_accident:DADA_2000:VRU_185,caption_stack,4880
VRU,vru_accident:DADA_2000:VRU_185,center_frame_stack,23929
VRU,vru_accident:DADA_2000:VRU_185,visual_4frame_stack,101764
VRU,vru_accident:DADA_2000:VRU_185,fusion_stack,106644
VRU,vru_accident:DADA_2000:VRU_186,raw_video,5412701
VRU,vru_accident:DADA_2000:VRU_186,caption_stack,5144
VRU,vru_accident:DADA_2000:VRU_186,center_frame_stack,25109
VRU,vru_accident:DADA_2000:VRU_186,visual_4frame_stack,103736
VRU,vru_accident:DADA_2000:VRU_186,fusion_stack,108880
VRU,vru_accident:DADA_2000:VRU_187,raw_video,8611766
VRU,vru_accident:DADA_2000:VRU_187,caption_stack,4981
VRU,vru_accident:DADA_2000:VRU_187,center_frame_stack,23934
VRU,vru_accident:DADA_2000:VRU_187,visual_4frame_stack,101657
VRU,vru_accident:DADA_2000:VRU_187,fusion_stack,106638
VRU,vru_accident:DADA_2000:VRU_188,raw_video,3918603
VRU,vru_accident:DADA_2000:VRU_188,caption_stack,5124
VRU,vru_accident:DADA_2000:VRU_188,center_frame_stack,30159
VRU,vru_accident:DADA_2000:VRU_188,visual_4frame_stack,118050
VRU,vru_accident:DADA_2000:VRU_188,fusion_stack,123174
VRU,vru_accident:DADA_2000:VRU_189,raw_video,4385083
VRU,vru_accident:DADA_2000:VRU_189,caption_stack,4983
VRU,vru_accident:DADA_2000:VRU_189,center_frame_stack,28799
VRU,vru_accident:DADA_2000:VRU_189,visual_4frame_stack,115328
VRU,vru_accident:DADA_2000:VRU_189,fusion_stack,120311
VRU,vru_accident:DADA_2000:VRU_19,raw_video,4752014
VRU,vru_accident:DADA_2000:VRU_19,caption_stack,5161
VRU,vru_accident:DADA_2000:VRU_19,center_frame_stack,26377
VRU,vru_accident:DADA_2000:VRU_19,visual_4frame_stack,115061
VRU,vru_accident:DADA_2000:VRU_19,fusion_stack,120222
VRU,vru_accident:DADA_2000:VRU_190,raw_video,3324091
VRU,vru_accident:DADA_2000:VRU_190,caption_stack,5104
VRU,vru_accident:DADA_2000:VRU_190,center_frame_stack,29836
VRU,vru_accident:DADA_2000:VRU_190,visual_4frame_stack,119682
VRU,vru_accident:DADA_2000:VRU_190,fusion_stack,124786
VRU,vru_accident:DADA_2000:VRU_191,raw_video,6594920
VRU,vru_accident:DADA_2000:VRU_191,caption_stack,4892
VRU,vru_accident:DADA_2000:VRU_191,center_frame_stack,34655
VRU,vru_accident:DADA_2000:VRU_191,visual_4frame_stack,133138
VRU,vru_accident:DADA_2000:VRU_191,fusion_stack,138030
VRU,vru_accident:DADA_2000:VRU_192,raw_video,7002304
VRU,vru_accident:DADA_2000:VRU_192,caption_stack,4941
VRU,vru_accident:DADA_2000:VRU_192,center_frame_stack,29268
VRU,vru_accident:DADA_2000:VRU_192,visual_4frame_stack,111465
VRU,vru_accident:DADA_2000:VRU_192,fusion_stack,116406
VRU,vru_accident:DADA_2000:VRU_193,raw_video,7138024
VRU,vru_accident:DADA_2000:VRU_193,caption_stack,4871
VRU,vru_accident:DADA_2000:VRU_193,center_frame_stack,33125
VRU,vru_accident:DADA_2000:VRU_193,visual_4frame_stack,137805
VRU,vru_accident:DADA_2000:VRU_193,fusion_stack,142676
VRU,vru_accident:DADA_2000:VRU_194,raw_video,9650086
VRU,vru_accident:DADA_2000:VRU_194,caption_stack,5049
VRU,vru_accident:DADA_2000:VRU_194,center_frame_stack,29227
VRU,vru_accident:DADA_2000:VRU_194,visual_4frame_stack,117282
VRU,vru_accident:DADA_2000:VRU_194,fusion_stack,122331
VRU,vru_accident:DADA_2000:VRU_195,raw_video,5546683
VRU,vru_accident:DADA_2000:VRU_195,caption_stack,5229
VRU,vru_accident:DADA_2000:VRU_195,center_frame_stack,38090
VRU,vru_accident:DADA_2000:VRU_195,visual_4frame_stack,149453
VRU,vru_accident:DADA_2000:VRU_195,fusion_stack,154682
VRU,vru_accident:DADA_2000:VRU_196,raw_video,3341109
VRU,vru_accident:DADA_2000:VRU_196,caption_stack,4765
VRU,vru_accident:DADA_2000:VRU_196,center_frame_stack,17105
VRU,vru_accident:DADA_2000:VRU_196,visual_4frame_stack,70584
VRU,vru_accident:DADA_2000:VRU_196,fusion_stack,75349
VRU,vru_accident:DADA_2000:VRU_197,raw_video,5607010
VRU,vru_accident:DADA_2000:VRU_197,caption_stack,4501
VRU,vru_accident:DADA_2000:VRU_197,center_frame_stack,25138
VRU,vru_accident:DADA_2000:VRU_197,visual_4frame_stack,96267
VRU,vru_accident:DADA_2000:VRU_197,fusion_stack,100768
VRU,vru_accident:DADA_2000:VRU_198,raw_video,6173422
VRU,vru_accident:DADA_2000:VRU_198,caption_stack,4949
VRU,vru_accident:DADA_2000:VRU_198,center_frame_stack,24968
VRU,vru_accident:DADA_2000:VRU_198,visual_4frame_stack,96429
VRU,vru_accident:DADA_2000:VRU_198,fusion_stack,101378
VRU,vru_accident:DADA_2000:VRU_199,raw_video,7405405
VRU,vru_accident:DADA_2000:VRU_199,caption_stack,5155
VRU,vru_accident:DADA_2000:VRU_199,center_frame_stack,35385
VRU,vru_accident:DADA_2000:VRU_199,visual_4frame_stack,138967
VRU,vru_accident:DADA_2000:VRU_199,fusion_stack,144122
VRU,vru_accident:DADA_2000:VRU_2,raw_video,5232443
VRU,vru_accident:DADA_2000:VRU_2,caption_stack,5123
VRU,vru_accident:DADA_2000:VRU_2,center_frame_stack,29446
VRU,vru_accident:DADA_2000:VRU_2,visual_4frame_stack,120872
VRU,vru_accident:DADA_2000:VRU_2,fusion_stack,125995
VRU,vru_accident:DADA_2000:VRU_20,raw_video,4159452
VRU,vru_accident:DADA_2000:VRU_20,caption_stack,4899
VRU,vru_accident:DADA_2000:VRU_20,center_frame_stack,14513
VRU,vru_accident:DADA_2000:VRU_20,visual_4frame_stack,54224
VRU,vru_accident:DADA_2000:VRU_20,fusion_stack,59123
VRU,vru_accident:DADA_2000:VRU_200,raw_video,5048758
VRU,vru_accident:DADA_2000:VRU_200,caption_stack,4932
VRU,vru_accident:DADA_2000:VRU_200,center_frame_stack,31895
VRU,vru_accident:DADA_2000:VRU_200,visual_4frame_stack,132249
VRU,vru_accident:DADA_2000:VRU_200,fusion_stack,137181
VRU,vru_accident:DADA_2000:VRU_201,raw_video,3375604
VRU,vru_accident:DADA_2000:VRU_201,caption_stack,5254
VRU,vru_accident:DADA_2000:VRU_201,center_frame_stack,33031
VRU,vru_accident:DADA_2000:VRU_201,visual_4frame_stack,126470
VRU,vru_accident:DADA_2000:VRU_201,fusion_stack,131724
VRU,vru_accident:DADA_2000:VRU_202,raw_video,3859613
VRU,vru_accident:DADA_2000:VRU_202,caption_stack,5080
VRU,vru_accident:DADA_2000:VRU_202,center_frame_stack,31982
VRU,vru_accident:DADA_2000:VRU_202,visual_4frame_stack,133974
VRU,vru_accident:DADA_2000:VRU_202,fusion_stack,139054
VRU,vru_accident:DADA_2000:VRU_203,raw_video,3805006
VRU,vru_accident:DADA_2000:VRU_203,caption_stack,5282
VRU,vru_accident:DADA_2000:VRU_203,center_frame_stack,31492
VRU,vru_accident:DADA_2000:VRU_203,visual_4frame_stack,124257
VRU,vru_accident:DADA_2000:VRU_203,fusion_stack,129539
VRU,vru_accident:DADA_2000:VRU_204,raw_video,3812361
VRU,vru_accident:DADA_2000:VRU_204,caption_stack,5171
VRU,vru_accident:DADA_2000:VRU_204,center_frame_stack,33564
VRU,vru_accident:DADA_2000:VRU_204,visual_4frame_stack,125323
VRU,vru_accident:DADA_2000:VRU_204,fusion_stack,130494
VRU,vru_accident:DADA_2000:VRU_205,raw_video,7161498
VRU,vru_accident:DADA_2000:VRU_205,caption_stack,5245
VRU,vru_accident:DADA_2000:VRU_205,center_frame_stack,35630
VRU,vru_accident:DADA_2000:VRU_205,visual_4frame_stack,141328
VRU,vru_accident:DADA_2000:VRU_205,fusion_stack,146573
VRU,vru_accident:DADA_2000:VRU_206,raw_video,2041920
VRU,vru_accident:DADA_2000:VRU_206,caption_stack,5010
VRU,vru_accident:DADA_2000:VRU_206,center_frame_stack,28255
VRU,vru_accident:DADA_2000:VRU_206,visual_4frame_stack,116836
VRU,vru_accident:DADA_2000:VRU_206,fusion_stack,121846
VRU,vru_accident:DADA_2000:VRU_207,raw_video,15037723
VRU,vru_accident:DADA_2000:VRU_207,caption_stack,5018
VRU,vru_accident:DADA_2000:VRU_207,center_frame_stack,29538
VRU,vru_accident:DADA_2000:VRU_207,visual_4frame_stack,113706
VRU,vru_accident:DADA_2000:VRU_207,fusion_stack,118724
VRU,vru_accident:DADA_2000:VRU_208,raw_video,7433763
VRU,vru_accident:DADA_2000:VRU_208,caption_stack,4906
VRU,vru_accident:DADA_2000:VRU_208,center_frame_stack,33784
VRU,vru_accident:DADA_2000:VRU_208,visual_4frame_stack,137117
VRU,vru_accident:DADA_2000:VRU_208,fusion_stack,142023
VRU,vru_accident:DADA_2000:VRU_209,raw_video,3783817
VRU,vru_accident:DADA_2000:VRU_209,caption_stack,4905
VRU,vru_accident:DADA_2000:VRU_209,center_frame_stack,32511
VRU,vru_accident:DADA_2000:VRU_209,visual_4frame_stack,135421
VRU,vru_accident:DADA_2000:VRU_209,fusion_stack,140326
VRU,vru_accident:DADA_2000:VRU_21,raw_video,3188359
VRU,vru_accident:DADA_2000:VRU_21,caption_stack,4955
VRU,vru_accident:DADA_2000:VRU_21,center_frame_stack,28198
VRU,vru_accident:DADA_2000:VRU_21,visual_4frame_stack,111414
VRU,vru_accident:DADA_2000:VRU_21,fusion_stack,116369
VRU,vru_accident:DADA_2000:VRU_210,raw_video,3039387
VRU,vru_accident:DADA_2000:VRU_210,caption_stack,4827
VRU,vru_accident:DADA_2000:VRU_210,center_frame_stack,32974
VRU,vru_accident:DADA_2000:VRU_210,visual_4frame_stack,142692
VRU,vru_accident:DADA_2000:VRU_210,fusion_stack,147519
VRU,vru_accident:DADA_2000:VRU_211,raw_video,4359140
VRU,vru_accident:DADA_2000:VRU_211,caption_stack,4869
VRU,vru_accident:DADA_2000:VRU_211,center_frame_stack,31701
VRU,vru_accident:DADA_2000:VRU_211,visual_4frame_stack,119928
VRU,vru_accident:DADA_2000:VRU_211,fusion_stack,124797
VRU,vru_accident:DADA_2000:VRU_212,raw_video,8929285
VRU,vru_accident:DADA_2000:VRU_212,caption_stack,4839
VRU,vru_accident:DADA_2000:VRU_212,center_frame_stack,33861
VRU,vru_accident:DADA_2000:VRU_212,visual_4frame_stack,124289
VRU,vru_accident:DADA_2000:VRU_212,fusion_stack,129128
VRU,vru_accident:DADA_2000:VRU_213,raw_video,5964724
VRU,vru_accident:DADA_2000:VRU_213,caption_stack,4912
VRU,vru_accident:DADA_2000:VRU_213,center_frame_stack,25627
VRU,vru_accident:DADA_2000:VRU_213,visual_4frame_stack,88619
VRU,vru_accident:DADA_2000:VRU_213,fusion_stack,93531
VRU,vru_accident:DADA_2000:VRU_214,raw_video,9409587
VRU,vru_accident:DADA_2000:VRU_214,caption_stack,5032
VRU,vru_accident:DADA_2000:VRU_214,center_frame_stack,36091
VRU,vru_accident:DADA_2000:VRU_214,visual_4frame_stack,137077
VRU,vru_accident:DADA_2000:VRU_214,fusion_stack,142109
VRU,vru_accident:DADA_2000:VRU_215,raw_video,4182183
VRU,vru_accident:DADA_2000:VRU_215,caption_stack,4639
VRU,vru_accident:DADA_2000:VRU_215,center_frame_stack,34836
VRU,vru_accident:DADA_2000:VRU_215,visual_4frame_stack,150258
VRU,vru_accident:DADA_2000:VRU_215,fusion_stack,154897
VRU,vru_accident:DADA_2000:VRU_216,raw_video,3712722
VRU,vru_accident:DADA_2000:VRU_216,caption_stack,5269
VRU,vru_accident:DADA_2000:VRU_216,center_frame_stack,22000
VRU,vru_accident:DADA_2000:VRU_216,visual_4frame_stack,89688
VRU,vru_accident:DADA_2000:VRU_216,fusion_stack,94957
VRU,vru_accident:DADA_2000:VRU_217,raw_video,3407940
VRU,vru_accident:DADA_2000:VRU_217,caption_stack,4834
VRU,vru_accident:DADA_2000:VRU_217,center_frame_stack,34591
VRU,vru_accident:DADA_2000:VRU_217,visual_4frame_stack,137564
VRU,vru_accident:DADA_2000:VRU_217,fusion_stack,142398
VRU,vru_accident:DADA_2000:VRU_218,raw_video,5017879
VRU,vru_accident:DADA_2000:VRU_218,caption_stack,4894
VRU,vru_accident:DADA_2000:VRU_218,center_frame_stack,30690
VRU,vru_accident:DADA_2000:VRU_218,visual_4frame_stack,124556
VRU,vru_accident:DADA_2000:VRU_218,fusion_stack,129450
VRU,vru_accident:DADA_2000:VRU_219,raw_video,5391329
VRU,vru_accident:DADA_2000:VRU_219,caption_stack,4887
VRU,vru_accident:DADA_2000:VRU_219,center_frame_stack,23295
VRU,vru_accident:DADA_2000:VRU_219,visual_4frame_stack,99846
VRU,vru_accident:DADA_2000:VRU_219,fusion_stack,104733
VRU,vru_accident:DADA_2000:VRU_22,raw_video,6907768
VRU,vru_accident:DADA_2000:VRU_22,caption_stack,5216
VRU,vru_accident:DADA_2000:VRU_22,center_frame_stack,32456
VRU,vru_accident:DADA_2000:VRU_22,visual_4frame_stack,130611
VRU,vru_accident:DADA_2000:VRU_22,fusion_stack,135827
VRU,vru_accident:DADA_2000:VRU_220,raw_video,4950050
VRU,vru_accident:DADA_2000:VRU_220,caption_stack,4804
VRU,vru_accident:DADA_2000:VRU_220,center_frame_stack,33423
VRU,vru_accident:DADA_2000:VRU_220,visual_4frame_stack,137808
VRU,vru_accident:DADA_2000:VRU_220,fusion_stack,142612
VRU,vru_accident:DADA_2000:VRU_221,raw_video,5170942
VRU,vru_accident:DADA_2000:VRU_221,caption_stack,4935
VRU,vru_accident:DADA_2000:VRU_221,center_frame_stack,42957
VRU,vru_accident:DADA_2000:VRU_221,visual_4frame_stack,174647
VRU,vru_accident:DADA_2000:VRU_221,fusion_stack,179582
VRU,vru_accident:DADA_2000:VRU_222,raw_video,3434274
VRU,vru_accident:DADA_2000:VRU_222,caption_stack,5232
VRU,vru_accident:DADA_2000:VRU_222,center_frame_stack,37734
VRU,vru_accident:DADA_2000:VRU_222,visual_4frame_stack,142694
VRU,vru_accident:DADA_2000:VRU_222,fusion_stack,147926
VRU,vru_accident:DADA_2000:VRU_223,raw_video,10526121
VRU,vru_accident:DADA_2000:VRU_223,caption_stack,4775
VRU,vru_accident:DADA_2000:VRU_223,center_frame_stack,41651
VRU,vru_accident:DADA_2000:VRU_223,visual_4frame_stack,165721
VRU,vru_accident:DADA_2000:VRU_223,fusion_stack,170496
VRU,vru_accident:DADA_2000:VRU_23,raw_video,7248294
VRU,vru_accident:DADA_2000:VRU_23,caption_stack,5200
VRU,vru_accident:DADA_2000:VRU_23,center_frame_stack,34162
VRU,vru_accident:DADA_2000:VRU_23,visual_4frame_stack,140386
VRU,vru_accident:DADA_2000:VRU_23,fusion_stack,145586
VRU,vru_accident:DADA_2000:VRU_24,raw_video,3713791
VRU,vru_accident:DADA_2000:VRU_24,caption_stack,4881
VRU,vru_accident:DADA_2000:VRU_24,center_frame_stack,22309
VRU,vru_accident:DADA_2000:VRU_24,visual_4frame_stack,88007
VRU,vru_accident:DADA_2000:VRU_24,fusion_stack,92888
VRU,vru_accident:DADA_2000:VRU_25,raw_video,2433888
VRU,vru_accident:DADA_2000:VRU_25,caption_stack,5004
VRU,vru_accident:DADA_2000:VRU_25,center_frame_stack,26317
VRU,vru_accident:DADA_2000:VRU_25,visual_4frame_stack,101691
VRU,vru_accident:DADA_2000:VRU_25,fusion_stack,106695
VRU,vru_accident:DADA_2000:VRU_26,raw_video,3363422
VRU,vru_accident:DADA_2000:VRU_26,caption_stack,4867
VRU,vru_accident:DADA_2000:VRU_26,center_frame_stack,31976
VRU,vru_accident:DADA_2000:VRU_26,visual_4frame_stack,123581
VRU,vru_accident:DADA_2000:VRU_26,fusion_stack,128448
VRU,vru_accident:DADA_2000:VRU_27,raw_video,4673771
VRU,vru_accident:DADA_2000:VRU_27,caption_stack,4751
VRU,vru_accident:DADA_2000:VRU_27,center_frame_stack,30471
VRU,vru_accident:DADA_2000:VRU_27,visual_4frame_stack,124472
VRU,vru_accident:DADA_2000:VRU_27,fusion_stack,129223
VRU,vru_accident:DADA_2000:VRU_28,raw_video,3111899
VRU,vru_accident:DADA_2000:VRU_28,caption_stack,5143
VRU,vru_accident:DADA_2000:VRU_28,center_frame_stack,21687
VRU,vru_accident:DADA_2000:VRU_28,visual_4frame_stack,97324
VRU,vru_accident:DADA_2000:VRU_28,fusion_stack,102467
VRU,vru_accident:DADA_2000:VRU_29,raw_video,3483664
VRU,vru_accident:DADA_2000:VRU_29,caption_stack,4907
VRU,vru_accident:DADA_2000:VRU_29,center_frame_stack,22389
VRU,vru_accident:DADA_2000:VRU_29,visual_4frame_stack,87205
VRU,vru_accident:DADA_2000:VRU_29,fusion_stack,92112
VRU,vru_accident:DADA_2000:VRU_3,raw_video,3221485
VRU,vru_accident:DADA_2000:VRU_3,caption_stack,5054
VRU,vru_accident:DADA_2000:VRU_3,center_frame_stack,22336
VRU,vru_accident:DADA_2000:VRU_3,visual_4frame_stack,93132
VRU,vru_accident:DADA_2000:VRU_3,fusion_stack,98186
VRU,vru_accident:DADA_2000:VRU_30,raw_video,4970126
VRU,vru_accident:DADA_2000:VRU_30,caption_stack,5189
VRU,vru_accident:DADA_2000:VRU_30,center_frame_stack,32500
VRU,vru_accident:DADA_2000:VRU_30,visual_4frame_stack,124744
VRU,vru_accident:DADA_2000:VRU_30,fusion_stack,129933
VRU,vru_accident:DADA_2000:VRU_31,raw_video,4498878
VRU,vru_accident:DADA_2000:VRU_31,caption_stack,4859
VRU,vru_accident:DADA_2000:VRU_31,center_frame_stack,39090
VRU,vru_accident:DADA_2000:VRU_31,visual_4frame_stack,150946
VRU,vru_accident:DADA_2000:VRU_31,fusion_stack,155805
VRU,vru_accident:DADA_2000:VRU_32,raw_video,3946080
VRU,vru_accident:DADA_2000:VRU_32,caption_stack,4900
