strategy,queries,latency_mean_ms,latency_p50_ms,latency_p95_ms
B0_metadata_only,85,0.1031195032684242,0.11516828089952469,0.1840563490986824
B1_bm25_only,85,27.25802529055406,26.203393004834652,30.995689239352938
B2_vector_only,85,22.759572695940733,22.565593011677265,24.609312415122986
B3_vector_postfilter,85,4.9972685437430355,5.051566753536463,5.4602112621068954
B4_prefilter_vector,85,17.060344447107877,19.91026196628809,37.50942694023251
B5_hybrid,85,42.91213223272387,44.116762932389975,67.49603506177662
