family,scoring,candidate,baseline,queries,clusters,mean_delta,query_ci_lo,query_ci_hi,cluster_ci_lo,cluster_ci_hi,p_query,p_cluster,wins,ties,losses,q_query_bh,q_cluster_bh
search,semantic,joint_image_caption__B4_prefilter__flat,joint_image_caption__B2_vector__flat,85,25,-0.03526370287810726,-0.06476568314622809,-0.005912832806091951,-0.06763117052127206,-0.0024119040820472257,0.0202,0.0338,26,21,38,0.04443999999999999,0.09294999999999999
search,strict,multi_frame__B3_postfilter__flat,multi_frame__B2_vector__flat,85,25,0.14668307611440115,0.11463397337409058,0.18047473767850528,0.09771273862088749,0.18803414794957146,0.0,0.0,56,29,0,0.0,0.0
search,semantic,multi_frame__B3_postfilter__flat,multi_frame__B2_vector__flat,85,25,-0.10734061709415611,-0.15716564810788827,-0.059364482357463735,-0.184924033716756,-0.026122608790740038,0.0,0.005,21,23,41,0.0,0.055
search,strict,multi_frame__B4_prefilter__flat,multi_frame__B2_vector__flat,85,25,0.1611629876783004,0.1288526641062118,0.1951540977141611,0.10479797200525282,0.2093409675262859,0.0,0.0,62,23,0,0.0,0.0
search,semantic,multi_frame__B4_prefilter__flat,multi_frame__B2_vector__flat,85,25,-0.09323622877139032,-0.13984734812084337,-0.04819761210585313,-0.1628677526539001,-0.018649845403616163,0.0,0.0118,23,22,40,0.0,0.0649
search,strict,dual__B3_postfilter__flat,dual__B2_vector__flat,85,25,0.1598227103895248,0.12736906952860216,0.19348420988558218,0.1028561859996723,0.20777050477583595,0.0,0.0,62,20,3,0.0,0.0
search,semantic,dual__B3_postfilter__flat,dual__B2_vector__flat,85,25,-0.04869203831980021,-0.09001796373485403,-0.00860659680541474,-0.11660995455890301,0.022034041618725943,0.0174,0.195,35,11,39,0.04443999999999999,0.3575
search,strict,dual__B4_prefilter__flat,dual__B2_vector__flat,85,25,0.15910042878923839,0.12492004122501901,0.194956517029781,0.10106599972821122,0.20740228987706974,0.0,0.0,63,14,8,0.0,0.0
search,semantic,dual__B4_prefilter__flat,dual__B2_vector__flat,85,25,-0.05035956784727421,-0.09700389546392446,-0.00545437631638671,-0.1279982026992845,0.03006628056952628,0.028,0.2418,37,9,39,0.051333333333333335,0.3799714285714285
index,strict,caption__B2_vector__hnsw_ef64,caption__B2_vector__flat,85,25,0.0008913509849792706,3.73764527339793e-05,0.0024849147703864104,3.893762537210685e-05,0.002816265236120423,0.0322,0.0248,4,81,0,0.17386666666666667,0.13136842105263158
index,semantic,caption__B2_vector__hnsw_ef64,caption__B2_vector__flat,85,25,0.004835849024959978,0.0016772072988773877,0.008709664101079055,0.00125532874028681,0.009366956990700167,0.0,0.001,10,75,0,0.0,0.013714285714285715
index,strict,caption__B3_postfilter__hnsw_ef64,caption__B3_postfilter__flat,85,25,0.004430073992366674,-0.0020774973391924642,0.010823795074133018,-0.00038931629100254407,0.00901131799832075,0.177,0.07,14,65,6,0.42479999999999996,0.25134545454545454
index,semantic,caption__B3_postfilter__hnsw_ef64,caption__B3_postfilter__flat,85,25,0.004430073992366674,-0.0020774973391924642,0.010823795074133018,-0.00038931629100254407,0.00901131799832075,0.177,0.07,14,65,6,0.36153191489361697,0.2488888888888889
