family,scoring,candidate,baseline,queries,clusters,mean_delta,query_ci_lo,query_ci_hi,cluster_ci_lo,cluster_ci_hi,p_query,p_cluster,wins,ties,losses,q_query_bh,q_cluster_bh
index,strict,caption__B4_prefilter__hnsw_ef64,caption__B4_prefilter__flat,85,25,0.002836164474065829,-0.004691714350917568,0.010314268694973433,-0.001778961732350968,0.00854331089372497,0.45,0.3136,16,61,8,0.8150943396226416,0.5903058823529411
index,semantic,caption__B4_prefilter__hnsw_ef64,caption__B4_prefilter__flat,85,25,0.003310784753517447,-0.004027284261110294,0.01058334423901448,-0.001261789360194017,0.008715374294593431,0.3666,0.2058,16,61,8,0.5676387096774193,0.4169142857142857
index,strict,caption__B5_lexical_vector_hybrid__hnsw_ef64,caption__B5_lexical_vector_hybrid__flat,85,25,0.006978472076925828,-0.006487274917284462,0.020988971961571123,-0.004692490147578174,0.020150982308735462,0.3062,0.2542,28,39,18,0.5652923076923078,0.5084
index,semantic,caption__B5_lexical_vector_hybrid__hnsw_ef64,caption__B5_lexical_vector_hybrid__flat,85,25,0.0072080195445558375,-0.006127394103791057,0.02110643817438483,-0.004421435057760441,0.020144717174818645,0.288,0.2376,28,39,18,0.4633180327868852,0.4344888888888889
index,strict,representative_frame__B2_vector__hnsw_ef64,representative_frame__B2_vector__flat,85,25,-0.0016963799543030745,-0.005182084636630541,9.294477372131744e-05,-0.006117738807133278,8.144645119909261e-05,0.7338,0.7418,1,83,1,0.9115076923076924,0.9040799999999999
index,semantic,representative_frame__B2_vector__hnsw_ef64,representative_frame__B2_vector__flat,85,25,-0.002812688795974008,-0.00790882669154657,0.0007794614524045771,-0.00852868325792665,0.001051654340545858,0.1816,0.178,1,81,3,0.3632,0.41462857142857146
index,strict,representative_frame__B3_postfilter__hnsw_ef64,representative_frame__B3_postfilter__flat,85,25,0.0010507090152475625,-0.0090364282337428,0.01181559039860643,-0.007330592174936965,0.009907643676332165,0.8452,0.7772,13,63,9,0.9532363636363637,0.9098926829268292
index,semantic,representative_frame__B3_postfilter__hnsw_ef64,representative_frame__B3_postfilter__flat,85,25,0.0015417601582049948,-0.008254750683170359,0.012114484763444464,-0.006080256026585425,0.009890893169858073,0.7642,0.682,13,63,9,0.852744827586207,0.8326857142857143
index,strict,representative_frame__B4_prefilter__hnsw_ef64,representative_frame__B4_prefilter__flat,85,25,0.0025107427973175014,-0.011232546318423122,0.016170085368682093,-0.0027672820024927792,0.008991339768215036,0.7132,0.3768,16,58,11,0.9115076923076924,0.6569142857142857
index,semantic,representative_frame__B4_prefilter__hnsw_ef64,representative_frame__B4_prefilter__flat,85,25,0.0028154846316418075,-0.010758011389751269,0.016294368946396125,-0.002495040945808963,0.009243201841429518,0.6708,0.3168,16,58,11,0.852744827586207,0.52032
index,strict,joint_image_caption__B2_vector__hnsw_ef64,joint_image_caption__B2_vector__flat,85,25,0.0008539745322452911,0.0,0.00245642892565472,0.0,0.0022695582758854994,0.2592,0.249,2,83,0,0.5129142857142857,0.5084
index,semantic,joint_image_caption__B2_vector__hnsw_ef64,joint_image_caption__B2_vector__flat,85,25,0.0011182979668129121,-0.0011645180694134795,0.0037797757585546665,-0.0011377658300494697,0.0037683525601706572,0.3794,0.3644,4,80,1,0.5781333333333334,0.5734819672131147
index,strict,joint_image_caption__B3_postfilter__hnsw_ef64,joint_image_caption__B3_postfilter__flat,85,25,0.005587937347259514,0.00010262548505939139,0.01154080397461535,0.001481418151112118,0.010522036659245709,0.0462,0.0028,14,68,3,0.22176,0.026879999999999998
index,semantic,joint_image_caption__B3_postfilter__hnsw_ef64,joint_image_caption__B3_postfilter__flat,85,25,0.005587937347259514,0.00010262548505939139,0.01154080397461535,0.001481418151112118,0.010522036659245709,0.0462,0.0028,14,68,3,0.1713230769230769,0.03316363636363637
index,strict,joint_image_caption__B4_prefilter__hnsw_ef64,joint_image_caption__B4_prefilter__flat,85,25,0.0018065414162149829,-0.0049189997744051375,0.00818565676194247,-0.0021270664218979276,0.006567830543683735,0.5736,0.3752,13,68,4,0.9115076923076924,0.6569142857142857
index,semantic,joint_image_caption__B4_prefilter__hnsw_ef64,joint_image_caption__B4_prefilter__flat,85,25,0.00222460496375404,-0.004160346390627744,0.008396902151937382,-0.0011633750331433794,0.0066166381520746135,0.4696,0.2114,13,68,4,0.693563076923077,0.4169142857142857
index,strict,multi_frame__B2_vector__hnsw_ef64,multi_frame__B2_vector__flat,85,25,-0.0002520522620022431,-0.003094541143220461,0.0023383843572137315,-0.0030951084060647847,0.002233288431046822,0.9444,0.9468,1,83,1,1.0,1.0
index,semantic,multi_frame__B2_vector__hnsw_ef64,multi_frame__B2_vector__flat,85,25,-0.0008156862913446906,-0.004877977352720338,0.0023846514179499973,-0.005182850937265359,0.00219823328221129,0.8218,0.8198,2,82,1,0.8765866666666666,0.8842786516853933
index,strict,multi_frame__B3_postfilter__hnsw_ef64,multi_frame__B3_postfilter__flat,85,25,0.004695771451851539,-0.0026226861946186115,0.012495043082376023,-0.003409577635873552,0.01211069210949139,0.2236,0.2692,13,65,7,0.46664347826086955,0.5274122448979591
index,semantic,multi_frame__B3_postfilter__hnsw_ef64,multi_frame__B3_postfilter__flat,85,25,0.004695771451851539,-0.0026226861946186115,0.012495043082376023,-0.003409577635873552,0.01211069210949139,0.2236,0.2692,13,65,7,0.38811428571428574,0.4614857142857143
index,strict,multi_frame__B4_prefilter__hnsw_ef64,multi_frame__B4_prefilter__flat,85,25,0.005977876564233524,-0.004443396765526094,0.016398063320778766,-0.006155497626630096,0.019054146537172995,0.2732,0.407,17,56,12,0.524544,0.673655172413793
index,semantic,multi_frame__B4_prefilter__hnsw_ef64,multi_frame__B4_prefilter__flat,85,25,0.005740947778244847,-0.004679478221894115,0.01615034703944528,-0.006449857053759904,0.01893872243852874,0.2918,0.44,17,56,12,0.4633180327868852,0.6704761904761906
index,strict,dual__B2_vector__hnsw_ef64,dual__B2_vector__flat,85,25,0.000446893544484882,-0.005712635891353906,0.006460545502430229,-0.007369312554311821,0.005836960782087357,0.8728,0.8678,10,67,8,0.9532363636363637,0.9575724137931035
index,semantic,dual__B2_vector__hnsw_ef64,dual__B2_vector__flat,85,25,-0.015357661383993849,-0.026874576268343303,-0.004327759673439102,-0.03146543385497128,-0.0024604631755415995,0.0066,0.017,16,42,27,0.03637894736842105,0.10200000000000001
index,strict,dual__B3_postfilter__hnsw_ef64,dual__B3_postfilter__flat,85,25,-0.010667009758890332,-0.026699062118102156,0.003954294877618815,-0.026899529452956275,0.00455195477371563,0.1668,0.1912,25,35,25,0.4105846153846153,0.42686511627906976
index,semantic,dual__B3_postfilter__hnsw_ef64,dual__B3_postfilter__flat,85,25,-0.010713554666148888,-0.026741622360968248,0.003917775997937952,-0.026929294102803262,0.004484912052100051,0.1648,0.1896,25,35,25,0.3439304347826087,0.416
index,strict,dual__B4_prefilter__hnsw_ef64,dual__B4_prefilter__flat,85,25,-0.0038476449426222996,-0.026003413524728715,0.01835981197093703,-0.028087036296294814,0.02616760480591799,0.7354,0.7534,31,25,29,0.9115076923076924,0.9040799999999999
index,semantic,dual__B4_prefilter__hnsw_ef64,dual__B4_prefilter__flat,85,25,-0.0030679426792602446,-0.02447121587925134,0.018436708902626116,-0.0276165585507635,0.02643826792391504,0.7728,0.7914,31,25,29,0.852744827586207,0.8633454545454545
index,strict,caption__B2_vector__hnsw_ef256,caption__B2_vector__flat,85,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85,0,1.0,1.0
index,semantic,caption__B2_vector__hnsw_ef256,caption__B2_vector__flat,85,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85,0,1.0,1.0
index,strict,caption__B3_postfilter__hnsw_ef256,caption__B3_postfilter__flat,85,25,6.835804397441796e-05,0.0,0.0002050741319232539,0.0,0.00020751549063662594,0.7114,0.7286,1,84,0,0.9115076923076924,0.9040799999999999
index,semantic,caption__B3_postfilter__hnsw_ef256,caption__B3_postfilter__flat,85,25,6.835804397441796e-05,0.0,0.0002050741319232539,0.0,0.00020751549063662594,0.7114,0.7286,1,84,0,0.852744827586207,0.8326857142857143
index,strict,caption__B4_prefilter__hnsw_ef256,caption__B4_prefilter__flat,85,25,-0.0009607209454539137,-0.003087236968284995,0.0002050741319232539,-0.0027916504500449424,0.00018351165201210828,0.7226,0.7164,1,83,1,0.9115076923076924,0.9040799999999999
index,semantic,caption__B4_prefilter__hnsw_ef256,caption__B4_prefilter__flat,85,25,-0.0006801218171897196,-0.002245439583492413,0.0002050741319232539,-0.002030450687200586,0.00018351165201210828,0.7226,0.7164,1,83,1,0.852744827586207,0.8326857142857143
index,strict,caption__B5_lexical_vector_hybrid__hnsw_ef256,caption__B5_lexical_vector_hybrid__flat,85,25,-0.0012689378972130683,-0.005049207581182435,0.0021266355669395027,-0.004122499328058875,0.0023431829285526563,0.5018,0.474,6,74,5,0.8920888888888889,0.7712542372881356
index,semantic,caption__B5_lexical_vector_hybrid__hnsw_ef256,caption__B5_lexical_vector_hybrid__flat,85,25,-0.000976724017576962,-0.004398034246207839,0.0022038504691409026,-0.0036739482408397347,0.002407162980340411,0.5686,0.5562,6,74,5,0.8027294117647059,0.7852235294117648
index,strict,representative_frame__B2_vector__hnsw_ef256,representative_frame__B2_vector__flat,85,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85,0,1.0,1.0
index,semantic,representative_frame__B2_vector__hnsw_ef256,representative_frame__B2_vector__flat,85,25,-0.0010016837369602471,-0.0030050512108807416,0.0,-0.003548563488550454,0.0,0.739,0.7228,0,84,1,0.852744827586207,0.8326857142857143
index,strict,representative_frame__B3_postfilter__hnsw_ef256,representative_frame__B3_postfilter__flat,85,25,0.0011670717944929317,0.0,0.0030363563894137326,0.0,0.0027095660842560675,0.093,0.081,3,82,0,0.27694545454545455,0.25134545454545454
index,semantic,representative_frame__B3_postfilter__hnsw_ef256,representative_frame__B3_postfilter__flat,85,25,0.0011670717944929317,0.0,0.0030363563894137326,0.0,0.0027095660842560675,0.093,0.081,3,82,0,0.2384842105263158,0.2530909090909091
index,strict,representative_frame__B4_prefilter__hnsw_ef256,representative_frame__B4_prefilter__flat,85,25,0.00034407885348808017,-0.004081134173839638,0.0038880060017718143,-0.00391483660938475,0.003422492578953557,0.8022,0.8296,6,78,1,0.9391609756097561,0.9423811764705883
index,semantic,representative_frame__B4_prefilter__hnsw_ef256,representative_frame__B4_prefilter__flat,85,25,0.00034407885348808017,-0.004081134173839638,0.0038880060017718143,-0.00391483660938475,0.003422492578953557,0.8022,0.8296,6,78,1,0.8652943820224719,0.8849066666666666
index,strict,joint_image_caption__B2_vector__hnsw_ef256,joint_image_caption__B2_vector__flat,85,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85,0,1.0,1.0
index,semantic,joint_image_caption__B2_vector__hnsw_ef256,joint_image_caption__B2_vector__flat,85,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85,0,1.0,1.0
index,strict,joint_image_caption__B3_postfilter__hnsw_ef256,joint_image_caption__B3_postfilter__flat,85,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85,0,1.0,1.0
index,semantic,joint_image_caption__B3_postfilter__hnsw_ef256,joint_image_caption__B3_postfilter__flat,85,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85,0,1.0,1.0
index,strict,joint_image_caption__B4_prefilter__hnsw_ef256,joint_image_caption__B4_prefilter__flat,85,25,0.0002467934216357189,0.0,0.0007403802649071567,0.0,0.0006768755235667216,0.7226,0.7164,1,84,0,0.9115076923076924,0.9040799999999999
index,semantic,joint_image_caption__B4_prefilter__hnsw_ef256,joint_image_caption__B4_prefilter__flat,85,25,0.00017950022093516827,0.0,0.0005385006628055048,0.0,0.0004923117691733863,0.7226,0.7164,1,84,0,0.852744827586207,0.8326857142857143
index,strict,multi_frame__B2_vector__hnsw_ef256,multi_frame__B2_vector__flat,85,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85,0,1.0,1.0
index,semantic,multi_frame__B2_vector__hnsw_ef256,multi_frame__B2_vector__flat,85,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85,0,1.0,1.0
index,strict,multi_frame__B3_postfilter__hnsw_ef256,multi_frame__B3_postfilter__flat,85,25,-0.0029600259196725077,-0.006741484389882235,0.00011212935820193741,-0.0059204402120388985,8.639651865816056e-05,0.0936,0.0836,2,80,3,0.27694545454545455,0.25134545454545454
index,semantic,multi_frame__B3_postfilter__hnsw_ef256,multi_frame__B3_postfilter__flat,85,25,-0.0029600259196725077,-0.006741484389882235,0.00011212935820193741,-0.0059204402120388985,8.639651865816056e-05,0.0936,0.0836,2,80,3,0.2384842105263158,0.2530909090909091
index,strict,multi_frame__B4_prefilter__hnsw_ef256,multi_frame__B4_prefilter__flat,85,25,-0.0010802908897771842,-0.00477412500023327,0.002170932373218995,-0.0037671640668747,0.00036345285290803706,0.5842,0.3832,7,75,3,0.9115076923076924,0.6569142857142857
index,semantic,multi_frame__B4_prefilter__hnsw_ef256,multi_frame__B4_prefilter__flat,85,25,-0.0013172196757658614,-0.004994432674174087,0.0016186885203049162,-0.003966771080667718,0.0003627446491676218,0.4654,0.2632,7,75,3,0.693563076923077,0.45940363636363635
index,strict,dual__B2_vector__hnsw_ef256,dual__B2_vector__flat,85,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85,0,1.0,1.0
index,semantic,dual__B2_vector__hnsw_ef256,dual__B2_vector__flat,85,25,-3.0981591240439474e-05,-9.294477372131842e-05,0.0,-0.00011286151094731522,0.0,0.7366,0.711,0,84,1,0.852744827586207,0.8326857142857143
index,strict,dual__B3_postfilter__hnsw_ef256,dual__B3_postfilter__flat,85,25,-0.0033899944442677926,-0.006997600054551883,-0.0007174982699236989,-0.006690463350770548,-0.0007546871949649705,0.0314,0.0282,1,80,4,0.17386666666666667,0.13535999999999998
index,semantic,dual__B3_postfilter__hnsw_ef256,dual__B3_postfilter__flat,85,25,-0.0033899944442677926,-0.006997600054551883,-0.0007174982699236989,-0.006690463350770548,-0.0007546871949649705,0.0314,0.0282,1,80,4,0.13701818181818182,0.12305454545454544
index,strict,dual__B4_prefilter__hnsw_ef256,dual__B4_prefilter__flat,85,25,0.0019662684726507464,-0.005290463775348199,0.009107889554289482,-0.006190592185848786,0.00928655647579039,0.5888,0.6932,13,61,11,0.9115076923076924,0.9040799999999999
index,semantic,dual__B4_prefilter__hnsw_ef256,dual__B4_prefilter__flat,85,25,0.0018896266516931284,-0.005086696962679915,0.008802650623561697,-0.0061925086360556355,0.009161889382153773,0.5874,0.7056,13,61,11,0.8172521739130435,0.8326857142857143
index,strict,caption__B2_vector__ivfflat_np8,caption__B2_vector__flat,85,25,0.006335338601185287,0.001511038953537013,0.011655104441836317,0.002223887213716488,0.011496027832280547,0.009,0.0,16,66,3,0.07089230769230769,0.0
index,semantic,caption__B2_vector__ivfflat_np8,caption__B2_vector__flat,85,25,0.008508890990461704,-0.0024664255998580985,0.01961823344309657,-0.013413990212042448,0.02999824802903952,0.1302,0.4552,39,33,13,0.2906790697674419,0.6828
index,strict,caption__B3_postfilter__ivfflat_np8,caption__B3_postfilter__flat,85,25,0.008662390941352833,-0.005668648992885938,0.022061175111577628,-0.00608285278138687,0.021236618413101437,0.212,0.2316,34,39,12,0.46122666666666673,0.49407999999999996
index,semantic,caption__B3_postfilter__ivfflat_np8,caption__B3_postfilter__flat,85,25,0.00861946239841281,-0.0057115775358259615,0.022039736710300694,-0.0061134839081987795,0.021199164489674387,0.214,0.2328,34,39,12,0.3857777777777778,0.4344888888888889
index,strict,caption__B4_prefilter__ivfflat_np8,caption__B4_prefilter__flat,85,25,0.0025013665684262493,-0.014795869740948764,0.017957245775566125,-0.017139366261708387,0.018967663281359442,0.7406,0.727,33,37,15,0.9115076923076924,0.9040799999999999
