protocol,repeat,doc_id,expected_version,expected_deleted,expected_epoch,dense_version,sparse_version,cache_version,stale,future,mixed,missing,answer_error,update_window,latency_ms
naive_eager,0,103,2,0,0,2,2,2,0,0,0,0,0,1,11.835811659693718
naive_eager,0,45,1,0,0,1,1,1,0,0,0,0,0,1,15.082331374287605
naive_eager,0,116,1,0,0,1,1,1,0,0,0,0,0,1,24.782429449260235
naive_eager,0,111,2,0,0,1,1,1,1,0,0,1,1,1,18.770826049149036
naive_eager,0,22,2,0,0,1,1,1,1,0,0,1,1,1,27.338668704032898
naive_eager,0,39,1,0,0,1,1,1,0,0,0,0,0,1,10.851642116904259
naive_eager,0,99,2,0,0,1,1,1,1,0,0,1,1,1,10.637561790645123
naive_eager,0,104,2,1,0,1,1,1,1,0,0,0,1,1,11.163982562720776
naive_eager,0,127,2,0,0,1,1,1,1,0,0,1,1,1,10.737985372543335
naive_eager,0,121,2,0,0,1,1,1,1,0,0,1,1,1,10.6126694008708
naive_eager,0,127,2,0,0,1,1,1,1,0,0,1,1,1,11.102456599473953
naive_eager,0,3,2,1,0,,,,0,0,0,0,0,1,10.681945830583572
naive_eager,0,93,2,1,0,1,1,1,1,0,0,0,1,1,10.390541516244411
naive_eager,0,61,1,0,0,1,1,1,0,0,0,0,0,1,10.167618282139301
naive_eager,0,111,2,0,0,1,1,1,1,0,0,1,1,1,10.375913232564926
naive_eager,0,55,1,0,0,1,1,1,0,0,0,0,0,1,11.059895157814026
naive_eager,0,62,1,0,0,1,1,1,0,0,0,0,0,1,11.141330003738403
naive_eager,0,12,2,0,0,2,1,1,1,0,1,0,1,1,26.248961687088013
naive_eager,0,28,2,0,0,1,1,1,1,0,0,1,1,1,15.083780512213707
naive_eager,0,72,2,1,0,1,1,1,1,0,0,0,1,1,25.984075851738453
naive_eager,0,111,2,0,0,1,1,1,1,0,0,1,1,1,31.827224418520927
naive_eager,0,12,2,0,0,2,1,1,1,0,1,0,1,1,19.742579199373722
naive_eager,0,112,1,0,0,1,1,1,0,0,0,0,0,1,20.480403676629066
naive_eager,0,5,2,0,0,2,1,1,1,0,1,0,1,1,20.71807160973549
naive_eager,0,46,1,0,0,1,1,1,0,0,0,0,0,1,16.96119923144579
naive_eager,0,121,2,0,0,1,1,1,1,0,0,1,1,1,10.946075432002544
naive_eager,0,70,1,0,0,1,1,1,0,0,0,0,0,1,11.014950461685658
naive_eager,0,99,2,0,0,1,1,1,1,0,0,1,1,1,10.754371993243694
naive_eager,0,22,2,0,0,1,1,1,1,0,0,1,1,1,18.63247435539961
naive_eager,0,111,2,0,0,1,1,1,1,0,0,1,1,1,18.757005222141743
naive_eager,0,114,2,0,0,2,2,1,1,0,1,0,1,1,18.227403052151203
naive_eager,0,99,2,0,0,1,1,1,1,0,0,1,1,1,30.9389466419816
naive_eager,0,89,2,0,0,1,1,1,1,0,0,1,1,1,10.902423411607742
naive_eager,0,36,2,0,0,1,1,1,1,0,0,1,1,1,10.929549112915993
naive_eager,0,99,2,0,0,1,1,1,1,0,0,1,1,1,10.83662174642086
naive_eager,0,121,2,0,0,1,1,1,1,0,0,1,1,1,10.312694124877453
naive_eager,0,1,2,0,0,1,1,1,1,0,0,1,1,1,10.594237595796585
naive_eager,0,118,1,0,0,1,1,1,0,0,0,0,0,1,11.066007427871227
naive_eager,0,121,2,0,0,1,1,1,1,0,0,1,1,1,10.983285494148731
naive_eager,0,12,2,0,0,2,2,1,1,0,1,0,1,1,10.535674169659615
naive_eager,0,99,2,0,0,2,2,1,1,0,1,0,1,1,21.90260123461485
naive_eager,0,121,2,0,0,2,2,1,1,0,1,0,1,1,21.391134709119797
naive_eager,0,1,2,0,0,2,2,1,1,0,1,0,1,1,31.165155582129955
naive_eager,0,13,2,0,0,2,2,2,0,0,0,0,0,1,24.808797985315323
naive_eager,0,36,2,0,0,2,2,1,1,0,1,0,1,1,11.74160186201334
naive_eager,0,12,2,0,0,2,2,1,1,0,1,0,1,1,11.821168474853039
naive_eager,0,121,2,0,0,2,2,1,1,0,1,0,1,1,11.165967211127281
naive_eager,0,99,2,0,0,2,2,1,1,0,1,0,1,1,10.897916741669178
naive_eager,0,28,2,0,0,2,2,1,1,0,1,0,1,1,10.546226054430008
naive_eager,0,68,1,0,0,1,1,1,0,0,0,0,0,1,10.625950992107391
naive_eager,0,99,2,0,0,2,2,1,1,0,1,0,1,1,10.777164250612259
naive_eager,0,121,2,0,0,2,2,1,1,0,1,0,1,1,10.817691683769226
naive_eager,0,99,2,0,0,2,2,1,1,0,1,0,1,1,10.519800707697868
naive_eager,0,5,2,0,0,2,2,1,1,0,1,0,1,1,10.97033079713583
naive_eager,0,114,2,0,0,2,2,1,1,0,1,0,1,1,10.972477495670319
naive_eager,0,28,2,0,0,2,2,2,0,0,0,0,0,0,8.24779737740755
naive_eager,0,87,1,0,0,1,1,1,0,0,0,0,0,0,7.9800281673669815
naive_eager,0,28,2,0,0,2,2,2,0,0,0,0,0,0,16.724717803299427
naive_eager,0,1,2,0,0,2,2,2,0,0,0,0,0,0,11.07556652277708
naive_eager,0,72,2,1,0,,,,0,0,0,0,0,1,10.908519849181175
