corpus,method,mask_type,name,repeat,anchor,selectivity_target,concentration,count,selectivity,mask_sha256,mean_recall_at_10,recall_loss,queries_below_full_recall,kprime,mean_pairwise_cosine,gt_mode,exact_top_l,coverage_failure_fraction
B,hnsw,shuffle,time_of_day==morning,21.0,,,,36999,0.2572411875130362,029f64e2224cb43a4bbcf06749dbf5bbecafa012959ca2ab51687631bfb1d31d,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,22.0,,,,36999,0.2572411875130362,6c50ac2b0c3dbc4b97b294d5cfaab6348563b77e365dec57b960119407064f09,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,23.0,,,,36999,0.2572411875130362,8ecd47ec5df52f118c268efd5e266c96acbeff26f6206510665d6d130682a323,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,24.0,,,,36999,0.2572411875130362,d64f5b736e4d555f1785f00f78fb98cdb67d9c92b469154b0b8ad57ea1f56f05,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,25.0,,,,36999,0.2572411875130362,6840b086ad342c9f7a6b2aa0cc5a776d4e845201e2b2c05c2517b0416fd25bba,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,26.0,,,,36999,0.2572411875130362,f83257b73d6b251600a0ec243afa94c6be75479fcd17fd38b9a7353e963b3c5e,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,27.0,,,,36999,0.2572411875130362,97dd29ed4d426126b06a28a24e932efacc309890ed2740694bf4d77e713659e6,0.9990000128746033,0.0009999871253967285,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,28.0,,,,36999,0.2572411875130362,23acd60e0c18fde22adefc9508d40a7535a2083cbd3dd4a74c24913e3cf452e3,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,29.0,,,,36999,0.2572411875130362,f8f5dc1478d00c8eb77b3d788436446c3be9f9aa17ddeb2455360e57473badbe,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,30.0,,,,36999,0.2572411875130362,c8484c75b3cfe920f5c98050ee41ac10cc5b0393045ef3ad13c3a789d673f1e7,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,31.0,,,,36999,0.2572411875130362,347a87bf71ea61fa19a75bb655c8f27982f56d19d44fa3288a665ab6291e9fc5,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,32.0,,,,36999,0.2572411875130362,379112bd87e1bf0b55f5166c2688e44b9d0c37defc3f04186aa392ae97643502,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,33.0,,,,36999,0.2572411875130362,68f116aa994a3be27d0f4f30b8831ed5e757d3f1537f5ac0ce7490f5d047553f,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,34.0,,,,36999,0.2572411875130362,438056152e395e2a6c97655c9828275b6fc6c4f66d1568d4f74d1c1edef13e1c,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,35.0,,,,36999,0.2572411875130362,a0ba08b0ecfd97a5f8d832a60cc10a331489590fd6a13da611a85614387845ed,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,36.0,,,,36999,0.2572411875130362,f0fbddcf526e87f48fcd91ca3e234aa2721901a9271a385e9322703d9910b6cf,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,37.0,,,,36999,0.2572411875130362,04fe0d72b4e24c3c86150352c69b61b48e743e80498f5e7d767daeb4d7e4e5f4,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,38.0,,,,36999,0.2572411875130362,dff97e94da825d87850cff9092a8640c8a9ed877b960661db920bd381edd2cf6,0.9984999895095825,0.0015000104904174805,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,39.0,,,,36999,0.2572411875130362,a824dab3a4ed39472a432771d50ec129a2f06ef039400a5875e66a4bcd42160f,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,40.0,,,,36999,0.2572411875130362,b7fef60f3e2988570b382ec911f8c840631280929f04bfc54a8969135abefbf9,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,41.0,,,,36999,0.2572411875130362,69fe3cc25a3512aac3a80f0787d7b110c41a49a36f49b7df08ac5efb95770908,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,42.0,,,,36999,0.2572411875130362,615b4254e06b4d624160a4958b58a76c4b39d4b395f4dacae1d83c0ff7ce6ff4,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,43.0,,,,36999,0.2572411875130362,09d05933b86128acdd643041dc60290b0972564b3790626480a44679c6a11750,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,44.0,,,,36999,0.2572411875130362,ae03b44ff973f17da0e1e92a78435b2e1c1405f6fe315ad4fcdf566e5361f8af,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,45.0,,,,36999,0.2572411875130362,49514baf3139f17349512704a459e78cf61f4623c5341944560b3b14d339a9b5,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,46.0,,,,36999,0.2572411875130362,abc24deaa47ac33b3db044af48624df3cbfb8d57dbbc0a6c11a6e24e09ffd71f,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,47.0,,,,36999,0.2572411875130362,c8f87283540920f3df7e133d113cbc1d0726bb56ce191362cdd4ee77df207aca,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,48.0,,,,36999,0.2572411875130362,791e28fc2ed2f48dc779a26c984a08c612c6aa9e94254e29723214bd6eae20bf,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,49.0,,,,36999,0.2572411875130362,5324128053e65410f6e02d5e9696395e236f7289c2503164cc07d46f0bbd504c,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,50.0,,,,36999,0.2572411875130362,37e816fc894feb51f221605711f9ae728d9f141f260a562b42610ac22097613e,0.9985000491142273,0.001499950885772705,3,156,,global_top_l_filter,5000,0.0
