clip_id,cot_1view_bytes,cot_2view_bytes,visual_1view_bytes,visual_2view_bytes
aihub_multi_angle_cctv:Training:ms_e3389,4425,8874,168493,342919
aihub_multi_angle_cctv:Validation:ms_e3640,4442,8867,157292,286721
aihub_multi_angle_cctv:Training:md_e2622,4458,8928,111135,251950
aihub_multi_angle_cctv:Validation:md_e2157,4427,8848,113292,286149
aihub_multi_angle_cctv:Training:mp_e2909,4474,9031,96119,219613
aihub_multi_angle_cctv:Validation:mp_e3056,4474,8925,143756,261583
aihub_multi_angle_cctv:Training:bs_e4383,4418,8844,147041,308280
aihub_multi_angle_cctv:Validation:bs_e4377,4434,8900,160944,309282
aihub_multi_angle_cctv:Training:st_e4783,4539,9123,167789,335387
aihub_multi_angle_cctv:Validation:st_e4816,4447,8850,178807,348016
aihub_multi_angle_cctv:Training:es_e4080,4364,8721,168544,322600
aihub_multi_angle_cctv:Training:lo_e1158,4390,8744,162343,330964
aihub_multi_angle_cctv:Training:fp_e1459,4394,8767,164811,290932
aihub_multi_angle_cctv:Validation:fp_e1384,4401,8783,174673,318421
aihub_multi_angle_cctv:Training:ab_e0682,4326,8664,109698,205611
aihub_multi_angle_cctv:Training:ph_e2072,4341,8701,159857,359208
aihub_multi_angle_cctv:Training:ms_e3434,4381,8744,179363,348566
