strategy,query_id,difficulty,query_text,rank,clip_id,frame_id,evidence_timestamp_sec,evidence_frame_path,media_path,score,supporting_text
M4_metadata_prefilter_visual,aihub_cctv:medium:0023,medium,Find night CCTV videos showing a crowd density event.,3,aihub_cctv:train:crowd_density_halloween_minus1_sat:E05_012,aihub_cctv_train_crowd_density_halloween_minus1_sat_E05_012:kf00,0.03333333333333333,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_density_halloween_minus1_sat_E05_012/kf00_f000001.jpg,/hdd2/KIISE_datasociety/Datasets/raw/aihub_intelligent_cctv/20260706/media/train/crowd_density_halloween_minus1_sat/E05_012.mp4,0.3369404077529907,"건물에서 나오는 사람, 멈추어 있는 사람, 지나가는 사람들이 모여 골목에 인파밀집을 이루고 있음"
M4_metadata_prefilter_visual,aihub_cctv:medium:0024,medium,Find daytime CCTV videos showing a fall-down event.,4,aihub_cctv:train:fall:E02_018,aihub_cctv_train_fall_E02_018:kf00,61.233333333333334,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_fall_E02_018/kf00_f001837.jpg,/hdd2/KIISE_datasociety/Datasets/raw/aihub_intelligent_cctv/20260706/media/train/fall/E02_018.mp4,0.31736934185028076,한 사람이 인도를 걷는 도중 중심을 잃고 바닥으로 넘어지면서 쓰러짐
M4_metadata_prefilter_visual,aihub_cctv:medium:0025,medium,Find night CCTV videos showing a fall-down event.,3,aihub_cctv:train:fall:E02_007,aihub_cctv_train_fall_E02_007:kf00,61.5,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_fall_E02_007/kf00_f001845.jpg,/hdd2/KIISE_datasociety/Datasets/raw/aihub_intelligent_cctv/20260706/media/train/fall/E02_007.mp4,0.33143991231918335,2명이 함께 걷다가 흰옷을 입은 사람이 횡단보도 근처에서 쓰러짐
M4_metadata_prefilter_visual,aihub_cctv:medium:0026,medium,Find daytime CCTV videos showing a fight event.,10,aihub_cctv:train:fight:E03_015,aihub_cctv_train_fight_E03_015:kf00,60.5,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_fight_E03_015/kf00_f001815.jpg,/hdd2/KIISE_datasociety/Datasets/raw/aihub_intelligent_cctv/20260706/media/train/fight/E03_015.mp4,0.2942686676979065,놀이터에서 세 사람 중 한 사람이 싸움을 지켜보고 있고 두 사람은 뒤엉켜 싸우며 바닥을 구르다가 한 사람이 다른 한 사람의 위에 올라타 있음
M4_metadata_prefilter_visual,aihub_cctv:medium:0028,medium,Find daytime CCTV videos showing a flood event.,1,aihub_cctv:train:flood_level0_alley:E06_009,aihub_cctv_train_flood_level0_alley_E06_009:kf03,120.0,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_flood_level0_alley_E06_009/kf03_f003600.jpg,/hdd2/KIISE_datasociety/Datasets/raw/aihub_intelligent_cctv/20260706/media/train/flood_level0_alley/E06_009.mp4,0.32582998275756836,비가 내려 골목길의 노면이 침수되어 도로 곳곳에 물웅덩이가 고임.
