strategy,query_id,query_clip_id,query_frame_id,query_timestamp_sec,query_frame_path,rank,clip_id,frame_id,evidence_timestamp_sec,evidence_frame_path,score
IM1_image_to_video_holdout,image:000001,aihub_cctv:train:crowd:E04_001,aihub_cctv_train_crowd_E04_001:kf02,147.13333333333333,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_E04_001/kf02_f004414.jpg,1,aihub_cctv:train:crowd:E04_001,aihub_cctv_train_crowd_E04_001:kf03,191.66666666666666,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_E04_001/kf03_f005750.jpg,0.9090812802314758
IM1_image_to_video_holdout,image:000002,aihub_cctv:train:crowd:E04_002,aihub_cctv_train_crowd_E04_002:kf02,138.73333333333332,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_E04_002/kf02_f004162.jpg,1,aihub_cctv:train:crowd:E04_002,aihub_cctv_train_crowd_E04_002:kf01,96.86666666666666,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_E04_002/kf01_f002906.jpg,0.9588730335235596
IM1_image_to_video_holdout,image:000003,aihub_cctv:train:crowd:E04_003,aihub_cctv_train_crowd_E04_003:kf02,107.2,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_E04_003/kf02_f003216.jpg,1,aihub_cctv:train:crowd:E04_003,aihub_cctv_train_crowd_E04_003:kf03,153.7,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_E04_003/kf03_f004611.jpg,0.9587815999984741
IM1_image_to_video_holdout,image:000004,aihub_cctv:train:crowd:E04_004,aihub_cctv_train_crowd_E04_004:kf02,137.33333333333334,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_E04_004/kf02_f004120.jpg,1,aihub_cctv:train:crowd:E04_004,aihub_cctv_train_crowd_E04_004:kf01,93.96666666666667,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_E04_004/kf01_f002819.jpg,0.9718967080116272
IM1_image_to_video_holdout,image:000005,aihub_cctv:train:crowd:E04_005,aihub_cctv_train_crowd_E04_005:kf02,129.43333333333334,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_E04_005/kf02_f003883.jpg,1,aihub_cctv:train:crowd:E04_005,aihub_cctv_train_crowd_E04_005:kf01,78.2,Datasets/processed/aihub_intelligent_cctv/20260706/keyframes/event4_full/frames/aihub_cctv_train_crowd_E04_005/kf01_f002346.jpg,0.9800629019737244
